grn_no,received_date,vendor_name,qty_qtl,rate
GRN00380,2025-01-26,Maa Girnar Krishi Udyog,1728.0,2359
GRN00381,2025-01-20,Jay Sabar Agri Residue LLP,1593.0,2266
GRN00382,2025-01-17,Dwarka Desai Krishi Udyog,2867.0,2492
GRN00383,2025-01-23,Somnath Bhadar Biomass LLP,1585.0,2373
GRN00384,2025-02-18,Somnath Sabar Biofuels,4135.0,2368
GRN00385,2025-01-16,Somnath Girnar Biofuels,3789.0,2439
GRN00386,2025-01-13,New Gohil Biomass LLP,2065.0,2292
GRN00387,2025-01-14,Somnath Bhadar Biomass LLP,3801.0,2305
GRN00388,2025-01-28,Jay Chudasama Agri Residue LLP,2908.0,2252
GRN00389,2025-02-13,Shree Ambaji Trading Company,2036.0,2448
GRN00390,2025-01-14,Dwarka Desai Agri Residue LLP,1705.0,2270
GRN00391,2025-02-11,Somnath Sabar Biofuels,1747.0,2260
GRN00392,2025-01-13,Jay Sabar Biofuels,2809.0,2254
GRN00393,2025-01-28,Dwarka Desai Agri Residue LLP,2836.0,2269
GRN00394,2025-01-24,Dwarka Gohil Pellet Works,3877.0,2260
GRN00395,2025-01-19,Dwarka Girnar Trading Company,2789.0,2288
GRN00396,2025-01-24,Dwarka Desai Krishi Udyog,2285.0,2468
GRN00397,2025-02-11,Maa Solanki Krishi Udyog,2538.0,2347
GRN00398,2025-03-22,Shree Girnar Krishi Udyog,1417.0,2393
GRN00399,2025-03-19,Shree Girnar Krishi Udyog,3465.0,2384
GRN00400,2025-02-22,Somnath Girnar Biofuels,1985.0,2475
GRN00401,2025-03-05,Shree Ambaji Trading Company,2577.0,2530
GRN00402,2025-03-23,Maa Solanki Krishi Udyog,2401.0,2389
GRN00403,2025-02-24,Shree Saurashtra Biomass LLP,1933.0,2372
GRN00404,2025-03-14,Somnath Sabar Biofuels,3836.0,2300
GRN00405,2025-02-26,Dwarka Ambaji Trading Company,1945.0,2555
GRN00406,2025-03-24,Om Bhal Trading Company,1765.0,2569
GRN00407,2025-03-10,Shree Ambaji Trading Company,1530.0,2498
GRN00408,2025-02-24,New Patel Agri Residue LLP,1482.0,2330
GRN00409,2025-02-12,New Patel Agri Residue LLP,1236.0,2320
GRN00410,2025-03-16,Om Bhal Trading Company,2367.0,2580
GRN00411,2025-02-27,Jay Bhal Agri Residue LLP,2011.0,2409
GRN00412,2025-02-18,New Gohil Biomass LLP,3269.0,2390
GRN00413,2025-03-20,Om Bhal Trading Company,2449.0,2543
GRN00414,2025-02-10,Jay Chudasama Agri Residue LLP,1863.0,2297
GRN00415,2025-02-19,Sardar Sabar Agri Residue LLP,2372.0,2300
GRN00416,2025-02-13,Sardar Bhadar Agro Traders,1995.0,2318
GRN00417,2025-03-12,Jay Bhal Agri Residue LLP,2082.0,2461
GRN00418,2025-03-25,Jay Sabar Agri Residue LLP,3792.0,2484
GRN00419,2025-03-13,Sardar Sabar Agri Residue LLP,2049.0,2388
GRN00420,2025-03-17,Maa Girnar Krishi Udyog,3668.0,2498
GRN00421,2025-03-26,Jay Sabar Biofuels,1548.0,2468
GRN00422,2025-03-23,Dwarka Desai Agri Residue LLP,1442.0,2370
GRN00423,2025-03-12,New Patel Agri Residue LLP,1840.0,2498
GRN00424,2025-04-12,Shree Girnar Krishi Udyog,2375.0,2480
GRN00425,2025-04-05,Om Bhal Trading Company,4106.0,2578
GRN00426,2025-03-19,New Gohil Biomass LLP,3895.0,2447
GRN00427,2025-03-17,Shree Saurashtra Biomass LLP,4182.0,2402
GRN00428,2025-04-14,Dwarka Ambaji Trading Company,1356.0,2653
GRN00429,2025-03-17,Dwarka Desai Agri Residue LLP,1015.0,2423
GRN00430,2025-03-16,Dwarka Desai Agri Residue LLP,2871.0,2413
GRN00431,2025-03-10,Sardar Bhadar Agro Traders,1073.0,2462
GRN00432,2025-03-24,Jay Chudasama Agri Residue LLP,2848.0,2370
GRN00433,2025-04-28,Dwarka Desai Krishi Udyog,4033.0,2746
GRN00434,2025-05-08,Shree Girnar Krishi Udyog,3755.0,2650
GRN00435,2025-04-24,Dwarka Desai Agri Residue LLP,1631.0,2512
GRN00436,2025-04-10,New Patel Agri Residue LLP,2404.0,2636
GRN00437,2025-05-12,Om Bhal Trading Company,3047.0,2800
GRN00438,2025-04-25,Jay Bhal Agri Residue LLP,696.0,2627
GRN00439,2025-04-25,Sardar Bhadar Agro Traders,3882.0,2535
GRN00440,2025-04-19,Dwarka Gohil Pellet Works,2844.0,2638
GRN00441,2025-04-22,Somnath Girnar Biofuels,3225.0,2772
GRN00442,2025-04-12,Om Chudasama Bioenergy,1544.0,2529
GRN00443,2025-04-10,Jay Chudasama Agri Residue LLP,3335.0,2591
GRN00444,2025-05-20,Dwarka Ambaji Trading Company,3905.0,2819
GRN00445,2025-04-28,Om Chudasama Bioenergy,2727.0,2580
GRN00446,2025-04-26,Jay Bhal Agri Residue LLP,1168.0,2612
GRN00447,2025-05-12,Maa Solanki Krishi Udyog,2620.0,2572
GRN00448,2025-04-16,Dwarka Desai Krishi Udyog,3499.0,2768
GRN00449,2025-04-27,Jay Chudasama Agri Residue LLP,1599.0,2579
GRN00450,2025-04-11,Jay Bhal Agri Residue LLP,2208.0,2516
GRN00451,2025-04-10,Dwarka Girnar Trading Company,2574.0,2548
GRN00452,2025-04-11,Somnath Bhadar Biomass LLP,3204.0,2552
GRN00453,2025-04-25,New Patel Agri Residue LLP,4155.0,2632
GRN00454,2025-05-13,Om Chudasama Bioenergy,3585.0,2684
GRN00455,2025-05-20,Maa Girnar Krishi Udyog,1095.0,2701
GRN00456,2025-05-24,Jay Bhal Agri Residue LLP,974.0,2686
GRN00457,2025-05-21,Jay Chudasama Agri Residue LLP,3729.0,2588
GRN00458,2025-06-06,Dwarka Ambaji Trading Company,3456.0,2894
GRN00459,2025-06-07,Dwarka Ambaji Trading Company,2328.0,2918
GRN00460,2025-05-28,New Patel Agri Residue LLP,2676.0,2601
GRN00461,2025-05-18,Dwarka Girnar Trading Company,3797.0,2690
GRN00462,2025-05-26,Somnath Girnar Biofuels,3449.0,2825
GRN00463,2025-06-22,Shree Girnar Krishi Udyog,1739.0,2657
GRN00464,2025-05-23,New Patel Agri Residue LLP,2002.0,2720
GRN00465,2025-05-25,Dwarka Girnar Trading Company,2333.0,2647
GRN00466,2025-05-17,New Gohil Biomass LLP,3383.0,2704
GRN00467,2025-06-05,Maa Solanki Krishi Udyog,2439.0,2680
GRN00468,2025-05-22,Jay Bhal Agri Residue LLP,2113.0,2590
GRN00469,2025-05-24,Dwarka Desai Agri Residue LLP,1644.0,2575
GRN00470,2025-05-17,Somnath Bhadar Biomass LLP,2583.0,2719
GRN00471,2025-05-28,Jay Sabar Biofuels,2679.0,2677
GRN00472,2025-07-20,Maa Solanki Krishi Udyog,1772.0,2737
GRN00473,2025-07-05,Maa Solanki Krishi Udyog,3630.0,2711
GRN00474,2025-07-11,Somnath Sabar Biofuels,2777.0,2688
GRN00475,2025-06-20,Jay Chudasama Agri Residue LLP,1435.0,2642
GRN00476,2025-06-13,Somnath Bhadar Biomass LLP,3793.0,2689
GRN00477,2025-06-15,New Patel Agri Residue LLP,3540.0,2631
GRN00478,2025-06-24,Dwarka Desai Krishi Udyog,3454.0,2985
GRN00479,2025-06-17,Shree Saurashtra Biomass LLP,3663.0,2779
GRN00480,2025-06-28,Somnath Girnar Biofuels,3103.0,2926
GRN00481,2025-06-18,New Gohil Biomass LLP,1265.0,2751
GRN00482,2025-06-20,Somnath Bhadar Biomass LLP,1956.0,2700
GRN00483,2025-07-04,Somnath Sabar Biofuels,3768.0,2622
GRN00484,2025-06-27,Dwarka Desai Krishi Udyog,3715.0,2872
GRN00485,2025-06-19,Maa Girnar Krishi Udyog,1593.0,2699
GRN00486,2025-06-22,Shree Saurashtra Biomass LLP,2136.0,2682
GRN00487,2025-06-12,Shree Saurashtra Biomass LLP,2140.0,2694
GRN00488,2025-07-13,Om Chudasama Bioenergy,1299.0,2770
GRN00489,2025-07-12,Dwarka Gohil Pellet Works,3658.0,2765
GRN00490,2025-07-20,Dwarka Girnar Trading Company,1536.0,2677
GRN00491,2025-07-24,Om Chudasama Bioenergy,4164.0,2821
GRN00492,2025-07-10,Jay Bhal Agri Residue LLP,1260.0,2788
GRN00493,2025-07-25,Dwarka Girnar Trading Company,3850.0,2718
GRN00494,2025-07-26,Dwarka Girnar Trading Company,3843.0,2667
GRN00495,2025-07-24,New Patel Agri Residue LLP,3061.0,2813
GRN00496,2025-08-06,Shree Ambaji Trading Company,2192.0,3014
GRN00497,2025-08-16,Shree Girnar Krishi Udyog,2892.0,2744
GRN00498,2025-07-28,Somnath Bhadar Biomass LLP,3135.0,2730
GRN00499,2025-08-13,Om Bhal Trading Company,3590.0,3055
GRN00500,2025-07-23,Jay Chudasama Agri Residue LLP,3435.0,2807
GRN00501,2025-08-09,Shree Girnar Krishi Udyog,1907.0,2826
GRN00502,2025-07-16,Jay Sabar Agri Residue LLP,1803.0,2746
GRN00503,2025-07-20,Jay Chudasama Agri Residue LLP,3150.0,2791
GRN00504,2025-09-07,Dwarka Ambaji Trading Company,2675.0,2961
GRN00505,2025-08-26,Sardar Sabar Agri Residue LLP,1335.0,2686
GRN00506,2025-08-21,Dwarka Desai Krishi Udyog,3854.0,2807
GRN00507,2025-08-13,Sardar Bhadar Agro Traders,3928.0,2756
GRN00508,2025-08-19,Sardar Bhadar Agro Traders,1688.0,2674
GRN00509,2025-09-25,Somnath Sabar Biofuels,3518.0,2600
GRN00510,2025-08-14,New Gohil Biomass LLP,1985.0,2635
GRN00511,2025-08-26,Sardar Bhadar Agro Traders,3173.0,2606
GRN00512,2025-09-04,Shree Ambaji Trading Company,2176.0,2867
GRN00513,2025-08-10,Sardar Bhadar Agro Traders,3378.0,2730
GRN00514,2025-09-18,Maa Solanki Krishi Udyog,3003.0,2644
GRN00515,2025-08-12,Maa Girnar Krishi Udyog,1121.0,2681
GRN00516,2025-09-02,Dwarka Ambaji Trading Company,1870.0,2813
GRN00517,2025-08-21,Somnath Girnar Biofuels,1222.0,2827
GRN00518,2025-08-20,Jay Bhal Agri Residue LLP,1979.0,2746
GRN00519,2025-09-20,Sardar Sabar Agri Residue LLP,1622.0,2539
GRN00520,2025-10-09,Shree Girnar Krishi Udyog,3471.0,2606
GRN00521,2025-10-10,Maa Kathiawad Biomass LLP,1696.0,2642
GRN00522,2025-10-12,Somnath Sabar Biofuels,3715.0,2640
GRN00523,2025-09-22,Sardar Bhadar Agro Traders,3755.0,2499
GRN00524,2025-10-12,Maa Kathiawad Biomass LLP,2277.0,2501
GRN00525,2025-09-11,Jay Sabar Agri Residue LLP,3887.0,2503
GRN00526,2025-09-25,Somnath Girnar Biofuels,1472.0,2769
GRN00527,2025-09-18,Somnath Bhadar Biomass LLP,3007.0,2636
GRN00528,2025-09-23,Jay Bhal Agri Residue LLP,1308.0,2615
GRN00529,2025-09-24,Jay Sabar Biofuels,2590.0,2559
GRN00530,2025-09-19,New Gohil Biomass LLP,2149.0,2624
GRN00531,2025-09-25,Somnath Girnar Biofuels,3871.0,2727
GRN00532,2025-09-24,Somnath Girnar Biofuels,1825.0,2769
GRN00533,2025-09-15,Dwarka Desai Agri Residue LLP,2381.0,2633
GRN00534,2025-09-22,Dwarka Desai Krishi Udyog,4094.0,2702
GRN00535,2025-10-11,Shree Ambaji Trading Company,1312.0,2712
GRN00536,2025-09-15,Dwarka Gohil Pellet Works,2722.0,2589
GRN00537,2025-09-23,Jay Chudasama Agri Residue LLP,3810.0,2636
GRN00538,2025-09-11,Somnath Bhadar Biomass LLP,3415.0,2634
GRN00539,2025-09-24,Jay Bhal Agri Residue LLP,1884.0,2547
GRN00540,2025-09-25,Jay Chudasama Agri Residue LLP,3569.0,2629
GRN00541,2025-10-24,Jay Bhal Agri Residue LLP,3680.0,2492
GRN00542,2025-11-09,Om Bhal Trading Company,2008.0,2681
GRN00543,2025-10-11,Dwarka Girnar Trading Company,3663.0,2438
GRN00544,2025-10-26,New Gohil Biomass LLP,3451.0,2480
GRN00545,2025-11-07,Maa Solanki Krishi Udyog,3252.0,2481
GRN00546,2025-10-30,Om Bhal Trading Company,1320.0,2675
GRN00547,2025-10-11,Dwarka Gohil Pellet Works,3647.0,2430
GRN00548,2025-11-10,Shree Girnar Krishi Udyog,3255.0,2506
GRN00549,2025-11-07,Dwarka Ambaji Trading Company,2671.0,2678
GRN00550,2025-10-10,Dwarka Desai Agri Residue LLP,1144.0,2552
GRN00551,2025-10-18,Sardar Sabar Agri Residue LLP,3365.0,2486
GRN00552,2025-10-28,Maa Girnar Krishi Udyog,1848.0,2414
GRN00553,2025-10-24,New Patel Agri Residue LLP,3836.0,2470
GRN00554,2025-10-27,Dwarka Gohil Pellet Works,3967.0,2482
GRN00555,2025-10-25,Dwarka Desai Agri Residue LLP,2280.0,2476
GRN00556,2025-11-23,Shree Saurashtra Biomass LLP,1533.0,2340
GRN00557,2025-11-15,New Gohil Biomass LLP,4033.0,2450
GRN00558,2025-11-26,Dwarka Gohil Pellet Works,4063.0,2357
GRN00559,2025-11-25,Shree Saurashtra Biomass LLP,1499.0,2429
GRN00560,2025-11-26,Dwarka Gohil Pellet Works,2730.0,2357
GRN00561,2025-12-08,Om Bhal Trading Company,3271.0,2540
GRN00562,2025-11-13,Jay Sabar Agri Residue LLP,2034.0,2331
GRN00563,2025-11-28,Dwarka Girnar Trading Company,2296.0,2342
GRN00564,2025-11-11,Dwarka Girnar Trading Company,1701.0,2388
GRN00565,2025-11-25,Sardar Bhadar Agro Traders,3096.0,2405
GRN00566,2025-11-12,New Patel Agri Residue LLP,3264.0,2361
GRN00567,2025-11-22,Dwarka Girnar Trading Company,3190.0,2454
GRN00568,2025-11-29,Dwarka Ambaji Trading Company,3663.0,2617
GRN00569,2025-12-04,Maa Solanki Krishi Udyog,3948.0,2450
GRN00570,2025-12-24,Om Bhal Trading Company,1783.0,2557
GRN00571,2025-11-27,Dwarka Gohil Pellet Works,3844.0,2445
GRN00572,2025-12-07,Om Bhal Trading Company,4152.0,2585
GRN00573,2025-12-21,Maa Kathiawad Biomass LLP,1533.0,2465
GRN00574,2025-11-26,Jay Chudasama Agri Residue LLP,3679.0,2424
GRN00575,2025-12-24,Maa Girnar Krishi Udyog,1121.0,2379
GRN00576,2025-12-28,Sardar Sabar Agri Residue LLP,1814.0,2359
GRN00577,2025-12-12,Somnath Girnar Biofuels,4189.0,2591
GRN00578,2025-12-24,Jay Sabar Biofuels,1123.0,2405
GRN00579,2025-12-23,Dwarka Desai Agri Residue LLP,3442.0,2373
GRN00580,2025-12-10,Sardar Sabar Agri Residue LLP,2475.0,2287
GRN00581,2026-01-10,Somnath Sabar Biofuels,3477.0,2388
GRN00582,2025-12-21,New Patel Agri Residue LLP,3020.0,2411
GRN00583,2025-12-10,Somnath Bhadar Biomass LLP,2134.0,2316
GRN00584,2025-12-27,Jay Bhal Agri Residue LLP,3559.0,2398
GRN00585,2025-12-15,New Patel Agri Residue LLP,2266.0,2388
GRN00586,2025-12-10,Om Chudasama Bioenergy,1847.0,2364
GRN00587,2025-12-22,Dwarka Girnar Trading Company,1947.0,2416
GRN00588,2025-12-18,Om Chudasama Bioenergy,1667.0,2399
GRN00589,2025-12-13,Dwarka Desai Agri Residue LLP,1211.0,2283
GRN00590,2025-12-17,Maa Girnar Krishi Udyog,1481.0,2349
GRN00591,2026-01-04,Shree Girnar Krishi Udyog,2291.0,2344
GRN00592,2026-02-10,Shree Ambaji Trading Company,2604.0,2594
GRN00593,2026-01-11,Jay Chudasama Agri Residue LLP,2277.0,2372
GRN00594,2026-02-06,Om Bhal Trading Company,1811.0,2645
GRN00595,2026-01-13,Jay Sabar Biofuels,1684.0,2343
GRN00596,2026-01-16,Sardar Sabar Agri Residue LLP,3426.0,2441
GRN00597,2026-01-18,New Patel Agri Residue LLP,2688.0,2455
GRN00598,2026-01-25,Jay Chudasama Agri Residue LLP,1694.0,2449
GRN00599,2026-01-15,New Patel Agri Residue LLP,1518.0,2440
GRN00600,2026-01-20,Sardar Sabar Agri Residue LLP,1674.0,2444
GRN00601,2026-01-18,Jay Bhal Agri Residue LLP,3746.0,2449
GRN00602,2026-01-11,Somnath Bhadar Biomass LLP,3322.0,2450
GRN00603,2026-01-25,Om Chudasama Bioenergy,3799.0,2464
GRN00604,2026-01-14,Jay Sabar Agri Residue LLP,2273.0,2452
GRN00605,2026-01-13,Dwarka Desai Krishi Udyog,2513.0,2565
GRN00606,2026-01-10,Jay Bhal Agri Residue LLP,4052.0,2427
GRN00607,2026-01-17,Shree Saurashtra Biomass LLP,2219.0,2426
GRN00608,2026-01-24,New Patel Agri Residue LLP,2388.0,2342
GRN00609,2026-01-13,Dwarka Gohil Pellet Works,2748.0,2391
GRN00610,2026-02-12,Somnath Sabar Biofuels,3027.0,2462
GRN00611,2026-01-11,Dwarka Desai Agri Residue LLP,1346.0,2405
GRN00612,2026-01-28,Sardar Bhadar Agro Traders,3727.0,2350
GRN00613,2026-02-15,Dwarka Desai Krishi Udyog,1685.0,2589
GRN00614,2026-02-26,Dwarka Desai Agri Residue LLP,1785.0,2464
GRN00615,2026-03-01,Somnath Sabar Biofuels,3767.0,2427
GRN00616,2026-02-22,Dwarka Desai Agri Residue LLP,2401.0,2420
GRN00617,2026-03-01,Maa Kathiawad Biomass LLP,2328.0,2441
GRN00618,2026-02-23,Jay Chudasama Agri Residue LLP,3695.0,2473
GRN00619,2026-03-15,Om Bhal Trading Company,1701.0,2655
GRN00620,2026-02-21,New Gohil Biomass LLP,3205.0,2383
GRN00621,2026-02-26,Sardar Sabar Agri Residue LLP,1968.0,2457
GRN00622,2026-02-16,New Patel Agri Residue LLP,2575.0,2413
GRN00623,2026-02-25,Shree Saurashtra Biomass LLP,4012.0,2411
GRN00624,2026-02-12,Dwarka Girnar Trading Company,2182.0,2453
GRN00625,2026-02-14,Shree Saurashtra Biomass LLP,3287.0,2490
GRN00626,2026-02-27,Maa Kathiawad Biomass LLP,2121.0,2487
GRN00627,2026-02-28,Dwarka Gohil Pellet Works,1299.0,2387
GRN00628,2026-04-12,Shree Girnar Krishi Udyog,1520.0,2566
GRN00629,2026-03-10,Dwarka Desai Agri Residue LLP,2012.0,2530
GRN00630,2026-03-15,New Patel Agri Residue LLP,3328.0,2529
GRN00631,2026-03-30,Maa Solanki Krishi Udyog,3271.0,2463
GRN00632,2026-03-21,Dwarka Girnar Trading Company,2689.0,2537
GRN00633,2026-03-12,Dwarka Girnar Trading Company,1654.0,2490
GRN00634,2026-03-19,Sardar Sabar Agri Residue LLP,1982.0,2596
GRN00635,2026-04-07,Maa Solanki Krishi Udyog,1435.0,2531
GRN00636,2026-04-03,Dwarka Ambaji Trading Company,2705.0,2804
GRN00637,2026-04-13,Dwarka Ambaji Trading Company,3484.0,2738
GRN00638,2026-03-25,Dwarka Gohil Pellet Works,1826.0,2495
GRN00639,2026-04-11,Dwarka Ambaji Trading Company,2664.0,2780
GRN00640,2026-03-10,Sardar Sabar Agri Residue LLP,3091.0,2567
GRN00641,2026-04-18,Maa Kathiawad Biomass LLP,1741.0,2480
GRN00642,2026-04-04,Somnath Sabar Biofuels,2278.0,2487
GRN00643,2026-05-11,Somnath Sabar Biofuels,2724.0,2643
GRN00644,2026-04-24,Somnath Girnar Biofuels,3552.0,2850
GRN00645,2026-04-28,Somnath Girnar Biofuels,1323.0,2872
GRN00646,2026-05-11,Shree Ambaji Trading Company,3383.0,2965
GRN00647,2026-04-15,Om Chudasama Bioenergy,1959.0,2678
GRN00648,2026-05-11,Maa Kathiawad Biomass LLP,1936.0,2660
GRN00649,2026-04-17,Jay Sabar Agri Residue LLP,1304.0,2720
GRN00650,2026-04-26,Shree Saurashtra Biomass LLP,1289.0,2692
GRN00651,2026-04-13,New Gohil Biomass LLP,3656.0,2767
GRN00652,2026-05-24,Maa Kathiawad Biomass LLP,2870.0,2710
GRN00653,2026-04-23,Jay Sabar Agri Residue LLP,2520.0,2766
GRN00654,2026-04-13,Sardar Bhadar Agro Traders,1922.0,2706
GRN00655,2026-04-28,Somnath Sabar Biofuels,1829.0,2664
GRN00656,2026-05-02,Maa Kathiawad Biomass LLP,2981.0,2725
GRN00657,2026-05-13,Maa Solanki Krishi Udyog,3012.0,2725
GRN00658,2026-04-17,Jay Chudasama Agri Residue LLP,2837.0,2740
GRN00659,2026-04-27,Sardar Sabar Agri Residue LLP,2922.0,2729
GRN00660,2026-04-26,Jay Chudasama Agri Residue LLP,3747.0,2798
GRN00661,2026-06-17,Shree Ambaji Trading Company,3002.0,2966
GRN00662,2026-05-11,Maa Girnar Krishi Udyog,908.0,2803
GRN00663,2026-05-24,Dwarka Desai Krishi Udyog,3025.0,2965
GRN00664,2026-06-09,Somnath Sabar Biofuels,3169.0,2762
GRN00665,2026-06-14,Shree Girnar Krishi Udyog,3811.0,2733
GRN00666,2026-05-12,New Gohil Biomass LLP,2655.0,2698
GRN00667,2026-06-05,Maa Solanki Krishi Udyog,3265.0,2756
GRN00668,2026-05-11,Somnath Bhadar Biomass LLP,3357.0,2704
GRN00669,2026-05-13,Somnath Girnar Biofuels,4144.0,3042
GRN00670,2026-05-11,New Patel Agri Residue LLP,3823.0,2747
GRN00671,2026-05-27,Shree Saurashtra Biomass LLP,2150.0,2787
GRN00672,2026-06-18,Maa Solanki Krishi Udyog,4128.0,2757
GRN00673,2026-05-18,Somnath Bhadar Biomass LLP,2589.0,2739
GRN00674,2026-05-21,Somnath Girnar Biofuels,3640.0,2977
GRN00675,2026-06-11,Shree Girnar Krishi Udyog,2355.0,2740
GRN00676,2026-05-25,Sardar Sabar Agri Residue LLP,1831.0,2748
GRN00677,2026-05-12,Somnath Girnar Biofuels,2716.0,3050
GRN00678,2026-05-25,Jay Chudasama Agri Residue LLP,1438.0,2768
GRN00679,2026-06-09,Shree Ambaji Trading Company,4023.0,3083
GRN00680,2026-06-15,Om Chudasama Bioenergy,3380.0,2783
GRN00681,2026-06-28,Om Chudasama Bioenergy,2460.0,2798
GRN00682,2026-07-13,Shree Girnar Krishi Udyog,3128.0,2806
GRN00683,2026-07-17,Somnath Sabar Biofuels,2015.0,2912
GRN00684,2026-06-17,Shree Saurashtra Biomass LLP,2368.0,2830
GRN00685,2026-07-09,Shree Girnar Krishi Udyog,3735.0,2895
GRN00686,2026-06-24,Maa Girnar Krishi Udyog,892.0,2873
GRN00687,2026-07-05,Somnath Sabar Biofuels,1664.0,2873
GRN00688,2026-07-07,Shree Girnar Krishi Udyog,4045.0,2817
GRN00689,2026-07-14,Somnath Sabar Biofuels,4053.0,2771
GRN00690,2026-06-19,Jay Sabar Biofuels,1133.0,2906
GRN00691,2026-06-19,Jay Bhal Agri Residue LLP,2163.0,2925
GRN00692,2026-06-17,Sardar Sabar Agri Residue LLP,3361.0,2830
GRN00693,2026-06-28,Dwarka Girnar Trading Company,3461.0,2913
GRN00694,2026-06-14,Jay Bhal Agri Residue LLP,1779.0,2769
GRN00695,2026-06-21,Sardar Bhadar Agro Traders,1872.0,2818
GRN00696,2026-06-24,Dwarka Girnar Trading Company,1843.0,2895
GRN00697,2026-06-24,Jay Chudasama Agri Residue LLP,1537.0,2924
GRN00698,2026-06-10,Somnath Bhadar Biomass LLP,1438.0,2781
GRN00699,2026-07-22,Dwarka Gohil Pellet Works,3468.0,2967
GRN00700,2026-07-26,New Patel Agri Residue LLP,3066.0,2861
GRN00701,2026-07-18,Jay Sabar Agri Residue LLP,3344.0,2884
GRN00702,2026-07-23,Sardar Bhadar Agro Traders,2441.0,2862
GRN00703,2026-07-20,Jay Sabar Agri Residue LLP,3158.0,2933
GRN00704,2026-08-02,Maa Kathiawad Biomass LLP,3418.0,2904
GRN00705,2026-07-26,Dwarka Desai Agri Residue LLP,1851.0,2924
GRN00706,2026-07-27,Somnath Bhadar Biomass LLP,2164.0,2889
GRN00707,2026-07-20,Dwarka Desai Krishi Udyog,3514.0,3204
GRN00708,2026-07-20,Sardar Bhadar Agro Traders,2111.0,2971
GRN00709,2026-08-13,Shree Ambaji Trading Company,3816.0,3035
GRN00710,2026-08-19,Somnath Sabar Biofuels,2480.0,2892
GRN00711,2026-08-09,Somnath Sabar Biofuels,2711.0,2906
GRN00712,2026-07-10,Jay Bhal Agri Residue LLP,1486.0,2955
GRN00713,2026-07-28,Somnath Girnar Biofuels,2780.0,3067
GRN00714,2026-07-28,Jay Sabar Agri Residue LLP,4182.0,2845
GRN00715,2026-08-07,Om Bhal Trading Company,2097.0,3185
GRN00716,2026-08-18,Maa Solanki Krishi Udyog,3985.0,2976
GRN00717,2026-08-17,Shree Ambaji Trading Company,1834.0,3162
GRN00718,2026-07-31,Maa Kathiawad Biomass LLP,1736.0,2852
GRN00719,2026-07-16,Dwarka Gohil Pellet Works,3280.0,2819
GRN00720,2026-09-15,Maa Solanki Krishi Udyog,3409.0,2767
GRN00721,2026-08-11,Jay Sabar Agri Residue LLP,3788.0,2829
GRN00722,2026-08-12,Shree Saurashtra Biomass LLP,3295.0,2794
GRN00723,2026-08-21,Jay Bhal Agri Residue LLP,3039.0,2779
GRN00724,2026-08-20,Shree Saurashtra Biomass LLP,1256.0,2859
GRN00725,2026-08-11,Jay Bhal Agri Residue LLP,4070.0,2785
GRN00726,2026-09-11,Shree Girnar Krishi Udyog,4143.0,2800
GRN00727,2026-08-21,Jay Bhal Agri Residue LLP,1014.0,2837
GRN00728,2026-08-11,Dwarka Gohil Pellet Works,1791.0,2787
GRN00729,2026-09-02,Somnath Sabar Biofuels,3755.0,2823
GRN00730,2026-09-18,Somnath Sabar Biofuels,1792.0,2751
GRN00731,2026-09-19,Somnath Sabar Biofuels,4071.0,2813
GRN00732,2026-08-17,Dwarka Gohil Pellet Works,3081.0,2821
GRN00733,2026-08-19,Jay Chudasama Agri Residue LLP,2871.0,2811
GRN00734,2026-08-23,New Gohil Biomass LLP,3517.0,2877
GRN00735,2026-08-17,Somnath Girnar Biofuels,2325.0,3013
GRN00736,2026-08-25,Dwarka Desai Krishi Udyog,3340.0,3092
GRN00737,2026-09-17,Maa Kathiawad Biomass LLP,2961.0,2751
GRN00738,2026-08-25,Shree Saurashtra Biomass LLP,2138.0,2885
GRN00739,2026-08-15,Maa Girnar Krishi Udyog,1349.0,2739
GRN00740,2024-05-20,Om Sabar Bioenergy,2339.0,2516
GRN00741,2025-11-20,Om Sabar Bioenergy,1906.0,2449
