guid,voucher_type,vch_no,vch_date,ledger_name,amount,dr_cr,narration,entered_at
BV00230,Purchase,230,20-Jan-2024,Sardar Sabar Agri Residue LLP,864171.0,Dr,husk purchase,20-Jan-2024
BV00231,Purchase,231,09-Jan-2024,Sardar Bhadar Agro Traders,765507.8,Dr,husk purchase,09-Jan-2024
BV00232,Purchase,232,06-Jan-2024,New Gohil Biomass LLP,644490.0,Dr,stalk purchase,06-Jan-2024
BV00233,Purchase,233,06-Jan-2024,Jay Sabar Biofuels,725283.2,Dr,stalk purchase,06-Jan-2024
BV00234,Purchase,234,11-Jan-2024,Dwarka Desai Agri Residue LLP,566982.8,Dr,stalk purchase,11-Jan-2024
BV00235,Purchase,235,23-Jan-2024,New Gohil Biomass LLP,517645.5,Dr,stalk purchase,23-Jan-2024
BV00236,Purchase,236,10-Jan-2024,Om Bhal Trading Company,657832.0,Dr,stalk purchase,10-Jan-2024
BV00237,Purchase,237,19-Jan-2024,Dwarka Gohil Pellet Works,660469.5,Dr,stalk purchase,19-Jan-2024
BV00238,Purchase,238,20-Jan-2024,Somnath Girnar Biofuels,600071.4,Dr,stalk purchase,20-Jan-2024
BV00239,Purchase,239,15-Jan-2024,Somnath Girnar Biofuels,595338.8,Dr,stalk purchase,15-Jan-2024
BV00240,Purchase,240,26-Feb-2024,Dwarka Gohil Pellet Works,536731.0,Dr,husk purchase,26-Feb-2024
BV00241,Purchase,241,18-Feb-2024,Jay Sabar Agri Residue LLP,584487.5,Dr,husk purchase,18-Feb-2024
BV00242,Purchase,242,06-Feb-2024,Maa Kathiawad Biomass LLP,603991.8,Dr,husk purchase,06-Feb-2024
BV00243,Purchase,243,15-Feb-2024,Maa Solanki Krishi Udyog,517522.5,Dr,husk purchase,15-Feb-2024
BV00244,Purchase,244,13-Feb-2024,Jay Bhal Agri Residue LLP,638306.0,Dr,husk purchase,13-Feb-2024
BV00245,Purchase,245,20-Feb-2024,Jay Sabar Agri Residue LLP,502005.6,Dr,husk purchase,20-Feb-2024
BV00246,Purchase,246,11-Feb-2024,Maa Kathiawad Biomass LLP,606567.0,Dr,husk purchase,11-Feb-2024
BV00247,Purchase,247,02-Feb-2024,Sardar Bhadar Agro Traders,567179.8,Dr,husk purchase,02-Feb-2024
BV00248,Purchase,248,21-Feb-2024,Sardar Bhadar Agro Traders,494160.0,Dr,husk purchase,21-Feb-2024
BV00249,Purchase,249,03-Feb-2024,Jay Chudasama Agri Residue LLP,650385.0,Dr,husk purchase,03-Feb-2024
BV00250,Purchase,250,08-Feb-2024,Dwarka Gohil Pellet Works,543488.4,Dr,husk purchase,08-Feb-2024
BV00251,Purchase,251,15-Feb-2024,Sardar Sabar Agri Residue LLP,571795.0,Dr,husk purchase,15-Feb-2024
BV00252,Purchase,252,08-Feb-2024,New Patel Agri Residue LLP,573907.2,Dr,husk purchase,08-Feb-2024
BV00253,Purchase,253,12-Feb-2024,Shree Girnar Krishi Udyog,679354.5,Dr,husk purchase,12-Feb-2024
BV00254,Purchase,254,10-Feb-2024,Maa Kathiawad Biomass LLP,571354.0,Dr,husk purchase,10-Feb-2024
BV00255,Purchase,255,04-Feb-2024,Jay Sabar Biofuels,647463.9,Dr,husk purchase,04-Feb-2024
BV00256,Purchase,256,25-Feb-2024,Jay Sabar Agri Residue LLP,570498.4,Dr,husk purchase,25-Feb-2024
BV00257,Purchase,257,06-Feb-2024,Jay Chudasama Agri Residue LLP,555645.0,Dr,husk purchase,06-Feb-2024
BV00258,Purchase,258,12-Feb-2024,New Gohil Biomass LLP,623839.3,Dr,husk purchase,12-Feb-2024
BV00259,Purchase,259,18-Feb-2024,Shree Girnar Krishi Udyog,593526.6,Dr,husk purchase,18-Feb-2024
BV00260,Purchase,260,04-Feb-2024,New Gohil Biomass LLP,481541.0,Dr,husk purchase,04-Feb-2024
BV00261,Purchase,261,26-Feb-2024,Jay Sabar Biofuels,537908.8,Dr,stalk purchase,26-Feb-2024
BV00262,Purchase,262,10-Feb-2024,Dwarka Gohil Pellet Works,727270.7,Dr,stalk purchase,10-Feb-2024
BV00263,Purchase,263,05-Feb-2024,Shree Saurashtra Biomass LLP,558272.0,Dr,stalk purchase,05-Feb-2024
BV00264,Purchase,264,05-Feb-2024,Om Sabar Bioenergy,680864.4,Dr,stalk purchase,05-Feb-2024
BV00265,Purchase,265,25-Feb-2024,Dwarka Ambaji Trading Company,559794.7,Dr,stalk purchase,25-Feb-2024
BV00266,Purchase,266,23-Feb-2024,Dwarka Ambaji Trading Company,682604.3,Dr,stalk purchase,23-Feb-2024
BV00267,Purchase,267,03-Feb-2024,Dwarka Gohil Pellet Works,719646.1,Dr,stalk purchase,03-Feb-2024
BV00268,Purchase,268,06-Feb-2024,Dwarka Desai Krishi Udyog,668251.0,Dr,stalk purchase,06-Feb-2024
BV00269,Purchase,269,09-Mar-2024,Maa Kathiawad Biomass LLP,800282.7,Dr,husk purchase,09-Mar-2024
BV00270,Purchase,270,06-Mar-2024,Maa Girnar Krishi Udyog,933704.4,Dr,husk purchase,06-Mar-2024
BV00271,Purchase,271,20-Mar-2024,Maa Girnar Krishi Udyog,770544.9,Dr,husk purchase,20-Mar-2024
BV00272,Purchase,272,19-Mar-2024,Sardar Sabar Agri Residue LLP,800069.2,Dr,husk purchase,19-Mar-2024
BV00273,Purchase,273,02-Mar-2024,Jay Bhal Agri Residue LLP,902492.7,Dr,husk purchase,02-Mar-2024
BV00274,Purchase,274,17-Mar-2024,Sardar Sabar Agri Residue LLP,792121.7,Dr,husk purchase,17-Mar-2024
BV00275,Purchase,275,26-Mar-2024,Dwarka Girnar Trading Company,807333.3,Dr,husk purchase,26-Mar-2024
BV00276,Purchase,276,05-Mar-2024,Jay Chudasama Agri Residue LLP,827670.0,Dr,husk purchase,05-Mar-2024
BV00277,Purchase,277,05-Mar-2024,Jay Chudasama Agri Residue LLP,968416.0,Dr,husk purchase,05-Mar-2024
BV00278,Purchase,278,03-Mar-2024,Jay Chudasama Agri Residue LLP,738342.4,Dr,husk purchase,03-Mar-2024
BV00279,Purchase,279,11-Mar-2024,Dwarka Gohil Pellet Works,752747.7,Dr,husk purchase,11-Mar-2024
BV00280,Purchase,280,15-Mar-2024,Dwarka Gohil Pellet Works,944939.7,Dr,husk purchase,15-Mar-2024
BV00281,Purchase,281,12-Mar-2024,Om Chudasama Bioenergy,950094.3,Dr,husk purchase,12-Mar-2024
BV00282,Purchase,282,23-Mar-2024,Maa Solanki Krishi Udyog,897024.0,Dr,husk purchase,23-Mar-2024
BV00283,Purchase,283,26-Mar-2024,Somnath Bhadar Biomass LLP,822501.6,Dr,husk purchase,26-Mar-2024
BV00284,Purchase,284,03-Mar-2024,Shree Ambaji Trading Company,777700.0,Dr,stalk purchase,03-Mar-2024
BV00285,Purchase,285,23-Mar-2024,Jay Sabar Biofuels,828072.0,Dr,stalk purchase,23-Mar-2024
BV00286,Purchase,286,25-Mar-2024,Dwarka Ambaji Trading Company,779438.0,Dr,stalk purchase,25-Mar-2024
BV00287,Purchase,287,19-Mar-2024,Dwarka Desai Agri Residue LLP,702075.0,Dr,stalk purchase,19-Mar-2024
BV00288,Purchase,288,05-Mar-2024,Dwarka Desai Krishi Udyog,710073.8,Dr,stalk purchase,05-Mar-2024
BV00289,Purchase,289,19-Mar-2024,Dwarka Desai Krishi Udyog,884556.4,Dr,stalk purchase,19-Mar-2024
BV00290,Purchase,290,05-Mar-2024,Dwarka Desai Krishi Udyog,714139.2,Dr,stalk purchase,05-Mar-2024
BV00291,Purchase,291,13-Apr-2024,Maa Kathiawad Biomass LLP,652220.8,Dr,husk purchase,13-Apr-2024
BV00292,Purchase,292,07-Apr-2024,Jay Chudasama Agri Residue LLP,650522.7,Dr,husk purchase,07-Apr-2024
BV00293,Purchase,293,24-Apr-2024,Jay Sabar Biofuels,623994.0,Dr,husk purchase,24-Apr-2024
BV00294,Purchase,294,22-Apr-2024,Somnath Sabar Biofuels,676096.8,Dr,husk purchase,22-Apr-2024
BV00295,Purchase,295,05-Apr-2024,Jay Chudasama Agri Residue LLP,567869.4,Dr,husk purchase,05-Apr-2024
BV00296,Purchase,296,08-Apr-2024,Shree Girnar Krishi Udyog,684889.5,Dr,husk purchase,08-Apr-2024
BV00297,Purchase,297,05-Apr-2024,New Gohil Biomass LLP,674634.4,Dr,husk purchase,05-Apr-2024
BV00298,Purchase,298,16-Apr-2024,Maa Girnar Krishi Udyog,538682.3,Dr,husk purchase,16-Apr-2024
BV00299,Purchase,299,14-Apr-2024,Jay Sabar Biofuels,634012.8,Dr,husk purchase,14-Apr-2024
BV00300,Purchase,300,15-Apr-2024,Jay Bhal Agri Residue LLP,578902.5,Dr,husk purchase,15-Apr-2024
BV00301,Purchase,301,20-Apr-2024,Sardar Bhadar Agro Traders,645295.0,Dr,husk purchase,20-Apr-2024
BV00302,Purchase,302,13-Apr-2024,Jay Chudasama Agri Residue LLP,543746.6,Dr,husk purchase,13-Apr-2024
BV00303,Purchase,303,13-Apr-2024,New Gohil Biomass LLP,602422.8,Dr,husk purchase,13-Apr-2024
BV00304,Purchase,304,20-Apr-2024,New Patel Agri Residue LLP,583435.2,Dr,husk purchase,20-Apr-2024
BV00305,Purchase,305,02-Apr-2024,Dwarka Desai Agri Residue LLP,642082.8,Dr,husk purchase,02-Apr-2024
BV00306,Purchase,306,02-Apr-2024,Om Chudasama Bioenergy,702900.0,Dr,husk purchase,02-Apr-2024
BV00307,Purchase,307,20-Apr-2024,Dwarka Gohil Pellet Works,559495.6,Dr,husk purchase,20-Apr-2024
BV00308,Purchase,308,21-Apr-2024,Maa Solanki Krishi Udyog,523199.4,Dr,husk purchase,21-Apr-2024
BV00309,Purchase,309,13-Apr-2024,Somnath Bhadar Biomass LLP,551574.6,Dr,husk purchase,13-Apr-2024
BV00310,Purchase,310,13-Apr-2024,Shree Saurashtra Biomass LLP,724710.0,Dr,husk purchase,13-Apr-2024
BV00311,Purchase,311,05-Apr-2024,Jay Sabar Biofuels,1083050.5,Dr,stalk purchase,05-Apr-2024
BV00312,Purchase,312,22-Apr-2024,Dwarka Gohil Pellet Works,901074.9,Dr,stalk purchase,22-Apr-2024
BV00313,Purchase,313,08-Apr-2024,Somnath Girnar Biofuels,1051858.5,Dr,stalk purchase,08-Apr-2024
BV00314,Purchase,314,02-Apr-2024,Jay Sabar Biofuels,1049503.9,Dr,stalk purchase,02-Apr-2024
BV00315,Purchase,315,17-Apr-2024,Om Bhal Trading Company,1129585.0,Dr,stalk purchase,17-Apr-2024
BV00316,Purchase,316,16-May-2024,Jay Chudasama Agri Residue LLP,539909.7,Dr,husk purchase,16-May-2024
BV00317,Purchase,317,07-May-2024,New Gohil Biomass LLP,615260.8,Dr,husk purchase,07-May-2024
BV00318,Purchase,318,26-May-2024,New Patel Agri Residue LLP,515826.5,Dr,husk purchase,26-May-2024
BV00319,Purchase,319,16-May-2024,Jay Bhal Agri Residue LLP,599925.1,Dr,husk purchase,16-May-2024
BV00320,Purchase,320,27-May-2024,Jay Sabar Biofuels,677845.0,Dr,husk purchase,27-May-2024
BV00321,Purchase,321,25-May-2024,Jay Chudasama Agri Residue LLP,652608.9,Dr,husk purchase,25-May-2024
BV00322,Purchase,322,15-May-2024,Jay Chudasama Agri Residue LLP,556489.4,Dr,husk purchase,15-May-2024
BV00323,Purchase,323,26-May-2024,New Patel Agri Residue LLP,519578.1,Dr,husk purchase,26-May-2024
BV00324,Purchase,324,14-May-2024,Jay Sabar Agri Residue LLP,544800.6,Dr,husk purchase,14-May-2024
BV00325,Purchase,325,25-May-2024,Sardar Sabar Agri Residue LLP,624241.2,Dr,husk purchase,25-May-2024
BV00326,Purchase,326,22-May-2024,Dwarka Gohil Pellet Works,623891.5,Dr,husk purchase,22-May-2024
BV00327,Purchase,327,16-May-2024,Dwarka Desai Agri Residue LLP,640965.5,Dr,husk purchase,16-May-2024
BV00328,Purchase,328,03-May-2024,Jay Sabar Agri Residue LLP,509723.2,Dr,husk purchase,03-May-2024
BV00329,Purchase,329,26-May-2024,Maa Solanki Krishi Udyog,555912.0,Dr,husk purchase,26-May-2024
BV00330,Purchase,330,16-May-2024,Shree Saurashtra Biomass LLP,675698.0,Dr,husk purchase,16-May-2024
BV00331,Purchase,331,02-May-2024,Maa Girnar Krishi Udyog,574295.8,Dr,husk purchase,02-May-2024
BV00332,Purchase,332,24-May-2024,Somnath Sabar Biofuels,654795.2,Dr,husk purchase,24-May-2024
BV00333,Purchase,333,23-May-2024,New Patel Agri Residue LLP,583843.0,Dr,husk purchase,23-May-2024
BV00334,Purchase,334,27-May-2024,Sardar Sabar Agri Residue LLP,529635.0,Dr,husk purchase,27-May-2024
BV00335,Purchase,335,22-May-2024,Shree Saurashtra Biomass LLP,647955.8,Dr,husk purchase,22-May-2024
BV00336,Purchase,336,23-May-2024,Dwarka Girnar Trading Company,638960.0,Dr,husk purchase,23-May-2024
BV00337,Purchase,337,05-May-2024,Om Sabar Bioenergy,667965.5,Dr,stalk purchase,05-May-2024
BV00338,Purchase,338,25-May-2024,Dwarka Desai Krishi Udyog,602691.6,Dr,stalk purchase,25-May-2024
BV00339,Purchase,339,09-May-2024,Shree Ambaji Trading Company,717356.4,Dr,stalk purchase,09-May-2024
BV00340,Purchase,340,11-May-2024,New Gohil Biomass LLP,737391.0,Dr,stalk purchase,11-May-2024
BV00341,Purchase,341,17-May-2024,Dwarka Desai Agri Residue LLP,545855.6,Dr,stalk purchase,17-May-2024
BV00342,Purchase,342,14-May-2024,Om Bhal Trading Company,633673.8,Dr,stalk purchase,14-May-2024
BV00343,Purchase,343,16-May-2024,Shree Saurashtra Biomass LLP,667965.6,Dr,stalk purchase,16-May-2024
BV00344,Purchase,344,13-May-2024,Somnath Girnar Biofuels,655237.8,Dr,stalk purchase,13-May-2024
BV00345,Purchase,345,14-Jun-2024,Maa Kathiawad Biomass LLP,538040.1,Dr,husk purchase,14-Jun-2024
BV00346,Purchase,346,10-Jun-2024,Dwarka Girnar Trading Company,451774.2,Dr,husk purchase,10-Jun-2024
BV00347,Purchase,347,12-Jun-2024,Shree Girnar Krishi Udyog,537931.8,Dr,husk purchase,12-Jun-2024
BV00348,Purchase,348,13-Jun-2024,Somnath Bhadar Biomass LLP,581090.9,Dr,husk purchase,13-Jun-2024
BV00349,Purchase,349,10-Jun-2024,Dwarka Girnar Trading Company,527360.0,Dr,husk purchase,10-Jun-2024
BV00350,Purchase,350,26-Jun-2024,Jay Chudasama Agri Residue LLP,580171.2,Dr,husk purchase,26-Jun-2024
BV00351,Purchase,351,16-Jun-2024,New Gohil Biomass LLP,475948.0,Dr,husk purchase,16-Jun-2024
BV00352,Purchase,352,14-Jun-2024,Jay Bhal Agri Residue LLP,530005.2,Dr,husk purchase,14-Jun-2024
BV00353,Purchase,353,06-Jun-2024,Dwarka Desai Agri Residue LLP,434520.0,Dr,husk purchase,06-Jun-2024
BV00354,Purchase,354,19-Jun-2024,Maa Kathiawad Biomass LLP,444774.0,Dr,husk purchase,19-Jun-2024
BV00355,Purchase,355,12-Jun-2024,Maa Kathiawad Biomass LLP,608015.9,Dr,husk purchase,12-Jun-2024
BV00356,Purchase,356,12-Jun-2024,Maa Girnar Krishi Udyog,552552.0,Dr,husk purchase,12-Jun-2024
BV00357,Purchase,357,04-Jun-2024,Jay Sabar Agri Residue LLP,483669.0,Dr,husk purchase,04-Jun-2024
BV00358,Purchase,358,18-Jun-2024,Dwarka Desai Agri Residue LLP,530785.0,Dr,husk purchase,18-Jun-2024
BV00359,Purchase,359,19-Jun-2024,Maa Kathiawad Biomass LLP,513337.5,Dr,husk purchase,19-Jun-2024
BV00360,Purchase,360,09-Jun-2024,Maa Solanki Krishi Udyog,527022.0,Dr,husk purchase,09-Jun-2024
BV00361,Purchase,361,04-Jun-2024,Shree Saurashtra Biomass LLP,441924.3,Dr,husk purchase,04-Jun-2024
BV00362,Purchase,362,05-Jun-2024,Maa Girnar Krishi Udyog,479307.6,Dr,husk purchase,05-Jun-2024
BV00363,Purchase,363,23-Jun-2024,Jay Sabar Agri Residue LLP,573427.5,Dr,husk purchase,23-Jun-2024
BV00364,Purchase,364,11-Jun-2024,Jay Sabar Biofuels,432904.5,Dr,husk purchase,11-Jun-2024
BV00365,Purchase,365,08-Jun-2024,Jay Chudasama Agri Residue LLP,543743.2,Dr,husk purchase,08-Jun-2024
BV00366,Purchase,366,08-Jun-2024,Jay Bhal Agri Residue LLP,448592.7,Dr,husk purchase,08-Jun-2024
BV00367,Purchase,367,10-Jun-2024,Maa Kathiawad Biomass LLP,619803.4,Dr,husk purchase,10-Jun-2024
BV00368,Purchase,368,27-Jun-2024,Maa Solanki Krishi Udyog,522214.3,Dr,husk purchase,27-Jun-2024
BV00369,Purchase,369,26-Jun-2024,Dwarka Desai Krishi Udyog,682508.9,Dr,stalk purchase,26-Jun-2024
BV00370,Purchase,370,26-Jun-2024,New Gohil Biomass LLP,670948.0,Dr,stalk purchase,26-Jun-2024
BV00371,Purchase,371,14-Jun-2024,Dwarka Desai Agri Residue LLP,868001.0,Dr,stalk purchase,14-Jun-2024
BV00372,Purchase,372,15-Jun-2024,Dwarka Gohil Pellet Works,718560.0,Dr,stalk purchase,15-Jun-2024
BV00373,Purchase,373,16-Jun-2024,Somnath Girnar Biofuels,717825.0,Dr,stalk purchase,16-Jun-2024
BV00374,Purchase,374,18-Jun-2024,Shree Saurashtra Biomass LLP,859415.4,Dr,stalk purchase,18-Jun-2024
BV00375,Purchase,375,23-Jun-2024,Om Sabar Bioenergy,784193.0,Dr,stalk purchase,23-Jun-2024
BV00376,Purchase,376,22-Jul-2024,Dwarka Gohil Pellet Works,538947.2,Dr,husk purchase,22-Jul-2024
BV00377,Purchase,377,10-Jul-2024,Maa Kathiawad Biomass LLP,639053.8,Dr,husk purchase,10-Jul-2024
BV00378,Purchase,378,23-Jul-2024,Jay Sabar Biofuels,679534.2,Dr,husk purchase,23-Jul-2024
BV00379,Purchase,379,26-Jul-2024,Jay Sabar Biofuels,665623.1,Dr,husk purchase,26-Jul-2024
BV00380,Purchase,380,17-Jul-2024,Jay Chudasama Agri Residue LLP,603111.8,Dr,husk purchase,17-Jul-2024
BV00381,Purchase,381,15-Jul-2024,Sardar Bhadar Agro Traders,649056.2,Dr,husk purchase,15-Jul-2024
BV00382,Purchase,382,08-Jul-2024,New Patel Agri Residue LLP,653750.0,Dr,husk purchase,08-Jul-2024
BV00383,Purchase,383,09-Jul-2024,Jay Bhal Agri Residue LLP,551350.2,Dr,husk purchase,09-Jul-2024
BV00384,Purchase,384,04-Jul-2024,New Gohil Biomass LLP,603480.2,Dr,husk purchase,04-Jul-2024
BV00385,Purchase,385,21-Jul-2024,Maa Girnar Krishi Udyog,644104.5,Dr,husk purchase,21-Jul-2024
BV00386,Purchase,386,17-Jul-2024,Shree Girnar Krishi Udyog,503301.6,Dr,husk purchase,17-Jul-2024
BV00387,Purchase,387,25-Jul-2024,Dwarka Girnar Trading Company,651919.5,Dr,husk purchase,25-Jul-2024
BV00388,Purchase,388,20-Jul-2024,Sardar Bhadar Agro Traders,577317.6,Dr,husk purchase,20-Jul-2024
BV00389,Purchase,389,14-Jul-2024,Dwarka Girnar Trading Company,530604.3,Dr,husk purchase,14-Jul-2024
BV00390,Purchase,390,07-Jul-2024,Sardar Sabar Agri Residue LLP,559181.0,Dr,husk purchase,07-Jul-2024
BV00391,Purchase,391,03-Jul-2024,Jay Sabar Biofuels,585826.8,Dr,husk purchase,03-Jul-2024
BV00392,Purchase,392,18-Jul-2024,Dwarka Desai Agri Residue LLP,650147.6,Dr,husk purchase,18-Jul-2024
BV00393,Purchase,393,04-Jul-2024,Om Chudasama Bioenergy,509996.2,Dr,husk purchase,04-Jul-2024
BV00394,Purchase,394,20-Jul-2024,Jay Bhal Agri Residue LLP,660587.6,Dr,husk purchase,20-Jul-2024
BV00395,Purchase,395,05-Jul-2024,Om Sabar Bioenergy,807106.4,Dr,stalk purchase,05-Jul-2024
BV00396,Purchase,396,08-Jul-2024,Dwarka Desai Krishi Udyog,655773.6,Dr,stalk purchase,08-Jul-2024
BV00397,Purchase,397,21-Jul-2024,Jay Sabar Biofuels,769572.5,Dr,stalk purchase,21-Jul-2024
BV00398,Purchase,398,26-Jul-2024,Dwarka Ambaji Trading Company,734904.0,Dr,stalk purchase,26-Jul-2024
BV00399,Purchase,399,23-Jul-2024,New Gohil Biomass LLP,584457.5,Dr,stalk purchase,23-Jul-2024
BV00400,Purchase,400,26-Jul-2024,Shree Saurashtra Biomass LLP,698279.4,Dr,stalk purchase,26-Jul-2024
BV00401,Purchase,401,20-Jul-2024,Dwarka Desai Krishi Udyog,603199.8,Dr,stalk purchase,20-Jul-2024
BV00402,Purchase,402,24-Jul-2024,Dwarka Girnar Pellet Works,2210015.1,Dr,pellets purchase,24-Jul-2024
BV00403,Purchase,403,07-Jul-2024,Shree Girnar Pellet Works,2228256.0,Dr,pellets purchase,07-Jul-2024
BV00404,Purchase,404,05-Aug-2024,Dwarka Desai Agri Residue LLP,930864.0,Dr,husk purchase,05-Aug-2024
BV00405,Purchase,405,02-Aug-2024,Dwarka Gohil Pellet Works,829549.2,Dr,husk purchase,02-Aug-2024
BV00406,Purchase,406,27-Aug-2024,Maa Girnar Krishi Udyog,869793.4,Dr,husk purchase,27-Aug-2024
BV00407,Purchase,407,04-Aug-2024,Maa Solanki Krishi Udyog,725119.1,Dr,husk purchase,04-Aug-2024
BV00408,Purchase,408,26-Aug-2024,Maa Solanki Krishi Udyog,827589.6,Dr,husk purchase,26-Aug-2024
BV00409,Purchase,409,11-Aug-2024,Shree Saurashtra Biomass LLP,956295.5,Dr,husk purchase,11-Aug-2024
BV00410,Purchase,410,26-Aug-2024,Sardar Bhadar Agro Traders,986041.8,Dr,husk purchase,26-Aug-2024
BV00411,Purchase,411,06-Aug-2024,Sardar Bhadar Agro Traders,974500.8,Dr,husk purchase,06-Aug-2024
BV00412,Purchase,412,03-Aug-2024,Somnath Bhadar Biomass LLP,722974.9,Dr,husk purchase,03-Aug-2024
BV00413,Purchase,413,20-Aug-2024,New Gohil Biomass LLP,776269.3,Dr,husk purchase,20-Aug-2024
BV00414,Purchase,414,21-Aug-2024,New Gohil Biomass LLP,923472.0,Dr,husk purchase,21-Aug-2024
BV00415,Purchase,415,21-Aug-2024,Dwarka Gohil Pellet Works,876475.6,Dr,husk purchase,21-Aug-2024
BV00416,Purchase,416,08-Aug-2024,Jay Sabar Agri Residue LLP,827200.0,Dr,husk purchase,08-Aug-2024
BV00417,Purchase,417,11-Aug-2024,Dwarka Desai Krishi Udyog,896438.5,Dr,stalk purchase,11-Aug-2024
BV00418,Purchase,418,10-Aug-2024,Dwarka Gohil Pellet Works,939234.6,Dr,stalk purchase,10-Aug-2024
BV00419,Purchase,419,05-Aug-2024,Dwarka Ambaji Trading Company,857753.6,Dr,stalk purchase,05-Aug-2024
BV00420,Purchase,420,18-Aug-2024,Dwarka Ambaji Trading Company,1177854.9,Dr,stalk purchase,18-Aug-2024
BV00421,Purchase,421,14-Aug-2024,Shree Saurashtra Biomass LLP,908982.0,Dr,stalk purchase,14-Aug-2024
BV00422,Purchase,422,09-Aug-2024,Om Jadeja Agro Traders,2407652.8,Dr,pellets purchase,09-Aug-2024
BV00423,Purchase,423,03-Aug-2024,Maa Kutch Biomass LLP,2389739.4,Dr,pellets purchase,03-Aug-2024
BV00424,Purchase,424,06-Sep-2024,Jay Sabar Biofuels,751635.4,Dr,husk purchase,06-Sep-2024
BV00425,Purchase,425,20-Sep-2024,Maa Solanki Krishi Udyog,759612.4,Dr,husk purchase,20-Sep-2024
BV00426,Purchase,426,20-Sep-2024,Sardar Bhadar Agro Traders,622055.0,Dr,husk purchase,20-Sep-2024
BV00427,Purchase,427,21-Sep-2024,Dwarka Gohil Pellet Works,718427.6,Dr,husk purchase,21-Sep-2024
BV00428,Purchase,428,23-Sep-2024,Jay Sabar Agri Residue LLP,715836.4,Dr,husk purchase,23-Sep-2024
BV00429,Purchase,429,27-Sep-2024,Dwarka Gohil Pellet Works,729819.6,Dr,husk purchase,27-Sep-2024
BV00430,Purchase,430,09-Sep-2024,Somnath Sabar Biofuels,647554.2,Dr,husk purchase,09-Sep-2024
BV00431,Purchase,431,19-Sep-2024,Dwarka Gohil Pellet Works,690710.4,Dr,husk purchase,19-Sep-2024
BV00432,Purchase,432,15-Sep-2024,Sardar Bhadar Agro Traders,804355.2,Dr,husk purchase,15-Sep-2024
BV00433,Purchase,433,15-Sep-2024,Shree Saurashtra Biomass LLP,729624.0,Dr,husk purchase,15-Sep-2024
BV00434,Purchase,434,23-Sep-2024,Shree Saurashtra Biomass LLP,796194.0,Dr,husk purchase,23-Sep-2024
BV00435,Purchase,435,21-Sep-2024,Somnath Sabar Biofuels,725005.8,Dr,husk purchase,21-Sep-2024
BV00436,Purchase,436,20-Sep-2024,New Patel Agri Residue LLP,748429.2,Dr,husk purchase,20-Sep-2024
BV00437,Purchase,437,07-Sep-2024,Jay Chudasama Agri Residue LLP,728610.0,Dr,husk purchase,07-Sep-2024
BV00438,Purchase,438,02-Sep-2024,Shree Saurashtra Biomass LLP,651934.4,Dr,husk purchase,02-Sep-2024
BV00439,Purchase,439,16-Sep-2024,Dwarka Gohil Pellet Works,660538.3,Dr,stalk purchase,16-Sep-2024
BV00440,Purchase,440,26-Sep-2024,Dwarka Ambaji Trading Company,777982.8,Dr,stalk purchase,26-Sep-2024
BV00441,Purchase,441,12-Sep-2024,Shree Ambaji Trading Company,796024.4,Dr,stalk purchase,12-Sep-2024
BV00442,Purchase,442,11-Sep-2024,Shree Ambaji Trading Company,851522.4,Dr,stalk purchase,11-Sep-2024
BV00443,Purchase,443,17-Sep-2024,Somnath Girnar Biofuels,779077.9,Dr,stalk purchase,17-Sep-2024
BV00444,Purchase,444,18-Sep-2024,Somnath Girnar Biofuels,747743.4,Dr,stalk purchase,18-Sep-2024
BV00445,Purchase,445,18-Sep-2024,Om Sabar Agro Exports,4189034.2,Dr,pellets purchase,18-Sep-2024
BV00446,Purchase,446,06-Oct-2024,New Gohil Biomass LLP,690606.0,Dr,husk purchase,06-Oct-2024
BV00447,Purchase,447,15-Oct-2024,Jay Bhal Agri Residue LLP,725251.0,Dr,husk purchase,15-Oct-2024
BV00448,Purchase,448,14-Oct-2024,Maa Girnar Krishi Udyog,707935.8,Dr,husk purchase,14-Oct-2024
BV00449,Purchase,449,08-Oct-2024,Somnath Bhadar Biomass LLP,742531.5,Dr,husk purchase,08-Oct-2024
BV00450,Purchase,450,04-Oct-2024,Somnath Bhadar Biomass LLP,647047.5,Dr,husk purchase,04-Oct-2024
BV00451,Purchase,451,20-Oct-2024,Om Chudasama Bioenergy,630120.0,Dr,husk purchase,20-Oct-2024
BV00452,Purchase,452,11-Oct-2024,Dwarka Desai Agri Residue LLP,632908.4,Dr,husk purchase,11-Oct-2024
BV00453,Purchase,453,26-Oct-2024,Om Chudasama Bioenergy,732723.0,Dr,husk purchase,26-Oct-2024
BV00454,Purchase,454,10-Oct-2024,Jay Sabar Agri Residue LLP,739623.0,Dr,husk purchase,10-Oct-2024
BV00455,Purchase,455,12-Oct-2024,Maa Solanki Krishi Udyog,717674.4,Dr,husk purchase,12-Oct-2024
BV00456,Purchase,456,19-Oct-2024,Jay Sabar Biofuels,655910.4,Dr,husk purchase,19-Oct-2024
BV00457,Purchase,457,19-Oct-2024,Somnath Bhadar Biomass LLP,589750.0,Dr,husk purchase,19-Oct-2024
BV00458,Purchase,458,22-Oct-2024,New Gohil Biomass LLP,617899.2,Dr,husk purchase,22-Oct-2024
BV00459,Purchase,459,19-Oct-2024,Jay Chudasama Agri Residue LLP,543450.3,Dr,husk purchase,19-Oct-2024
