guid,voucher_guid,stock_item_name,qty_qtl,rate
BV00483-1,BV00483,Cotton Stalk,2263.0,2269
BV00484-1,BV00484,Cotton Stalk,2629.0,2309
BV00485-1,BV00485,Cotton Stalk,2766.0,2309
BV00486-1,BV00486,Cotton Stalk,2455.0,2272
BV00487-1,BV00487,Cotton Stalk,3136.0,2267
BV00488-1,BV00488,Groundnut Shell,2322.0,2471
BV00489-1,BV00489,Groundnut Shell,2319.0,2510
BV00490-1,BV00490,Groundnut Shell,2270.0,2494
BV00491-1,BV00491,Groundnut Shell,2497.0,2551
BV00492-1,BV00492,Groundnut Shell,2331.0,2521
BV00493-1,BV00493,Groundnut Shell,2323.0,2428
BV00494-1,BV00494,Groundnut Shell,2192.0,2526
BV00495-1,BV00495,Groundnut Shell,2783.0,2530
BV00496-1,BV00496,Cotton Stalk,3012.0,2272
BV00497-1,BV00497,Cotton Stalk,3727.0,2302
BV00498-1,BV00498,Cotton Stalk,3560.0,2241
BV00499-1,BV00499,Cotton Stalk,3429.0,2212
BV00500-1,BV00500,Cotton Stalk,2955.0,2277
BV00501-1,BV00501,Cotton Stalk,3277.0,2201
BV00502-1,BV00502,Cotton Stalk,3031.0,2226
BV00503-1,BV00503,Cotton Stalk,3295.0,2316
BV00504-1,BV00504,Cotton Stalk,3017.0,2279
BV00505-1,BV00505,Cotton Stalk,2965.0,2220
BV00506-1,BV00506,Cotton Stalk,3219.0,2253
BV00507-1,BV00507,Cotton Stalk,3473.0,2277
BV00508-1,BV00508,Cotton Stalk,3133.0,2322
BV00509-1,BV00509,Cotton Stalk,2869.0,2316
BV00510-1,BV00510,Cotton Stalk,3771.0,2267
BV00511-1,BV00511,Groundnut Shell,2874.0,2410
BV00512-1,BV00512,Groundnut Shell,2833.0,2418
BV00513-1,BV00513,Groundnut Shell,3174.0,2487
BV00514-1,BV00514,Groundnut Shell,2855.0,2442
BV00515-1,BV00515,Groundnut Shell,3469.0,2431
BV00516-1,BV00516,Groundnut Shell,3747.0,2372
BV00517-1,BV00517,Cotton Stalk,2096.0,2314
BV00518-1,BV00518,Cotton Stalk,1795.0,2327
BV00519-1,BV00519,Cotton Stalk,1931.0,2302
BV00520-1,BV00520,Cotton Stalk,2100.0,2285
BV00521-1,BV00521,Cotton Stalk,1919.0,2369
BV00522-1,BV00522,Cotton Stalk,1626.0,2248
BV00523-1,BV00523,Cotton Stalk,1934.0,2262
BV00524-1,BV00524,Cotton Stalk,1916.0,2273
BV00525-1,BV00525,Cotton Stalk,2052.0,2371
BV00526-1,BV00526,Cotton Stalk,2150.0,2255
BV00527-1,BV00527,Cotton Stalk,1869.0,2244
BV00528-1,BV00528,Cotton Stalk,1824.0,2317
BV00529-1,BV00529,Cotton Stalk,2024.0,2366
BV00530-1,BV00530,Cotton Stalk,1999.0,2291
BV00531-1,BV00531,Cotton Stalk,2101.0,2251
BV00532-1,BV00532,Cotton Stalk,2116.0,2338
BV00533-1,BV00533,Cotton Stalk,1920.0,2342
BV00534-1,BV00534,Cotton Stalk,1606.0,2275
BV00535-1,BV00535,Cotton Stalk,1718.0,2341
BV00536-1,BV00536,Cotton Stalk,1906.0,2319
BV00537-1,BV00537,Cotton Stalk,1913.0,2325
BV00538-1,BV00538,Cotton Stalk,1649.0,2300
BV00539-1,BV00539,Cotton Stalk,1671.0,2364
BV00540-1,BV00540,Cotton Stalk,1783.0,2307
BV00541-1,BV00541,Cotton Stalk,2227.0,2335
BV00542-1,BV00542,Cotton Stalk,1790.0,2308
BV00543-1,BV00543,Groundnut Shell,3402.0,2474
BV00544-1,BV00544,Groundnut Shell,3377.0,2428
BV00545-1,BV00545,Groundnut Shell,2745.0,2468
BV00546-1,BV00546,Groundnut Shell,3270.0,2455
BV00547-1,BV00547,Groundnut Shell,3171.0,2533
BV00548-1,BV00548,Groundnut Shell,3338.0,2450
BV00549-1,BV00549,Cotton Stalk,2467.0,2335
BV00550-1,BV00550,Cotton Stalk,2562.0,2366
BV00551-1,BV00551,Cotton Stalk,3170.0,2359
BV00552-1,BV00552,Cotton Stalk,3134.0,2407
BV00553-1,BV00553,Cotton Stalk,2726.0,2386
BV00554-1,BV00554,Cotton Stalk,2905.0,2391
BV00555-1,BV00555,Cotton Stalk,2579.0,2346
BV00556-1,BV00556,Cotton Stalk,2990.0,2343
BV00557-1,BV00557,Cotton Stalk,2781.0,2356
BV00558-1,BV00558,Cotton Stalk,3228.0,2367
BV00559-1,BV00559,Cotton Stalk,3077.0,2342
BV00560-1,BV00560,Cotton Stalk,2993.0,2412
BV00561-1,BV00561,Cotton Stalk,3333.0,2390
BV00562-1,BV00562,Cotton Stalk,2761.0,2375
BV00563-1,BV00563,Cotton Stalk,2937.0,2393
BV00564-1,BV00564,Cotton Stalk,2835.0,2360
BV00565-1,BV00565,Cotton Stalk,2667.0,2317
BV00566-1,BV00566,Groundnut Shell,2258.0,2586
BV00567-1,BV00567,Groundnut Shell,2487.0,2501
BV00568-1,BV00568,Groundnut Shell,2157.0,2562
BV00569-1,BV00569,Groundnut Shell,2691.0,2537
BV00570-1,BV00570,Groundnut Shell,2605.0,2543
BV00571-1,BV00571,Groundnut Shell,2359.0,2588
BV00572-1,BV00572,Groundnut Shell,2414.0,2537
BV00573-1,BV00573,Groundnut Shell,2141.0,2583
BV00574-1,BV00574,Cotton Stalk,2388.0,2384
BV00575-1,BV00575,Cotton Stalk,2265.0,2448
BV00576-1,BV00576,Cotton Stalk,2576.0,2399
BV00577-1,BV00577,Cotton Stalk,1973.0,2419
BV00578-1,BV00578,Cotton Stalk,2157.0,2359
BV00579-1,BV00579,Cotton Stalk,2318.0,2372
BV00580-1,BV00580,Cotton Stalk,2508.0,2477
BV00581-1,BV00581,Cotton Stalk,2456.0,2409
BV00582-1,BV00582,Cotton Stalk,2528.0,2464
BV00583-1,BV00583,Cotton Stalk,2244.0,2378
BV00584-1,BV00584,Cotton Stalk,2103.0,2394
BV00585-1,BV00585,Cotton Stalk,2261.0,2401
BV00586-1,BV00586,Cotton Stalk,2439.0,2375
BV00587-1,BV00587,Cotton Stalk,1981.0,2482
BV00588-1,BV00588,Cotton Stalk,2052.0,2444
BV00589-1,BV00589,Cotton Stalk,2209.0,2409
BV00590-1,BV00590,Cotton Stalk,2270.0,2437
BV00591-1,BV00591,Cotton Stalk,2483.0,2367
BV00592-1,BV00592,Cotton Stalk,2037.0,2485
BV00593-1,BV00593,Cotton Stalk,2237.0,2432
BV00594-1,BV00594,Cotton Stalk,2569.0,2494
BV00595-1,BV00595,Cotton Stalk,2085.0,2442
BV00596-1,BV00596,Groundnut Shell,2450.0,2569
BV00597-1,BV00597,Groundnut Shell,2558.0,2642
BV00598-1,BV00598,Groundnut Shell,3107.0,2587
BV00599-1,BV00599,Groundnut Shell,2945.0,2565
BV00600-1,BV00600,Groundnut Shell,2573.0,2579
BV00601-1,BV00601,Groundnut Shell,2501.0,2650
BV00602-1,BV00602,Groundnut Shell,3364.0,2601
BV00603-1,BV00603,Cotton Stalk,3538.0,2576
BV00604-1,BV00604,Cotton Stalk,3537.0,2596
BV00605-1,BV00605,Cotton Stalk,3225.0,2575
BV00606-1,BV00606,Cotton Stalk,3523.0,2646
BV00607-1,BV00607,Cotton Stalk,3717.0,2551
BV00608-1,BV00608,Cotton Stalk,3639.0,2629
BV00609-1,BV00609,Cotton Stalk,2987.0,2533
BV00610-1,BV00610,Cotton Stalk,3040.0,2572
BV00611-1,BV00611,Cotton Stalk,3326.0,2518
BV00612-1,BV00612,Cotton Stalk,3029.0,2579
BV00613-1,BV00613,Groundnut Shell,3116.0,2794
BV00614-1,BV00614,Groundnut Shell,3188.0,2743
BV00615-1,BV00615,Groundnut Shell,2950.0,2826
BV00616-1,BV00616,Groundnut Shell,3798.0,2836
BV00617-1,BV00617,Cotton Stalk,3216.0,2587
BV00618-1,BV00618,Cotton Stalk,3582.0,2715
BV00619-1,BV00619,Cotton Stalk,3798.0,2718
BV00620-1,BV00620,Cotton Stalk,4101.0,2626
BV00621-1,BV00621,Cotton Stalk,4099.0,2571
BV00622-1,BV00622,Cotton Stalk,3458.0,2720
BV00623-1,BV00623,Cotton Stalk,3538.0,2706
BV00624-1,BV00624,Cotton Stalk,3580.0,2646
BV00625-1,BV00625,Cotton Stalk,4331.0,2608
BV00626-1,BV00626,Groundnut Shell,3096.0,2840
BV00627-1,BV00627,Groundnut Shell,3835.0,2810
BV00628-1,BV00628,Groundnut Shell,3407.0,2901
BV00629-1,BV00629,Groundnut Shell,2769.0,2862
BV00630-1,BV00630,Cotton Stalk,3293.0,2692
BV00631-1,BV00631,Cotton Stalk,3718.0,2737
BV00632-1,BV00632,Cotton Stalk,3965.0,2661
BV00633-1,BV00633,Cotton Stalk,3623.0,2757
BV00634-1,BV00634,Cotton Stalk,2953.0,2768
BV00635-1,BV00635,Cotton Stalk,3957.0,2659
BV00636-1,BV00636,Cotton Stalk,3210.0,2768
BV00637-1,BV00637,Cotton Stalk,3736.0,2687
BV00638-1,BV00638,Cotton Stalk,3112.0,2699
BV00639-1,BV00639,Cotton Stalk,3232.0,2663
BV00640-1,BV00640,Groundnut Shell,2289.0,2928
BV00641-1,BV00641,Groundnut Shell,2328.0,2940
BV00642-1,BV00642,Groundnut Shell,2058.0,2985
BV00643-1,BV00643,Groundnut Shell,2228.0,2889
BV00644-1,BV00644,Groundnut Shell,2258.0,2951
BV00645-1,BV00645,Groundnut Shell,2372.0,2878
BV00646-1,BV00646,Cotton Stalk,1880.0,2677
BV00647-1,BV00647,Cotton Stalk,1852.0,2730
BV00648-1,BV00648,Cotton Stalk,1875.0,2740
BV00649-1,BV00649,Cotton Stalk,1996.0,2696
BV00650-1,BV00650,Cotton Stalk,1627.0,2826
BV00651-1,BV00651,Cotton Stalk,1704.0,2830
BV00652-1,BV00652,Cotton Stalk,1763.0,2750
BV00653-1,BV00653,Cotton Stalk,2013.0,2827
BV00654-1,BV00654,Cotton Stalk,1899.0,2744
BV00655-1,BV00655,Cotton Stalk,1673.0,2716
BV00656-1,BV00656,Cotton Stalk,1590.0,2769
BV00657-1,BV00657,Cotton Stalk,1805.0,2814
BV00658-1,BV00658,Cotton Stalk,1651.0,2822
BV00659-1,BV00659,Cotton Stalk,2132.0,2693
BV00660-1,BV00660,Cotton Stalk,1668.0,2683
BV00661-1,BV00661,Cotton Stalk,1871.0,2763
BV00662-1,BV00662,Cotton Stalk,1759.0,2814
BV00663-1,BV00663,Groundnut Shell,3080.0,3006
BV00664-1,BV00664,Groundnut Shell,2849.0,3028
BV00665-1,BV00665,Groundnut Shell,2665.0,2960
BV00666-1,BV00666,Groundnut Shell,3367.0,2982
BV00667-1,BV00667,Pellets,1485.0,7860
BV00668-1,BV00668,Pellets,1485.0,7771
BV00669-1,BV00669,Cotton Stalk,2596.0,2619
BV00670-1,BV00670,Cotton Stalk,2962.0,2653
BV00671-1,BV00671,Cotton Stalk,2893.0,2716
BV00672-1,BV00672,Cotton Stalk,2514.0,2683
BV00673-1,BV00673,Cotton Stalk,2596.0,2644
BV00674-1,BV00674,Cotton Stalk,2753.0,2756
BV00675-1,BV00675,Cotton Stalk,2699.0,2687
BV00676-1,BV00676,Cotton Stalk,2493.0,2691
BV00677-1,BV00677,Cotton Stalk,2555.0,2680
BV00678-1,BV00678,Cotton Stalk,3246.0,2621
BV00679-1,BV00679,Cotton Stalk,3194.0,2720
BV00680-1,BV00680,Groundnut Shell,3703.0,2863
BV00681-1,BV00681,Groundnut Shell,4117.0,2872
BV00682-1,BV00682,Groundnut Shell,4041.0,2867
BV00683-1,BV00683,Pellets,4169.0,7746
BV00684-1,BV00684,Cotton Stalk,2760.0,2623
BV00685-1,BV00685,Cotton Stalk,2386.0,2595
BV00686-1,BV00686,Cotton Stalk,2924.0,2629
BV00687-1,BV00687,Cotton Stalk,2716.0,2628
BV00688-1,BV00688,Cotton Stalk,3160.0,2642
BV00689-1,BV00689,Cotton Stalk,2666.0,2555
BV00690-1,BV00690,Cotton Stalk,2716.0,2605
BV00691-1,BV00691,Cotton Stalk,3241.0,2527
BV00692-1,BV00692,Cotton Stalk,2586.0,2642
BV00693-1,BV00693,Cotton Stalk,2965.0,2501
BV00694-1,BV00694,Cotton Stalk,2596.0,2550
BV00695-1,BV00695,Groundnut Shell,2414.0,2719
BV00696-1,BV00696,Groundnut Shell,2135.0,2714
BV00697-1,BV00697,Groundnut Shell,2366.0,2827
BV00698-1,BV00698,Groundnut Shell,2304.0,2807
BV00699-1,BV00699,Groundnut Shell,2726.0,2711
BV00700-1,BV00700,Pellets,3724.0,7623
BV00701-1,BV00701,Cotton Stalk,2661.0,2458
BV00702-1,BV00702,Cotton Stalk,2942.0,2461
BV00703-1,BV00703,Cotton Stalk,2955.0,2416
BV00704-1,BV00704,Cotton Stalk,3094.0,2438
BV00705-1,BV00705,Cotton Stalk,3267.0,2540
BV00706-1,BV00706,Cotton Stalk,2874.0,2469
BV00707-1,BV00707,Cotton Stalk,3316.0,2525
BV00708-1,BV00708,Cotton Stalk,2773.0,2483
BV00709-1,BV00709,Cotton Stalk,3320.0,2417
BV00710-1,BV00710,Cotton Stalk,2693.0,2522
BV00711-1,BV00711,Cotton Stalk,2818.0,2490
BV00712-1,BV00712,Cotton Stalk,2905.0,2474
BV00713-1,BV00713,Groundnut Shell,3770.0,2669
BV00714-1,BV00714,Groundnut Shell,3474.0,2710
BV00715-1,BV00715,Groundnut Shell,3215.0,2685
BV00716-1,BV00716,Groundnut Shell,3392.0,2621
BV00717-1,BV00717,Biomass Material,442.0,4523
BV00718-1,BV00718,Biomass Material,515.0,5880
BV00719-1,BV00719,Biomass Material,219.0,4414
BV00720-1,BV00720,Biomass Material,238.0,4507
BV00721-1,BV00721,Biomass Material,445.0,6380
BV00722-1,BV00722,Biomass Material,285.0,5311
BV00723-1,BV00723,Biomass Material,356.0,4798
BV00724-1,BV00724,Biomass Material,260.0,5061
BV00725-1,BV00725,Cotton Stalk,1999.0,2402
BV00726-1,BV00726,Cotton Stalk,2250.0,2426
BV00727-1,BV00727,Cotton Stalk,2107.0,2388
BV00728-1,BV00728,Cotton Stalk,2050.0,2445
BV00729-1,BV00729,Cotton Stalk,2079.0,2382
BV00730-1,BV00730,Cotton Stalk,1956.0,2438
BV00731-1,BV00731,Cotton Stalk,1679.0,2458
BV00732-1,BV00732,Cotton Stalk,2060.0,2333
BV00733-1,BV00733,Groundnut Shell,3421.0,2578
BV00734-1,BV00734,Groundnut Shell,2791.0,2658
BV00735-1,BV00735,Groundnut Shell,2839.0,2643
BV00736-1,BV00736,Groundnut Shell,3619.0,2582
BV00737-1,BV00737,Cotton Stalk,2208.0,2314
BV00738-1,BV00738,Cotton Stalk,2265.0,2321
BV00739-1,BV00739,Cotton Stalk,1973.0,2414
BV00740-1,BV00740,Cotton Stalk,1670.0,2284
BV00741-1,BV00741,Cotton Stalk,2039.0,2390
BV00742-1,BV00742,Cotton Stalk,2122.0,2368
BV00743-1,BV00743,Cotton Stalk,1977.0,2386
BV00744-1,BV00744,Cotton Stalk,1807.0,2400
BV00745-1,BV00745,Cotton Stalk,2015.0,2356
BV00746-1,BV00746,Cotton Stalk,2233.0,2289
BV00747-1,BV00747,Cotton Stalk,2199.0,2382
BV00748-1,BV00748,Cotton Stalk,2033.0,2413
BV00749-1,BV00749,Cotton Stalk,2022.0,2414
BV00750-1,BV00750,Cotton Stalk,1927.0,2327
BV00751-1,BV00751,Cotton Stalk,2040.0,2299
BV00752-1,BV00752,Cotton Stalk,1875.0,2306
BV00753-1,BV00753,Cotton Stalk,1565.0,2414
BV00754-1,BV00754,Cotton Stalk,1939.0,2393
BV00755-1,BV00755,Groundnut Shell,2651.0,2580
BV00756-1,BV00756,Groundnut Shell,2464.0,2534
BV00757-1,BV00757,Groundnut Shell,2932.0,2540
BV00758-1,BV00758,Groundnut Shell,2630.0,2565
BV00759-1,BV00759,Groundnut Shell,3287.0,2472
BV00760-1,BV00760,Cotton Stalk,3006.0,2442
BV00761-1,BV00761,Cotton Stalk,2960.0,2400
BV00762-1,BV00762,Cotton Stalk,2784.0,2431
BV00763-1,BV00763,Cotton Stalk,3169.0,2446
BV00764-1,BV00764,Cotton Stalk,2614.0,2358
BV00765-1,BV00765,Cotton Stalk,2588.0,2436
BV00766-1,BV00766,Cotton Stalk,2651.0,2429
BV00767-1,BV00767,Cotton Stalk,2807.0,2378
BV00768-1,BV00768,Cotton Stalk,2977.0,2416
BV00769-1,BV00769,Cotton Stalk,2959.0,2425
BV00770-1,BV00770,Cotton Stalk,2400.0,2388
BV00771-1,BV00771,Cotton Stalk,2844.0,2350
BV00772-1,BV00772,Groundnut Shell,3742.0,2626
BV00773-1,BV00773,Groundnut Shell,2853.0,2598
BV00774-1,BV00774,Groundnut Shell,3183.0,2569
BV00775-1,BV00775,Groundnut Shell,3350.0,2636
BV00776-1,BV00776,Biomass Material,439.0,6319
BV00777-1,BV00777,Biomass Material,292.0,5061
BV00778-1,BV00778,Biomass Material,250.0,5375
BV00779-1,BV00779,Biomass Material,221.0,4457
BV00780-1,BV00780,Biomass Material,358.0,5817
BV00781-1,BV00781,Biomass Material,274.0,5716
BV00782-1,BV00782,Cotton Stalk,3003.0,2498
BV00783-1,BV00783,Cotton Stalk,3631.0,2460
BV00784-1,BV00784,Cotton Stalk,3040.0,2463
BV00785-1,BV00785,Cotton Stalk,3372.0,2383
BV00786-1,BV00786,Cotton Stalk,2734.0,2477
BV00787-1,BV00787,Groundnut Shell,2819.0,2689
BV00788-1,BV00788,Groundnut Shell,2385.0,2577
BV00789-1,BV00789,Groundnut Shell,2350.0,2687
BV00790-1,BV00790,Groundnut Shell,3219.0,2624
BV00791-1,BV00791,Groundnut Shell,2717.0,2619
BV00792-1,BV00792,Cotton Stalk,2214.0,2569
BV00793-1,BV00793,Cotton Stalk,2332.0,2472
BV00794-1,BV00794,Cotton Stalk,1925.0,2513
BV00795-1,BV00795,Cotton Stalk,1864.0,2533
BV00796-1,BV00796,Cotton Stalk,2214.0,2535
BV00797-1,BV00797,Cotton Stalk,2102.0,2591
BV00798-1,BV00798,Cotton Stalk,1798.0,2491
BV00799-1,BV00799,Cotton Stalk,2087.0,2518
BV00800-1,BV00800,Cotton Stalk,1866.0,2517
BV00801-1,BV00801,Cotton Stalk,1941.0,2571
BV00802-1,BV00802,Cotton Stalk,2292.0,2482
BV00803-1,BV00803,Cotton Stalk,2401.0,2498
BV00804-1,BV00804,Cotton Stalk,1920.0,2469
BV00805-1,BV00805,Cotton Stalk,2147.0,2529
BV00806-1,BV00806,Cotton Stalk,2077.0,2528
BV00807-1,BV00807,Cotton Stalk,2305.0,2557
BV00808-1,BV00808,Groundnut Shell,2947.0,2770
BV00809-1,BV00809,Groundnut Shell,3273.0,2795
BV00810-1,BV00810,Groundnut Shell,3215.0,2731
BV00811-1,BV00811,Groundnut Shell,3587.0,2708
BV00812-1,BV00812,Cotton Stalk,2324.0,2765
BV00813-1,BV00813,Cotton Stalk,2170.0,2797
BV00814-1,BV00814,Cotton Stalk,2648.0,2713
BV00815-1,BV00815,Cotton Stalk,2108.0,2656
BV00816-1,BV00816,Cotton Stalk,2241.0,2691
BV00817-1,BV00817,Cotton Stalk,2345.0,2647
BV00818-1,BV00818,Cotton Stalk,2541.0,2744
BV00819-1,BV00819,Cotton Stalk,2095.0,2666
BV00820-1,BV00820,Cotton Stalk,2070.0,2774
BV00821-1,BV00821,Cotton Stalk,2407.0,2650
BV00822-1,BV00822,Cotton Stalk,2162.0,2686
BV00823-1,BV00823,Cotton Stalk,2543.0,2743
BV00824-1,BV00824,Cotton Stalk,2254.0,2754
BV00825-1,BV00825,Cotton Stalk,2589.0,2651
BV00826-1,BV00826,Cotton Stalk,2431.0,2764
BV00827-1,BV00827,Cotton Stalk,2385.0,2782
BV00828-1,BV00828,Cotton Stalk,2155.0,2706
BV00829-1,BV00829,Cotton Stalk,2050.0,2760
BV00830-1,BV00830,Cotton Stalk,2289.0,2787
BV00831-1,BV00831,Cotton Stalk,2686.0,2712
BV00832-1,BV00832,Cotton Stalk,2152.0,2701
BV00833-1,BV00833,Groundnut Shell,2089.0,3004
BV00834-1,BV00834,Groundnut Shell,1917.0,2945
BV00835-1,BV00835,Groundnut Shell,2011.0,2894
BV00836-1,BV00836,Groundnut Shell,1996.0,2906
BV00837-1,BV00837,Groundnut Shell,1885.0,2914
BV00838-1,BV00838,Groundnut Shell,2440.0,2859
BV00839-1,BV00839,Groundnut Shell,2405.0,2902
BV00840-1,BV00840,Groundnut Shell,2331.0,2990
BV00841-1,BV00841,Groundnut Shell,1844.0,2893
BV00842-1,BV00842,Cotton Stalk,3190.0,2839
BV00843-1,BV00843,Cotton Stalk,3752.0,2845
BV00844-1,BV00844,Cotton Stalk,3638.0,2699
BV00845-1,BV00845,Cotton Stalk,3328.0,2706
BV00846-1,BV00846,Cotton Stalk,3344.0,2847
BV00847-1,BV00847,Cotton Stalk,4296.0,2725
BV00848-1,BV00848,Cotton Stalk,3882.0,2726
BV00849-1,BV00849,Cotton Stalk,3209.0,2749
BV00850-1,BV00850,Cotton Stalk,3715.0,2740
BV00851-1,BV00851,Cotton Stalk,3821.0,2802
BV00852-1,BV00852,Cotton Stalk,4441.0,2803
BV00853-1,BV00853,Cotton Stalk,4079.0,2732
BV00854-1,BV00854,Cotton Stalk,3074.0,2699
BV00855-1,BV00855,Groundnut Shell,2563.0,2967
BV00856-1,BV00856,Groundnut Shell,2635.0,2964
BV00857-1,BV00857,Groundnut Shell,2396.0,3018
BV00858-1,BV00858,Groundnut Shell,2576.0,3059
BV00859-1,BV00859,Groundnut Shell,2905.0,2914
BV00860-1,BV00860,Groundnut Shell,2603.0,3008
BV00861-1,BV00861,Groundnut Shell,2899.0,2993
BV00862-1,BV00862,Biomass Material,463.0,4384
BV00863-1,BV00863,Biomass Material,350.0,6181
BV00864-1,BV00864,Biomass Material,539.0,5886
BV00865-1,BV00865,Biomass Material,427.0,5311
BV00866-1,BV00866,Biomass Material,208.0,5506
BV00867-1,BV00867,Biomass Material,190.0,4722
BV00868-1,BV00868,Biomass Material,208.0,4877
BV00869-1,BV00869,Biomass Material,424.0,4997
BV00870-1,BV00870,Biomass Material,310.0,4959
BV00871-1,BV00871,Biomass Material,287.0,4475
BV00872-1,BV00872,Biomass Material,282.0,5586
BV00873-1,BV00873,Biomass Material,404.0,4309
BV00874-1,BV00874,Biomass Material,282.0,6169
BV00875-1,BV00875,Biomass Material,286.0,5673
BV00876-1,BV00876,Cotton Stalk,1752.0,2781
BV00877-1,BV00877,Cotton Stalk,1902.0,2825
BV00878-1,BV00878,Cotton Stalk,1762.0,2921
BV00879-1,BV00879,Cotton Stalk,1815.0,2919
BV00880-1,BV00880,Cotton Stalk,1986.0,2840
BV00881-1,BV00881,Cotton Stalk,1544.0,2799
BV00882-1,BV00882,Cotton Stalk,1605.0,2853
BV00883-1,BV00883,Cotton Stalk,1605.0,2875
BV00884-1,BV00884,Cotton Stalk,2142.0,2758
BV00885-1,BV00885,Cotton Stalk,1795.0,2815
BV00886-1,BV00886,Cotton Stalk,1869.0,2900
BV00887-1,BV00887,Cotton Stalk,1777.0,2763
BV00888-1,BV00888,Groundnut Shell,2253.0,3148
BV00889-1,BV00889,Groundnut Shell,2223.0,3141
BV00890-1,BV00890,Groundnut Shell,2132.0,3062
BV00891-1,BV00891,Groundnut Shell,2266.0,3079
BV00892-1,BV00892,Groundnut Shell,2488.0,3063
BV00893-1,BV00893,Groundnut Shell,2256.0,3147
BV00894-1,BV00894,Groundnut Shell,2206.0,3084
BV00895-1,BV00895,Groundnut Shell,2540.0,3083
BV00896-1,BV00896,Cotton Stalk,2071.0,2902
BV00897-1,BV00897,Cotton Stalk,2369.0,2842
BV00898-1,BV00898,Cotton Stalk,2022.0,2890
BV00899-1,BV00899,Cotton Stalk,2074.0,2833
BV00900-1,BV00900,Cotton Stalk,1936.0,2940
BV00901-1,BV00901,Cotton Stalk,2015.0,2808
BV00902-1,BV00902,Cotton Stalk,1930.0,2939
BV00903-1,BV00903,Cotton Stalk,2123.0,2968
BV00904-1,BV00904,Cotton Stalk,1943.0,2942
BV00905-1,BV00905,Cotton Stalk,2116.0,2850
BV00906-1,BV00906,Cotton Stalk,2296.0,2972
BV00907-1,BV00907,Cotton Stalk,2296.0,2863
BV00908-1,BV00908,Cotton Stalk,2154.0,2918
BV00909-1,BV00909,Cotton Stalk,2461.0,2934
BV00910-1,BV00910,Cotton Stalk,2101.0,2937
BV00911-1,BV00911,Cotton Stalk,2356.0,2958
BV00912-1,BV00912,Cotton Stalk,1897.0,2818
BV00913-1,BV00913,Cotton Stalk,2442.0,2846
BV00914-1,BV00914,Cotton Stalk,2220.0,2846
BV00915-1,BV00915,Cotton Stalk,1775.0,2943
BV00916-1,BV00916,Groundnut Shell,2452.0,3064
BV00917-1,BV00917,Groundnut Shell,2515.0,3054
BV00918-1,BV00918,Groundnut Shell,2414.0,3180
BV00919-1,BV00919,Groundnut Shell,2154.0,3063
BV00920-1,BV00920,Groundnut Shell,2576.0,3161
BV00921-1,BV00921,Groundnut Shell,2396.0,3163
BV00922-1,BV00922,Groundnut Shell,2058.0,3208
BV00923-1,BV00923,Pellets,4452.0,7875
BV00924-1,BV00924,Cotton Stalk,1955.0,2838
BV00925-1,BV00925,Cotton Stalk,1664.0,2812
BV00926-1,BV00926,Cotton Stalk,1967.0,2843
BV00927-1,BV00927,Cotton Stalk,1941.0,2734
BV00928-1,BV00928,Cotton Stalk,1832.0,2891
BV00929-1,BV00929,Cotton Stalk,2043.0,2783
BV00930-1,BV00930,Cotton Stalk,1758.0,2880
BV00931-1,BV00931,Cotton Stalk,1842.0,2797
BV00932-1,BV00932,Cotton Stalk,1901.0,2735
BV00933-1,BV00933,Cotton Stalk,2127.0,2783
BV00934-1,BV00934,Cotton Stalk,1847.0,2770
BV00935-1,BV00935,Cotton Stalk,1919.0,2838
BV00936-1,BV00936,Cotton Stalk,2177.0,2831
BV00937-1,BV00937,Cotton Stalk,1821.0,2827
BV00938-1,BV00938,Cotton Stalk,1880.0,2893
BV00939-1,BV00939,Cotton Stalk,2038.0,2827
BV00940-1,BV00940,Cotton Stalk,2003.0,2767
BV00941-1,BV00941,Cotton Stalk,1950.0,2757
BV00942-1,BV00942,Cotton Stalk,1841.0,2813
BV00943-1,BV00943,Cotton Stalk,1984.0,2868
BV00944-1,BV00944,Cotton Stalk,1701.0,2734
BV00945-1,BV00945,Cotton Stalk,1744.0,2778
BV00946-1,BV00946,Groundnut Shell,2751.0,3015
BV00947-1,BV00947,Groundnut Shell,2760.0,2958
BV00948-1,BV00948,Groundnut Shell,2648.0,3010
BV00949-1,BV00949,Groundnut Shell,2336.0,3052
BV00950-1,BV00950,Groundnut Shell,3220.0,3017
BV00951-1,BV00951,Groundnut Shell,2593.0,3112
BV00952-1,BV00952,Pellets,2991.0,7852
BV00953-1,BV00953,Pellets,2992.0,7698
