guid,voucher_guid,stock_item_name,qty_qtl,rate
AV00507-1,AV00507,Rice Husk,1811.0,2281
AV00508-1,AV00508,Rice Husk,2073.0,2296
AV00509-1,AV00509,Rice Husk,1867.0,2262
AV00510-1,AV00510,Rice Husk,1938.0,2238
AV00511-1,AV00511,Rice Husk,1946.0,2261
AV00512-1,AV00512,Rice Husk,2271.0,2317
AV00513-1,AV00513,Rice Husk,2072.0,2210
AV00514-1,AV00514,Rice Husk,2141.0,2224
AV00515-1,AV00515,Rice Husk,2089.0,2310
AV00516-1,AV00516,Rice Husk,2006.0,2255
AV00517-1,AV00517,Rice Husk,1812.0,2209
AV00518-1,AV00518,Rice Husk,2055.0,2253
AV00519-1,AV00519,Rice Husk,2048.0,2205
AV00520-1,AV00520,Rice Husk,2214.0,2279
AV00521-1,AV00521,Rice Husk,2091.0,2297
AV00522-1,AV00522,Rice Husk,2329.0,2245
AV00523-1,AV00523,Rice Husk,2018.0,2307
AV00524-1,AV00524,Rice Husk,1905.0,2298
AV00525-1,AV00525,Rice Husk,1912.0,2285
AV00526-1,AV00526,Rice Husk,1769.0,2306
AV00527-1,AV00527,Rice Husk,2335.0,2291
AV00528-1,AV00528,Rice Husk,1953.0,2288
AV00529-1,AV00529,Rice Husk,2013.0,2287
AV00530-1,AV00530,Rice Husk,2133.0,2264
AV00531-1,AV00531,Rice Husk,2166.0,2261
AV00532-1,AV00532,Rice Husk,1802.0,2269
AV00533-1,AV00533,Rice Husk,1929.0,2315
AV00534-1,AV00534,Rice Husk,2218.0,2264
AV00535-1,AV00535,Rice Husk,2098.0,2248
AV00536-1,AV00536,Rice Husk,1767.0,2328
AV00537-1,AV00537,Rice Husk,2044.0,2315
AV00538-1,AV00538,Rice Husk,1895.0,2327
AV00539-1,AV00539,Rice Husk,1785.0,2220
AV00540-1,AV00540,Rice Husk,2015.0,2314
AV00541-1,AV00541,Rice Husk,1760.0,2235
AV00542-1,AV00542,Rice Husk,2111.0,2240
AV00543-1,AV00543,Rice Husk,1855.0,2207
AV00544-1,AV00544,Rice Husk,2008.0,2332
AV00545-1,AV00545,Rice Husk,2171.0,2272
AV00546-1,AV00546,Rice Husk,1776.0,2222
AV00547-1,AV00547,Rice Husk,1852.0,2231
AV00548-1,AV00548,Rice Husk,1848.0,2332
AV00549-1,AV00549,Rice Husk,1882.0,2261
AV00550-1,AV00550,Rice Husk,2363.0,2286
AV00551-1,AV00551,Rice Husk,2036.0,2231
AV00552-1,AV00552,Rice Husk,1759.0,2329
AV00553-1,AV00553,Rice Husk,2014.0,2218
AV00554-1,AV00554,Rice Husk,2019.0,2234
AV00555-1,AV00555,Rice Husk,2138.0,2284
AV00556-1,AV00556,Rice Husk,2224.0,2283
AV00557-1,AV00557,Rice Husk,1962.0,2217
AV00558-1,AV00558,Rice Husk,2068.0,2259
AV00559-1,AV00559,Rice Husk,2252.0,2299
AV00560-1,AV00560,Rice Husk,2276.0,2340
AV00561-1,AV00561,Rice Husk,2000.0,2331
AV00562-1,AV00562,Rice Husk,2293.0,2296
AV00563-1,AV00563,Rice Husk,2215.0,2206
AV00564-1,AV00564,Rice Husk,2344.0,2323
AV00565-1,AV00565,Rice Husk,2121.0,2284
AV00566-1,AV00566,Rice Husk,2272.0,2330
AV00567-1,AV00567,Rice Husk,2183.0,2340
AV00568-1,AV00568,Rice Husk,1788.0,2271
AV00569-1,AV00569,Rice Husk,2227.0,2313
AV00570-1,AV00570,Rice Husk,1889.0,2253
AV00571-1,AV00571,Rice Husk,2310.0,2339
AV00572-1,AV00572,Rice Husk,1849.0,2340
AV00573-1,AV00573,Rice Husk,1996.0,2330
AV00574-1,AV00574,Rice Husk,1800.0,2210
AV00575-1,AV00575,Rice Husk,2111.0,2224
AV00576-1,AV00576,Rice Husk,1893.0,2293
AV00577-1,AV00577,Rice Husk,2275.0,2240
AV00578-1,AV00578,Rice Husk,2179.0,2263
AV00579-1,AV00579,Rice Husk,2110.0,2310
AV00580-1,AV00580,Rice Husk,1784.0,2332
AV00581-1,AV00581,Rice Husk,2001.0,2244
AV00582-1,AV00582,Rice Husk,1733.0,2294
AV00583-1,AV00583,Rice Husk,2135.0,2239
AV00584-1,AV00584,Rice Husk,1854.0,2309
AV00585-1,AV00585,Rice Husk,2274.0,2334
AV00586-1,AV00586,Rice Husk,1907.0,2224
AV00587-1,AV00587,Rice Husk,1815.0,2301
AV00588-1,AV00588,Rice Husk,2283.0,2262
AV00589-1,AV00589,Rice Husk,2250.0,2250
AV00590-1,AV00590,Rice Husk,2026.0,2221
AV00591-1,AV00591,Rice Husk,1760.0,2236
AV00592-1,AV00592,Mustard Stalk,3649.0,2685
AV00593-1,AV00593,Mustard Stalk,2964.0,2637
AV00594-1,AV00594,Mustard Stalk,3285.0,2666
AV00595-1,AV00595,Mustard Stalk,3238.0,2689
AV00596-1,AV00596,Mustard Stalk,3373.0,2548
AV00597-1,AV00597,Mustard Stalk,3164.0,2584
AV00598-1,AV00598,Mustard Stalk,3857.0,2612
AV00599-1,AV00599,Mustard Stalk,2953.0,2611
AV00600-1,AV00600,Mustard Stalk,3287.0,2564
AV00601-1,AV00601,Mustard Stalk,3459.0,2596
AV00602-1,AV00602,Mustard Stalk,3022.0,2679
AV00603-1,AV00603,Mustard Stalk,3823.0,2553
AV00604-1,AV00604,Mustard Stalk,3368.0,2630
AV00605-1,AV00605,Mustard Stalk,3581.0,2616
AV00606-1,AV00606,Mustard Stalk,3402.0,2687
AV00607-1,AV00607,Mustard Stalk,3468.0,2538
AV00608-1,AV00608,Mustard Stalk,3426.0,2587
AV00609-1,AV00609,Mustard Stalk,3303.0,2568
AV00610-1,AV00610,Mustard Stalk,2939.0,2641
AV00611-1,AV00611,Mustard Stalk,3633.0,2587
AV00612-1,AV00612,Mustard Stalk,3767.0,2607
AV00613-1,AV00613,Rice Husk,3602.0,2070
AV00614-1,AV00614,Rice Husk,3379.0,2104
AV00615-1,AV00615,Rice Husk,3282.0,2113
AV00616-1,AV00616,Rice Husk,3096.0,2079
AV00617-1,AV00617,Rice Husk,3482.0,2162
AV00618-1,AV00618,Rice Husk,3149.0,2160
AV00619-1,AV00619,Rice Husk,2964.0,2082
AV00620-1,AV00620,Rice Husk,3536.0,2181
AV00621-1,AV00621,Rice Husk,2813.0,2138
AV00622-1,AV00622,Rice Husk,2897.0,2065
AV00623-1,AV00623,Rice Husk,3571.0,2073
AV00624-1,AV00624,Rice Husk,2895.0,2163
AV00625-1,AV00625,Rice Husk,3352.0,2134
AV00626-1,AV00626,Rice Husk,2824.0,2141
AV00627-1,AV00627,Rice Husk,3087.0,2082
AV00628-1,AV00628,Rice Husk,3656.0,2088
AV00629-1,AV00629,Rice Husk,3113.0,2094
AV00630-1,AV00630,Rice Husk,3324.0,2184
AV00631-1,AV00631,Rice Husk,3433.0,2116
AV00632-1,AV00632,Rice Husk,2847.0,2080
AV00633-1,AV00633,Rice Husk,3014.0,2084
AV00634-1,AV00634,Rice Husk,3508.0,2129
AV00635-1,AV00635,Rice Husk,2776.0,2187
AV00636-1,AV00636,Rice Husk,2794.0,2071
AV00637-1,AV00637,Rice Husk,3160.0,2077
AV00638-1,AV00638,Rice Husk,3003.0,2174
AV00639-1,AV00639,Rice Husk,3199.0,2090
AV00640-1,AV00640,Rice Husk,3427.0,2126
AV00641-1,AV00641,Rice Husk,3052.0,2070
AV00642-1,AV00642,Rice Husk,2927.0,2158
AV00643-1,AV00643,Rice Husk,3430.0,2158
AV00644-1,AV00644,Rice Husk,3128.0,2071
AV00645-1,AV00645,Rice Husk,3584.0,2098
AV00646-1,AV00646,Rice Husk,2896.0,2158
AV00647-1,AV00647,Rice Husk,3461.0,2182
AV00648-1,AV00648,Rice Husk,2872.0,2160
AV00649-1,AV00649,Rice Husk,3284.0,2178
AV00650-1,AV00650,Rice Husk,3484.0,2189
AV00651-1,AV00651,Rice Husk,3241.0,2167
AV00652-1,AV00652,Rice Husk,3115.0,2084
AV00653-1,AV00653,Rice Husk,2900.0,2114
AV00654-1,AV00654,Rice Husk,3589.0,2125
AV00655-1,AV00655,Rice Husk,3035.0,2094
AV00656-1,AV00656,Rice Husk,3222.0,2127
AV00657-1,AV00657,Rice Husk,3576.0,2063
AV00658-1,AV00658,Rice Husk,3731.0,2157
AV00659-1,AV00659,Rice Husk,2800.0,2068
AV00660-1,AV00660,Rice Husk,2808.0,2155
AV00661-1,AV00661,Rice Husk,3552.0,2099
AV00662-1,AV00662,Rice Husk,2800.0,2065
AV00663-1,AV00663,Rice Husk,3681.0,2082
AV00664-1,AV00664,Rice Husk,2910.0,2146
AV00665-1,AV00665,Rice Husk,3029.0,2102
AV00666-1,AV00666,Rice Husk,3722.0,2126
AV00667-1,AV00667,Rice Husk,2926.0,2167
AV00668-1,AV00668,Rice Husk,3828.0,2143
AV00669-1,AV00669,Mustard Stalk,2135.0,2381
AV00670-1,AV00670,Mustard Stalk,2268.0,2511
AV00671-1,AV00671,Mustard Stalk,2062.0,2512
AV00672-1,AV00672,Mustard Stalk,1911.0,2481
AV00673-1,AV00673,Mustard Stalk,1877.0,2381
AV00674-1,AV00674,Mustard Stalk,1808.0,2407
AV00675-1,AV00675,Mustard Stalk,1792.0,2384
AV00676-1,AV00676,Mustard Stalk,2284.0,2484
AV00677-1,AV00677,Mustard Stalk,1905.0,2475
AV00678-1,AV00678,Mustard Stalk,2256.0,2462
AV00679-1,AV00679,Mustard Stalk,1871.0,2451
AV00680-1,AV00680,Mustard Stalk,2052.0,2507
AV00681-1,AV00681,Mustard Stalk,1714.0,2388
AV00682-1,AV00682,Mustard Stalk,1755.0,2453
AV00683-1,AV00683,Mustard Stalk,2253.0,2377
AV00684-1,AV00684,Mustard Stalk,1926.0,2421
AV00685-1,AV00685,Mustard Stalk,1746.0,2376
AV00686-1,AV00686,Mustard Stalk,2292.0,2432
AV00687-1,AV00687,Mustard Stalk,1796.0,2489
AV00688-1,AV00688,Mustard Stalk,1925.0,2380
AV00689-1,AV00689,Mustard Stalk,2219.0,2463
AV00690-1,AV00690,Mustard Stalk,1969.0,2481
AV00691-1,AV00691,Mustard Stalk,2044.0,2376
AV00692-1,AV00692,Mustard Stalk,2164.0,2374
AV00693-1,AV00693,Mustard Stalk,1795.0,2483
AV00694-1,AV00694,Mustard Stalk,1824.0,2395
AV00695-1,AV00695,Mustard Stalk,2311.0,2427
AV00696-1,AV00696,Mustard Stalk,1875.0,2441
AV00697-1,AV00697,Mustard Stalk,2291.0,2497
AV00698-1,AV00698,Mustard Stalk,1953.0,2439
AV00699-1,AV00699,Mustard Stalk,1745.0,2502
AV00700-1,AV00700,Mustard Stalk,2116.0,2435
AV00701-1,AV00701,Mustard Stalk,1736.0,2400
AV00702-1,AV00702,Mustard Stalk,2083.0,2506
AV00703-1,AV00703,Mustard Stalk,2156.0,2443
AV00704-1,AV00704,Rice Husk,2896.0,2104
AV00705-1,AV00705,Rice Husk,2914.0,2046
AV00706-1,AV00706,Rice Husk,3192.0,2049
AV00707-1,AV00707,Rice Husk,3041.0,2060
AV00708-1,AV00708,Rice Husk,2542.0,2010
AV00709-1,AV00709,Rice Husk,2996.0,2011
AV00710-1,AV00710,Rice Husk,3118.0,2088
AV00711-1,AV00711,Rice Husk,3410.0,2024
AV00712-1,AV00712,Rice Husk,3070.0,2095
AV00713-1,AV00713,Rice Husk,2998.0,2006
AV00714-1,AV00714,Rice Husk,3017.0,2079
AV00715-1,AV00715,Rice Husk,3057.0,2039
AV00716-1,AV00716,Rice Husk,2836.0,2026
AV00717-1,AV00717,Rice Husk,3405.0,2069
AV00718-1,AV00718,Rice Husk,2754.0,2087
AV00719-1,AV00719,Rice Husk,2691.0,2071
AV00720-1,AV00720,Rice Husk,3064.0,1998
AV00721-1,AV00721,Rice Husk,3351.0,2056
AV00722-1,AV00722,Rice Husk,3401.0,2076
AV00723-1,AV00723,Rice Husk,3325.0,2106
AV00724-1,AV00724,Rice Husk,2980.0,2085
AV00725-1,AV00725,Rice Husk,2557.0,2095
AV00726-1,AV00726,Rice Husk,3126.0,1987
AV00727-1,AV00727,Rice Husk,2538.0,2031
AV00728-1,AV00728,Rice Husk,2680.0,2105
AV00729-1,AV00729,Rice Husk,2661.0,2064
AV00730-1,AV00730,Rice Husk,2814.0,2061
AV00731-1,AV00731,Rice Husk,2828.0,2006
AV00732-1,AV00732,Rice Husk,3418.0,2019
AV00733-1,AV00733,Rice Husk,3034.0,2058
AV00734-1,AV00734,Rice Husk,2774.0,2036
AV00735-1,AV00735,Rice Husk,2658.0,2013
AV00736-1,AV00736,Rice Husk,2876.0,1999
AV00737-1,AV00737,Rice Husk,2747.0,2040
AV00738-1,AV00738,Rice Husk,2999.0,2001
AV00739-1,AV00739,Rice Husk,3143.0,2017
AV00740-1,AV00740,Rice Husk,3066.0,2089
AV00741-1,AV00741,Rice Husk,2549.0,2044
AV00742-1,AV00742,Rice Husk,3422.0,2109
AV00743-1,AV00743,Rice Husk,2855.0,2058
AV00744-1,AV00744,Rice Husk,3230.0,2096
AV00745-1,AV00745,Rice Husk,2845.0,2037
AV00746-1,AV00746,Rice Husk,2965.0,2070
AV00747-1,AV00747,Rice Husk,3168.0,2065
AV00748-1,AV00748,Rice Husk,2672.0,2041
AV00749-1,AV00749,Rice Husk,2551.0,2068
AV00750-1,AV00750,Rice Husk,3318.0,2065
AV00751-1,AV00751,Rice Husk,2999.0,2056
AV00752-1,AV00752,Rice Husk,3241.0,2073
AV00753-1,AV00753,Rice Husk,2703.0,2049
AV00754-1,AV00754,Rice Husk,2591.0,2005
AV00755-1,AV00755,Rice Husk,2913.0,1999
AV00756-1,AV00756,Rice Husk,2839.0,1987
AV00757-1,AV00757,Rice Husk,2948.0,2024
AV00758-1,AV00758,Rice Husk,3072.0,2057
AV00759-1,AV00759,Rice Husk,3327.0,2077
AV00760-1,AV00760,Rice Husk,3182.0,2051
AV00761-1,AV00761,Rice Husk,2893.0,2019
AV00762-1,AV00762,Rice Husk,3334.0,1995
AV00763-1,AV00763,Rice Husk,3437.0,2007
AV00764-1,AV00764,Rice Husk,2647.0,2106
AV00765-1,AV00765,Mustard Stalk,3659.0,2401
AV00766-1,AV00766,Mustard Stalk,3341.0,2361
AV00767-1,AV00767,Mustard Stalk,3892.0,2364
AV00768-1,AV00768,Mustard Stalk,3518.0,2361
AV00769-1,AV00769,Mustard Stalk,3021.0,2312
AV00770-1,AV00770,Mustard Stalk,3389.0,2378
AV00771-1,AV00771,Mustard Stalk,3661.0,2356
AV00772-1,AV00772,Mustard Stalk,3853.0,2291
AV00773-1,AV00773,Mustard Stalk,3187.0,2364
AV00774-1,AV00774,Mustard Stalk,3674.0,2309
AV00775-1,AV00775,Mustard Stalk,3738.0,2422
AV00776-1,AV00776,Mustard Stalk,3370.0,2285
AV00777-1,AV00777,Mustard Stalk,3520.0,2412
AV00778-1,AV00778,Mustard Stalk,3883.0,2411
AV00779-1,AV00779,Mustard Stalk,3430.0,2360
AV00780-1,AV00780,Mustard Stalk,3301.0,2351
AV00781-1,AV00781,Mustard Stalk,3653.0,2342
AV00782-1,AV00782,Mustard Stalk,4034.0,2371
AV00783-1,AV00783,Mustard Stalk,3187.0,2383
AV00784-1,AV00784,Mustard Stalk,3342.0,2390
AV00785-1,AV00785,Rice Husk,3237.0,2062
AV00786-1,AV00786,Rice Husk,2973.0,2019
AV00787-1,AV00787,Rice Husk,3157.0,2000
AV00788-1,AV00788,Rice Husk,3626.0,2084
AV00789-1,AV00789,Rice Husk,2964.0,2018
AV00790-1,AV00790,Rice Husk,3543.0,2069
AV00791-1,AV00791,Rice Husk,3925.0,2006
AV00792-1,AV00792,Rice Husk,3785.0,2057
AV00793-1,AV00793,Rice Husk,3491.0,2074
AV00794-1,AV00794,Rice Husk,2951.0,2039
AV00795-1,AV00795,Rice Husk,3146.0,2023
AV00796-1,AV00796,Rice Husk,3664.0,2076
AV00797-1,AV00797,Rice Husk,3646.0,2031
AV00798-1,AV00798,Rice Husk,3236.0,2075
AV00799-1,AV00799,Rice Husk,2997.0,2019
AV00800-1,AV00800,Rice Husk,3690.0,2053
AV00801-1,AV00801,Rice Husk,3907.0,1979
AV00802-1,AV00802,Rice Husk,3615.0,1981
AV00803-1,AV00803,Rice Husk,2911.0,1985
AV00804-1,AV00804,Rice Husk,3755.0,2025
AV00805-1,AV00805,Rice Husk,3014.0,2042
AV00806-1,AV00806,Rice Husk,3528.0,1968
AV00807-1,AV00807,Rice Husk,3726.0,2060
AV00808-1,AV00808,Rice Husk,3163.0,1998
AV00809-1,AV00809,Rice Husk,3396.0,2009
AV00810-1,AV00810,Rice Husk,3840.0,2059
AV00811-1,AV00811,Rice Husk,3661.0,2077
AV00812-1,AV00812,Rice Husk,3335.0,2053
AV00813-1,AV00813,Rice Husk,3036.0,2000
AV00814-1,AV00814,Rice Husk,3317.0,2014
AV00815-1,AV00815,Rice Husk,3437.0,1982
AV00816-1,AV00816,Rice Husk,3180.0,2054
AV00817-1,AV00817,Rice Husk,3434.0,2005
AV00818-1,AV00818,Rice Husk,3333.0,2004
AV00819-1,AV00819,Rice Husk,3179.0,2007
AV00820-1,AV00820,Rice Husk,3257.0,2062
AV00821-1,AV00821,Rice Husk,3685.0,2060
AV00822-1,AV00822,Rice Husk,3154.0,2075
AV00823-1,AV00823,Rice Husk,3257.0,2040
AV00824-1,AV00824,Rice Husk,3435.0,2088
AV00825-1,AV00825,Rice Husk,3999.0,1985
AV00826-1,AV00826,Rice Husk,2966.0,2031
AV00827-1,AV00827,Rice Husk,3020.0,2032
AV00828-1,AV00828,Rice Husk,3551.0,2058
AV00829-1,AV00829,Rice Husk,3504.0,2038
AV00830-1,AV00830,Rice Husk,3997.0,2073
AV00831-1,AV00831,Rice Husk,3896.0,2064
AV00832-1,AV00832,Rice Husk,3874.0,2000
AV00833-1,AV00833,Rice Husk,3245.0,2077
AV00834-1,AV00834,Rice Husk,3855.0,2082
AV00835-1,AV00835,Rice Husk,3153.0,2075
AV00836-1,AV00836,Rice Husk,2923.0,2012
AV00837-1,AV00837,Rice Husk,3598.0,2055
AV00838-1,AV00838,Mustard Stalk,2113.0,2324
AV00839-1,AV00839,Mustard Stalk,2351.0,2315
AV00840-1,AV00840,Mustard Stalk,2036.0,2345
AV00841-1,AV00841,Mustard Stalk,2033.0,2319
AV00842-1,AV00842,Mustard Stalk,2109.0,2376
AV00843-1,AV00843,Mustard Stalk,2643.0,2288
AV00844-1,AV00844,Mustard Stalk,2162.0,2293
AV00845-1,AV00845,Mustard Stalk,2257.0,2268
AV00846-1,AV00846,Mustard Stalk,2615.0,2353
AV00847-1,AV00847,Mustard Stalk,2567.0,2347
AV00848-1,AV00848,Mustard Stalk,2203.0,2322
AV00849-1,AV00849,Mustard Stalk,2480.0,2337
AV00850-1,AV00850,Mustard Stalk,2704.0,2318
AV00851-1,AV00851,Mustard Stalk,2071.0,2324
AV00852-1,AV00852,Mustard Stalk,2422.0,2294
AV00853-1,AV00853,Mustard Stalk,2694.0,2401
AV00854-1,AV00854,Mustard Stalk,2321.0,2275
AV00855-1,AV00855,Mustard Stalk,2392.0,2385
AV00856-1,AV00856,Mustard Stalk,2613.0,2340
AV00857-1,AV00857,Mustard Stalk,2132.0,2319
AV00858-1,AV00858,Mustard Stalk,2535.0,2365
AV00859-1,AV00859,Mustard Stalk,2551.0,2366
AV00860-1,AV00860,Mustard Stalk,2214.0,2333
AV00861-1,AV00861,Mustard Stalk,2031.0,2343
AV00862-1,AV00862,Mustard Stalk,2476.0,2334
AV00863-1,AV00863,Mustard Stalk,2592.0,2380
AV00864-1,AV00864,Mustard Stalk,2108.0,2283
AV00865-1,AV00865,Mustard Stalk,2513.0,2312
AV00866-1,AV00866,Mustard Stalk,2194.0,2277
AV00867-1,AV00867,Mustard Stalk,2322.0,2353
AV00868-1,AV00868,Rice Husk,2580.0,2016
AV00869-1,AV00869,Rice Husk,2479.0,2055
AV00870-1,AV00870,Rice Husk,2371.0,2014
AV00871-1,AV00871,Rice Husk,2267.0,2053
AV00872-1,AV00872,Rice Husk,2569.0,2094
AV00873-1,AV00873,Rice Husk,2572.0,2041
AV00874-1,AV00874,Rice Husk,2560.0,2085
AV00875-1,AV00875,Rice Husk,2286.0,1995
AV00876-1,AV00876,Rice Husk,2498.0,2056
AV00877-1,AV00877,Rice Husk,2030.0,2102
AV00878-1,AV00878,Rice Husk,2571.0,2069
AV00879-1,AV00879,Rice Husk,2175.0,2040
AV00880-1,AV00880,Rice Husk,2563.0,2009
AV00881-1,AV00881,Rice Husk,2648.0,2004
AV00882-1,AV00882,Rice Husk,2042.0,2016
AV00883-1,AV00883,Rice Husk,2391.0,2075
AV00884-1,AV00884,Rice Husk,2051.0,2095
AV00885-1,AV00885,Rice Husk,2078.0,2104
AV00886-1,AV00886,Rice Husk,2204.0,2071
AV00887-1,AV00887,Rice Husk,2625.0,2059
AV00888-1,AV00888,Rice Husk,2615.0,2091
AV00889-1,AV00889,Rice Husk,2057.0,2045
AV00890-1,AV00890,Rice Husk,2307.0,2061
AV00891-1,AV00891,Rice Husk,2515.0,2010
AV00892-1,AV00892,Rice Husk,2239.0,2058
AV00893-1,AV00893,Rice Husk,2499.0,2002
AV00894-1,AV00894,Rice Husk,2617.0,1988
AV00895-1,AV00895,Rice Husk,2171.0,2041
AV00896-1,AV00896,Rice Husk,2136.0,2093
AV00897-1,AV00897,Rice Husk,2150.0,1998
AV00898-1,AV00898,Rice Husk,2004.0,2036
AV00899-1,AV00899,Rice Husk,2235.0,2027
AV00900-1,AV00900,Rice Husk,2143.0,1999
AV00901-1,AV00901,Rice Husk,2381.0,2074
AV00902-1,AV00902,Rice Husk,2385.0,2029
AV00903-1,AV00903,Rice Husk,2700.0,2093
AV00904-1,AV00904,Rice Husk,2549.0,2021
AV00905-1,AV00905,Rice Husk,2153.0,1999
AV00906-1,AV00906,Rice Husk,2586.0,1997
AV00907-1,AV00907,Rice Husk,2472.0,2091
AV00908-1,AV00908,Rice Husk,2657.0,2018
AV00909-1,AV00909,Rice Husk,2501.0,2038
AV00910-1,AV00910,Rice Husk,2418.0,2043
AV00911-1,AV00911,Rice Husk,2040.0,2054
AV00912-1,AV00912,Rice Husk,2245.0,2069
AV00913-1,AV00913,Rice Husk,2245.0,2087
AV00914-1,AV00914,Rice Husk,2438.0,2062
AV00915-1,AV00915,Rice Husk,2272.0,2108
AV00916-1,AV00916,Rice Husk,2215.0,2084
AV00917-1,AV00917,Rice Husk,2676.0,2024
AV00918-1,AV00918,Rice Husk,2579.0,2058
AV00919-1,AV00919,Rice Husk,2158.0,2073
AV00920-1,AV00920,Rice Husk,2354.0,2041
AV00921-1,AV00921,Rice Husk,2377.0,1999
AV00922-1,AV00922,Rice Husk,2254.0,2049
AV00923-1,AV00923,Rice Husk,2653.0,2020
AV00924-1,AV00924,Rice Husk,2340.0,2036
AV00925-1,AV00925,Rice Husk,2530.0,2010
AV00926-1,AV00926,Rice Husk,2310.0,2091
AV00927-1,AV00927,Rice Husk,2602.0,2021
AV00928-1,AV00928,Rice Husk,2376.0,2068
AV00929-1,AV00929,Rice Husk,2595.0,2020
AV00930-1,AV00930,Rice Husk,2203.0,2081
AV00931-1,AV00931,Rice Husk,2394.0,1997
AV00932-1,AV00932,Rice Husk,2430.0,2100
AV00933-1,AV00933,Rice Husk,2287.0,1997
AV00934-1,AV00934,Rice Husk,2174.0,2079
AV00935-1,AV00935,Rice Husk,2305.0,2103
AV00936-1,AV00936,Rice Husk,2311.0,2066
AV00937-1,AV00937,Rice Husk,2118.0,2033
AV00938-1,AV00938,Rice Husk,2580.0,2000
AV00939-1,AV00939,Rice Husk,1969.0,1997
AV00940-1,AV00940,Rice Husk,1997.0,2052
AV00941-1,AV00941,Rice Husk,2294.0,2097
AV00942-1,AV00942,Rice Husk,2446.0,2064
AV00943-1,AV00943,Rice Husk,2482.0,2044
AV00944-1,AV00944,Rice Husk,2067.0,2076
AV00945-1,AV00945,Mustard Stalk,2994.0,2311
AV00946-1,AV00946,Mustard Stalk,3663.0,2351
AV00947-1,AV00947,Mustard Stalk,3103.0,2343
AV00948-1,AV00948,Mustard Stalk,3646.0,2305
AV00949-1,AV00949,Mustard Stalk,3048.0,2303
AV00950-1,AV00950,Mustard Stalk,3343.0,2361
AV00951-1,AV00951,Mustard Stalk,3491.0,2384
AV00952-1,AV00952,Mustard Stalk,3680.0,2414
AV00953-1,AV00953,Mustard Stalk,3470.0,2348
AV00954-1,AV00954,Mustard Stalk,3238.0,2371
AV00955-1,AV00955,Mustard Stalk,3036.0,2327
AV00956-1,AV00956,Mustard Stalk,3369.0,2352
AV00957-1,AV00957,Mustard Stalk,3637.0,2396
AV00958-1,AV00958,Mustard Stalk,3607.0,2331
AV00959-1,AV00959,Mustard Stalk,3234.0,2407
AV00960-1,AV00960,Mustard Stalk,3725.0,2383
AV00961-1,AV00961,Mustard Stalk,3140.0,2349
AV00962-1,AV00962,Mustard Stalk,3457.0,2403
AV00963-1,AV00963,Mustard Stalk,2875.0,2404
AV00964-1,AV00964,Mustard Stalk,3643.0,2422
AV00965-1,AV00965,Mustard Stalk,3132.0,2423
AV00966-1,AV00966,Rice Husk,2832.0,2028
AV00967-1,AV00967,Rice Husk,2785.0,1949
AV00968-1,AV00968,Rice Husk,2554.0,2013
AV00969-1,AV00969,Rice Husk,2767.0,1984
AV00970-1,AV00970,Rice Husk,2692.0,1915
AV00971-1,AV00971,Rice Husk,2685.0,1939
AV00972-1,AV00972,Rice Husk,2614.0,1942
AV00973-1,AV00973,Rice Husk,2902.0,1989
AV00974-1,AV00974,Rice Husk,2621.0,1961
AV00975-1,AV00975,Rice Husk,2894.0,1997
AV00976-1,AV00976,Rice Husk,2712.0,1935
AV00977-1,AV00977,Rice Husk,2316.0,1989
AV00978-1,AV00978,Rice Husk,2215.0,1924
AV00979-1,AV00979,Rice Husk,2381.0,1964
AV00980-1,AV00980,Rice Husk,2456.0,2021
AV00981-1,AV00981,Rice Husk,2626.0,1976
AV00982-1,AV00982,Rice Husk,2499.0,1965
AV00983-1,AV00983,Rice Husk,2350.0,1986
AV00984-1,AV00984,Rice Husk,2441.0,1928
AV00985-1,AV00985,Rice Husk,2522.0,1991
AV00986-1,AV00986,Rice Husk,2773.0,1942
AV00987-1,AV00987,Rice Husk,2552.0,2023
AV00988-1,AV00988,Rice Husk,2477.0,1997
AV00989-1,AV00989,Rice Husk,2282.0,2013
AV00990-1,AV00990,Rice Husk,2474.0,1922
AV00991-1,AV00991,Rice Husk,2553.0,1917
AV00992-1,AV00992,Rice Husk,2738.0,2023
AV00993-1,AV00993,Rice Husk,2821.0,1963
AV00994-1,AV00994,Rice Husk,2377.0,2026
AV00995-1,AV00995,Rice Husk,2889.0,1911
AV00996-1,AV00996,Rice Husk,2389.0,1927
AV00997-1,AV00997,Rice Husk,2899.0,1960
AV00998-1,AV00998,Rice Husk,2162.0,1965
AV00999-1,AV00999,Rice Husk,2281.0,1950
AV01000-1,AV01000,Rice Husk,2823.0,1911
AV01001-1,AV01001,Rice Husk,2672.0,2009
AV01002-1,AV01002,Rice Husk,2320.0,1975
AV01003-1,AV01003,Rice Husk,2832.0,2020
AV01004-1,AV01004,Rice Husk,2336.0,2002
AV01005-1,AV01005,Rice Husk,2269.0,1982
AV01006-1,AV01006,Rice Husk,2710.0,2026
AV01007-1,AV01007,Rice Husk,2364.0,1993
AV01008-1,AV01008,Rice Husk,2594.0,1937
AV01009-1,AV01009,Rice Husk,2896.0,1959
AV01010-1,AV01010,Rice Husk,2578.0,2019
AV01011-1,AV01011,Rice Husk,2201.0,2006
AV01012-1,AV01012,Rice Husk,2314.0,2010
AV01013-1,AV01013,Rice Husk,2905.0,1963
AV01014-1,AV01014,Rice Husk,2539.0,1997
