dispatch_no,dispatch_date,vehicle_no,grade_code,destination,tender_ref,qty_gross_t,qty_net_t,invoice_no
DR00239,2024-06-12,RJ21GA5325,PLT-A1,NTPC SIPAT,T-24-02,1207.79,1178.3,INV00239
DR00240,2024-06-22,RJ17GA2233,PLT-A1,NTPC SIPAT,T-24-02,1006.33,971.7,INV00240
DR00241,2024-06-13,RJ09GA6427,PLT-B2,KOTA TEXTILE,C-24-43,505.42,491.7,INV00241
DR00242,2024-06-02,RJ25GA5101,PLT-B2,NTPC KORBA,T-24-06,999.3,969.2,INV00242
DR00243,2024-06-23,RJ06GA1339,PLT-B2,NTPC KORBA,T-24-06,1076.45,1047.5,INV00243
DR00244,2024-06-16,RJ19GA1693,PLT-T1,NTPC MOUDA,T-24-10,1003.19,970.7,INV00244
DR00245,2024-06-04,RJ17GA8825,PLT-T1,NTPC MOUDA,T-24-10,932.1,904.3,INV00245
DR00246,2024-06-13,RJ20GA8049,PLT-A1,NTPC NORTH KARANPURA,T-24-14,998.7,976.0,INV00246
DR00247,2024-06-03,RJ03GA1667,PLT-A1,NTPC NORTH KARANPURA,,894.83,865.7,INV00247
DR00248,2024-06-18,RJ14GA4845,PLT-A1,NTPC DARLIPALI,T-24-18,985.09,961.2,INV00248
DR00249,2024-06-27,RJ14GA7606,PLT-A1,NTPC DARLIPALI,T-24-18,1014.1,980.5,INV00249
DR00250,2024-06-22,RJ16GA1144,PLT-B2,NTPC GADARWARA,T-24-25,1857.67,1791.7,INV00250
DR00251,2024-06-14,RJ03GA2973,PLT-T1,SURATGARH STPS,T-24-28,947.35,926.3,INV00251
DR00252,2024-06-06,RJ13GA1919,PLT-T1,SURATGARH STPS,T-24-28,856.73,832.0,INV00252
DR00253,2024-06-19,RJ10GA8889,PLT-T1,JAIPUR BOTTLING,,712.1,691.7,INV00253
DR00254,2024-06-17,RJ19GA3248,PLT-T1,NAGAUR CEMENT,C-24-32,478.33,466.7,INV00254
DR00255,2024-07-26,RJ01GA3331,PLT-A1,NTPC SIPAT,T-24-02,1168.58,1131.1,INV00255
DR00256,2024-07-13,RJ14GA9785,PLT-A1,NTPC SIPAT,T-24-02,1047.24,1018.9,INV00256
DR00257,2024-07-26,RJ21GA1800,PLT-B2,KOTA TEXTILE,C-24-43,505.3,491.7,INV00257
DR00258,2024-07-23,RJ23GA4971,PLT-B2,NTPC KORBA,T-24-06,929.23,908.8,INV00258
DR00259,2024-07-10,RJ20GA9477,PLT-B2,NTPC KORBA,,1131.35,1107.9,INV00259
DR00260,2024-07-16,RJ21GA3364,PLT-T1,NTPC MOUDA,T-24-10,1918.33,1875.0,INV00260
DR00261,2024-07-21,RJ18GA8110,PLT-A1,NTPC NORTH KARANPURA,T-24-14,1040.82,1009.7,INV00261
DR00262,2024-07-16,RJ14GA4665,PLT-A1,NTPC NORTH KARANPURA,T-24-14,862.85,832.0,INV00262
DR00263,2024-07-02,RJ23GA2587,PLT-A1,NTPC DARLIPALI,T-24-18,909.76,884.8,INV00263
DR00264,2024-07-11,RJ12GA2645,PLT-A1,NTPC DARLIPALI,T-24-18,1095.56,1056.9,INV00264
DR00265,2024-07-21,RJ22GA5201,PLT-B2,NTPC GADARWARA,T-24-25,1854.86,1791.7,INV00265
DR00266,2024-07-07,RJ24GA9947,PLT-T1,SURATGARH STPS,T-24-28,912.54,883.1,INV00266
DR00267,2024-07-20,RJ25GA8313,PLT-T1,SURATGARH STPS,T-24-28,895.84,875.2,INV00267
DR00268,2024-07-05,RJ10GA8888,PLT-T1,JAIPUR BOTTLING,C-24-36,708.66,691.7,INV00268
DR00269,2024-07-18,RJ03GA2440,PLT-T1,NAGAUR CEMENT,C-24-32,482.06,466.7,INV00269
DR00270,2024-07-04,RJ26GA6112,PLT-B2,BHILWARA PAPER,,698.54,675.0,INV00270
DR00271,2024-08-17,RJ08GA3227,PLT-A1,NTPC SIPAT,T-24-02,1134.22,1099.7,INV00271
DR00272,2024-08-15,RJ15GA4218,PLT-A1,NTPC SIPAT,T-24-02,1089.2,1050.3,INV00272
DR00273,2024-08-05,RJ15GA7409,PLT-B2,KOTA TEXTILE,C-24-43,510.91,491.7,INV00273
DR00274,2024-08-24,RJ25GA3843,PLT-B2,NTPC KORBA,T-24-06,1025.84,998.3,INV00274
DR00275,2024-08-07,RJ16GA3092,PLT-B2,NTPC KORBA,T-24-06,1048.75,1018.4,INV00275
DR00276,2024-08-04,RJ10GA9639,PLT-T1,NTPC MOUDA,T-24-10,1919.78,1875.0,INV00276
DR00277,2024-08-11,RJ13GA9878,PLT-A1,NTPC NORTH KARANPURA,T-24-14,933.42,907.4,INV00277
DR00278,2024-08-20,RJ13GA2783,PLT-A1,NTPC NORTH KARANPURA,T-24-14,953.31,934.3,INV00278
DR00279,2024-08-20,RJ19GA5463,PLT-A1,NTPC DARLIPALI,T-24-18,916.91,891.2,INV00279
DR00280,2024-08-20,RJ11GA8103,PLT-A1,NTPC DARLIPALI,,1077.97,1050.5,INV00280
DR00281,2024-08-17,RJ09GA7674,PLT-B2,NTPC GADARWARA,T-24-25,924.92,889.7,INV00281
DR00282,2024-08-22,RJ13GA3867,PLT-B2,NTPC GADARWARA,T-24-25,926.96,902.0,INV00282
DR00283,2024-08-09,RJ19GA4620,PLT-T1,SURATGARH STPS,T-24-28,928.29,895.3,INV00283
DR00284,2024-08-20,RJ06GA7765,PLT-T1,SURATGARH STPS,T-24-28,888.65,863.0,INV00284
DR00285,2024-08-05,RJ07GA2715,PLT-T1,JAIPUR BOTTLING,C-24-36,717.01,691.7,INV00285
DR00286,2024-08-19,RJ04GA6089,PLT-T1,NAGAUR CEMENT,C-24-32,477.85,466.7,INV00286
DR00287,2024-08-17,RJ03GA2711,PLT-B2,BHILWARA PAPER,C-24-40,701.33,675.0,INV00287
DR00288,2024-09-24,RJ24GA8235,PLT-A1,NTPC SIPAT,T-24-02,1134.56,1111.9,INV00288
DR00289,2024-09-22,RJ04GA3921,PLT-A1,NTPC SIPAT,T-24-02,1076.81,1038.1,INV00289
DR00290,2024-09-26,RJ08GA3538,PLT-B2,KOTA TEXTILE,C-24-43,506.5,491.7,INV00290
DR00291,2024-09-19,RJ11GA3978,PLT-B2,NTPC KORBA,T-24-06,1140.61,1101.0,INV00291
DR00292,2024-09-09,RJ12GA8832,PLT-B2,NTPC KORBA,T-24-06,946.49,915.7,INV00292
DR00293,2024-09-18,RJ14GA4432,PLT-T1,NTPC MOUDA,T-24-10,920.14,887.2,INV00293
DR00294,2024-09-12,RJ17GA3216,PLT-T1,NTPC MOUDA,,1010.42,987.8,INV00294
DR00295,2024-09-02,RJ22GA8592,PLT-A1,NTPC NORTH KARANPURA,T-24-14,913.92,879.3,INV00295
DR00296,2024-09-14,RJ04GA3405,PLT-A1,NTPC NORTH KARANPURA,T-24-14,990.48,962.4,INV00296
DR00297,2024-09-17,RJ21GA8783,PLT-A1,NTPC DARLIPALI,T-24-18,2002.64,1941.7,INV00297
DR00298,2024-09-07,RJ24GA9003,PLT-B2,NTPC GADARWARA,T-24-25,1853.01,1791.7,INV00298
DR00299,2024-09-03,RJ25GA1143,PLT-T1,SURATGARH STPS,T-24-28,1797.98,1758.3,INV00299
DR00300,2024-09-20,RJ11GA3857,PLT-T1,JAIPUR BOTTLING,C-24-36,707.84,691.7,INV00300
DR00301,2024-09-18,RJ24GA2568,PLT-T1,NAGAUR CEMENT,C-24-32,482.4,466.7,INV00301
DR00302,2024-09-24,RJ25GA1689,PLT-B2,BHILWARA PAPER,C-24-40,692.82,675.0,INV00302
DR00303,2024-10-22,RJ07GA5862,PLT-A1,NTPC SIPAT,T-24-02,1103.05,1079.5,INV00303
DR00304,2024-10-11,RJ12GA3770,PLT-A1,NTPC SIPAT,T-24-02,1099.97,1070.5,INV00304
DR00305,2024-10-20,RJ01GA4984,PLT-B2,KOTA TEXTILE,C-24-43,503.85,491.7,INV00305
DR00306,2024-10-14,RJ13GA9385,PLT-B2,NTPC KORBA,T-24-06,1027.87,989.0,INV00306
DR00307,2024-10-20,RJ23GA9676,PLT-B2,NTPC KORBA,T-24-06,1057.3,1027.7,INV00307
DR00308,2024-10-10,RJ11GA2034,PLT-T1,NTPC MOUDA,T-24-10,1943.37,1875.0,INV00308
DR00309,2024-10-07,RJ02GA2578,PLT-A1,NTPC NORTH KARANPURA,T-24-14,1899.35,1841.7,INV00309
DR00310,2024-10-02,RJ09GA8702,PLT-A1,NTPC DARLIPALI,T-24-18,2012.36,1941.7,INV00310
DR00311,2024-10-20,RJ06GA2718,PLT-B2,NTPC GADARWARA,T-24-25,1856.79,1791.7,INV00311
DR00312,2024-10-21,RJ24GA2966,PLT-T1,SURATGARH STPS,T-24-28,882.0,849.6,INV00312
DR00313,2024-10-17,RJ10GA8811,PLT-T1,SURATGARH STPS,T-24-28,929.53,908.7,INV00313
DR00314,2024-10-23,RJ10GA1590,PLT-T1,JAIPUR BOTTLING,C-24-36,706.02,691.7,INV00314
DR00315,2024-10-14,RJ06GA2450,PLT-T1,NAGAUR CEMENT,,484.36,466.7,INV00315
DR00316,2024-10-06,RJ25GA8037,PLT-B2,BHILWARA PAPER,C-24-40,689.33,675.0,INV00316
DR00317,2024-11-11,RJ07GA8308,PLT-A1,NTPC SIPAT,T-24-02,1099.59,1072.8,INV00317
DR00318,2024-11-20,RJ05GA4538,PLT-A1,NTPC SIPAT,T-24-02,1118.34,1077.2,INV00318
DR00319,2024-11-24,RJ13GA2850,PLT-B2,KOTA TEXTILE,C-24-43,507.21,491.7,INV00319
DR00320,2024-11-13,RJ21GA4533,PLT-B2,NTPC KORBA,T-24-06,1052.21,1014.8,INV00320
DR00321,2024-11-25,RJ22GA1489,PLT-B2,NTPC KORBA,T-24-06,1030.55,1001.9,INV00321
DR00322,2024-11-06,RJ27GA4556,PLT-T1,NTPC MOUDA,T-24-10,1043.45,1014.1,INV00322
DR00323,2024-11-14,RJ27GA8403,PLT-T1,NTPC MOUDA,,893.65,860.9,INV00323
DR00324,2024-11-17,RJ15GA8197,PLT-A1,NTPC NORTH KARANPURA,T-24-14,1893.16,1841.7,INV00324
DR00325,2024-11-15,RJ21GA6268,PLT-A1,NTPC DARLIPALI,T-24-18,987.49,961.1,INV00325
DR00326,2024-11-26,RJ22GA6366,PLT-A1,NTPC DARLIPALI,T-24-18,1015.13,980.6,INV00326
DR00327,2024-11-08,RJ22GA2306,PLT-B2,NTPC GADARWARA,T-24-25,892.53,861.1,INV00327
DR00328,2024-11-24,RJ17GA7703,PLT-B2,NTPC GADARWARA,T-24-25,965.66,930.6,INV00328
DR00329,2024-11-12,RJ19GA6599,PLT-T1,SURATGARH STPS,T-24-28,1820.88,1758.3,INV00329
DR00330,2024-11-15,RJ04GA5763,PLT-T1,JAIPUR BOTTLING,C-24-36,708.97,691.7,INV00330
DR00331,2024-11-03,RJ16GA3657,PLT-T1,NAGAUR CEMENT,,481.26,466.7,INV00331
DR00332,2024-11-06,RJ08GA9503,PLT-B2,BHILWARA PAPER,C-24-40,697.61,675.0,INV00332
DR00333,2024-12-23,RJ10GA2712,PLT-A1,NTPC SIPAT,T-24-02,1165.86,1137.1,INV00333
DR00334,2024-12-07,RJ20GA4258,PLT-A1,NTPC SIPAT,T-24-02,1048.09,1012.9,INV00334
DR00335,2024-12-20,RJ23GA2852,PLT-B2,KOTA TEXTILE,C-24-43,506.37,491.7,INV00335
DR00336,2024-12-06,RJ01GA6398,PLT-B2,NTPC KORBA,T-24-06,936.67,914.6,INV00336
DR00337,2024-12-27,RJ20GA6741,PLT-B2,NTPC KORBA,T-24-06,1124.3,1102.1,INV00337
DR00338,2024-12-25,RJ14GA8286,PLT-T1,NTPC MOUDA,T-24-10,891.44,858.4,INV00338
DR00339,2024-12-16,RJ03GA5941,PLT-T1,NTPC MOUDA,T-24-10,1056.44,1016.6,INV00339
DR00340,2024-12-09,RJ08GA3951,PLT-A1,NTPC NORTH KARANPURA,T-24-14,1896.69,1841.7,INV00340
DR00341,2024-12-03,RJ10GA7923,PLT-A1,NTPC DARLIPALI,T-24-18,974.39,950.4,INV00341
DR00342,2024-12-04,RJ25GA8349,PLT-A1,NTPC DARLIPALI,T-24-18,1021.15,991.3,INV00342
DR00343,2024-12-13,RJ11GA5260,PLT-B2,NTPC GADARWARA,T-24-25,1845.42,1791.7,INV00343
DR00344,2024-12-17,RJ01GA7732,PLT-T1,SURATGARH STPS,T-24-28,1824.05,1758.3,INV00344
DR00345,2024-12-08,RJ05GA4484,PLT-T1,JAIPUR BOTTLING,C-24-36,714.49,691.7,INV00345
DR00346,2024-12-22,RJ03GA9389,PLT-T1,NAGAUR CEMENT,C-24-32,479.49,466.7,INV00346
DR00347,2024-12-21,RJ12GA5416,PLT-B2,BHILWARA PAPER,C-24-40,694.0,675.0,INV00347
DR00348,2025-01-26,RJ13GA5850,PLT-A1,NTPC SIPAT,T-24-02,1121.74,1097.8,INV00348
DR00349,2025-01-27,RJ06GA9081,PLT-A1,NTPC SIPAT,T-24-02,1091.01,1052.2,INV00349
DR00350,2025-01-02,RJ08GA9124,PLT-B2,KOTA TEXTILE,C-24-43,508.86,491.7,INV00350
DR00351,2025-01-10,RJ15GA2862,PLT-B2,NTPC KORBA,T-24-06,976.22,946.4,INV00351
DR00352,2025-01-15,RJ24GA4138,PLT-B2,NTPC KORBA,T-24-06,1106.17,1070.3,INV00352
DR00353,2025-01-06,RJ04GA6417,PLT-T1,NTPC MOUDA,T-24-10,934.25,909.7,INV00353
DR00354,2025-01-07,RJ09GA7951,PLT-T1,NTPC MOUDA,T-24-10,993.62,965.3,INV00354
DR00355,2025-01-06,RJ20GA4212,PLT-A1,NTPC NORTH KARANPURA,T-24-14,1895.27,1841.7,INV00355
DR00356,2025-01-09,RJ12GA9953,PLT-A1,NTPC DARLIPALI,T-24-18,938.17,903.4,INV00356
DR00357,2025-01-07,RJ13GA9515,PLT-A1,NTPC DARLIPALI,T-24-18,1075.52,1038.3,INV00357
DR00358,2025-01-07,RJ19GA8941,PLT-B2,NTPC GADARWARA,T-24-25,1842.99,1791.7,INV00358
DR00359,2025-01-24,RJ27GA4941,PLT-T1,SURATGARH STPS,T-24-28,1820.76,1758.3,INV00359
DR00360,2025-01-05,RJ11GA3318,PLT-T1,JAIPUR BOTTLING,C-24-36,712.71,691.7,INV00360
DR00361,2025-01-10,RJ27GA7971,PLT-T1,NAGAUR CEMENT,,479.95,466.7,INV00361
DR00362,2025-01-11,RJ01GA4086,PLT-B2,BHILWARA PAPER,C-24-40,692.43,675.0,INV00362
DR00363,2025-02-08,RJ12GA1300,PLT-A1,NTPC SIPAT,T-24-02,1044.37,1005.3,INV00363
DR00364,2025-02-23,RJ13GA1152,PLT-A1,NTPC SIPAT,T-24-02,1184.14,1144.7,INV00364
DR00365,2025-02-04,RJ10GA3356,PLT-B2,KOTA TEXTILE,C-24-43,508.27,491.7,INV00365
DR00366,2025-02-22,RJ08GA8162,PLT-B2,NTPC KORBA,T-24-06,1015.55,979.5,INV00366
DR00367,2025-02-20,RJ11GA7458,PLT-B2,NTPC KORBA,T-24-06,1073.38,1037.2,INV00367
DR00368,2025-02-02,RJ20GA9854,PLT-T1,NTPC MOUDA,T-24-10,882.32,858.9,INV00368
DR00369,2025-02-08,RJ12GA5496,PLT-T1,NTPC MOUDA,T-24-10,1048.33,1016.1,INV00369
DR00370,2025-02-06,RJ15GA6799,PLT-A1,NTPC NORTH KARANPURA,T-24-14,1897.56,1841.7,INV00370
DR00371,2025-02-17,RJ02GA4627,PLT-A1,NTPC DARLIPALI,T-24-18,898.1,874.0,INV00371
DR00372,2025-02-27,RJ03GA1877,PLT-A1,NTPC DARLIPALI,T-24-18,1090.79,1067.7,INV00372
DR00373,2025-02-08,RJ11GA7123,PLT-B2,NTPC GADARWARA,T-24-25,1829.59,1791.7,INV00373
DR00374,2025-02-26,RJ17GA4556,PLT-T1,SURATGARH STPS,T-24-28,1795.37,1758.3,INV00374
DR00375,2025-02-18,RJ16GA9897,PLT-T1,JAIPUR BOTTLING,C-24-36,705.58,691.7,INV00375
DR00376,2025-02-21,RJ14GA7289,PLT-T1,NAGAUR CEMENT,C-24-32,484.26,466.7,INV00376
DR00377,2025-02-12,RJ27GA9038,PLT-B2,BHILWARA PAPER,C-24-40,692.32,675.0,INV00377
DR00378,2025-03-25,RJ12GA2442,PLT-A1,NTPC SIPAT,T-24-02,1004.25,968.8,INV00378
DR00379,2025-03-05,RJ20GA7196,PLT-A1,NTPC SIPAT,,1209.08,1181.2,INV00379
DR00380,2025-03-16,RJ15GA1043,PLT-B2,KOTA TEXTILE,C-24-43,508.28,491.7,INV00380
DR00381,2025-03-21,RJ01GA5848,PLT-B2,NTPC KORBA,T-24-06,2061.89,2016.7,INV00381
DR00382,2025-03-05,RJ24GA1943,PLT-T1,NTPC MOUDA,T-24-10,960.38,935.5,INV00382
DR00383,2025-03-08,RJ25GA6005,PLT-T1,NTPC MOUDA,,975.72,939.5,INV00383
DR00384,2025-03-26,RJ14GA3931,PLT-A1,NTPC NORTH KARANPURA,T-24-14,1884.27,1841.7,INV00384
DR00385,2025-03-14,RJ05GA3202,PLT-A1,NTPC DARLIPALI,T-24-18,1996.95,1941.7,INV00385
DR00386,2025-03-20,RJ15GA6962,PLT-B2,NTPC GADARWARA,T-24-25,842.54,822.0,INV00386
DR00387,2025-03-22,RJ15GA3999,PLT-B2,NTPC GADARWARA,T-24-25,997.33,969.7,INV00387
DR00388,2025-03-26,RJ08GA7038,PLT-T1,SURATGARH STPS,T-24-28,936.52,906.7,INV00388
DR00389,2025-03-12,RJ16GA7334,PLT-T1,SURATGARH STPS,T-24-28,885.32,851.6,INV00389
DR00390,2025-03-25,RJ18GA3175,PLT-T1,JAIPUR BOTTLING,C-24-36,712.22,691.7,INV00390
DR00391,2025-03-19,RJ15GA9534,PLT-T1,NAGAUR CEMENT,C-24-32,478.33,466.7,INV00391
DR00392,2025-03-11,RJ12GA7498,PLT-B2,BHILWARA PAPER,C-24-40,699.41,675.0,INV00392
DR00393,2025-04-18,RJ01GA3761,PLT-T1,JAIPUR BOTTLING,C-24-36,710.66,691.7,INV00393
DR00394,2025-04-22,RJ16GA2001,PLT-T1,NAGAUR CEMENT,C-24-32,485.35,466.7,INV00394
DR00395,2025-04-03,RJ10GA6410,PLT-B2,BHILWARA PAPER,C-24-40,701.49,675.0,INV00395
DR00396,2025-04-27,RJ21GA8317,PLT-A1,NTPC SIPAT,T-25-03,2038.62,1966.7,INV00396
DR00397,2025-04-11,RJ14GA4459,PLT-T1,KOTA TEXTILE,C-25-44,770.63,741.7,INV00397
DR00398,2025-04-11,RJ17GA5302,PLT-A1,NTPC KORBA,T-25-07,971.4,949.0,INV00398
DR00399,2025-04-08,RJ04GA4392,PLT-A1,NTPC KORBA,,922.7,901.0,INV00399
DR00400,2025-04-24,RJ09GA6764,PLT-A1,NTPC MOUDA,T-25-11,1019.24,981.2,INV00400
DR00401,2025-04-08,RJ11GA8264,PLT-A1,NTPC MOUDA,T-25-11,934.66,910.5,INV00401
DR00402,2025-04-23,RJ05GA1816,PLT-B2,NTPC NORTH KARANPURA,T-25-15,2052.76,1983.3,INV00402
DR00403,2025-04-11,RJ06GA7200,PLT-T1,NTPC DARLIPALI,T-25-19,1066.64,1036.3,INV00403
DR00404,2025-04-22,RJ26GA6478,PLT-T1,NTPC DARLIPALI,T-25-19,1165.22,1138.7,INV00404
DR00405,2025-04-26,RJ08GA3053,PLT-B2,NTPC LARA,T-25-22,1874.2,1825.0,INV00405
DR00406,2025-04-19,RJ02GA1785,PLT-T1,NTPC GADARWARA,T-25-26,1064.2,1031.5,INV00406
DR00407,2025-04-07,RJ02GA3425,PLT-T1,NTPC GADARWARA,T-25-26,1239.23,1193.5,INV00407
DR00408,2025-04-20,RJ05GA1949,PLT-B2,SURATGARH STPS,T-25-29,1061.72,1027.6,INV00408
DR00409,2025-04-27,RJ24GA7862,PLT-B2,SURATGARH STPS,T-25-29,1023.97,989.1,INV00409
DR00410,2025-05-02,RJ26GA5468,PLT-T1,JAIPUR BOTTLING,,718.93,691.7,INV00410
DR00411,2025-05-06,RJ11GA8826,PLT-T1,NAGAUR CEMENT,C-24-32,478.63,466.7,INV00411
DR00412,2025-05-04,RJ25GA7214,PLT-B2,BHILWARA PAPER,C-24-40,700.33,675.0,INV00412
DR00413,2025-05-09,RJ26GA7079,PLT-A1,NTPC SIPAT,,2014.05,1966.7,INV00413
DR00414,2025-05-06,RJ18GA5128,PLT-T1,KOTA TEXTILE,C-25-44,766.15,741.7,INV00414
DR00415,2025-05-14,RJ02GA9062,PLT-A1,NTPC KORBA,T-25-07,1890.86,1850.0,INV00415
DR00416,2025-05-14,RJ06GA1269,PLT-A1,NTPC MOUDA,T-25-11,1022.92,996.7,INV00416
DR00417,2025-05-23,RJ05GA6924,PLT-A1,NTPC MOUDA,T-25-11,929.14,895.0,INV00417
DR00418,2025-05-23,RJ23GA7276,PLT-B2,NTPC NORTH KARANPURA,T-25-15,924.68,903.9,INV00418
DR00419,2025-05-22,RJ19GA4924,PLT-B2,NTPC NORTH KARANPURA,,1114.66,1079.4,INV00419
DR00420,2025-05-07,RJ27GA7292,PLT-T1,NTPC DARLIPALI,T-25-19,1158.45,1127.7,INV00420
DR00421,2025-05-19,RJ12GA3387,PLT-T1,NTPC DARLIPALI,T-25-19,1072.98,1047.3,INV00421
DR00422,2025-05-17,RJ27GA6915,PLT-B2,NTPC LARA,T-25-22,1890.53,1825.0,INV00422
DR00423,2025-05-19,RJ05GA4954,PLT-T1,NTPC GADARWARA,T-25-26,1249.67,1222.9,INV00423
DR00424,2025-05-20,RJ09GA5242,PLT-T1,NTPC GADARWARA,T-25-26,1034.61,1002.1,INV00424
DR00425,2025-05-06,RJ12GA7719,PLT-B2,SURATGARH STPS,T-25-29,1050.89,1012.0,INV00425
DR00426,2025-05-14,RJ20GA9215,PLT-B2,SURATGARH STPS,T-25-29,1028.03,1004.7,INV00426
DR00427,2025-06-19,RJ09GA3015,PLT-B2,BHILWARA PAPER,C-24-40,689.51,675.0,INV00427
DR00428,2025-06-26,RJ06GA7474,PLT-A1,NTPC SIPAT,T-25-03,2041.87,1966.7,INV00428
DR00429,2025-06-10,RJ17GA3232,PLT-T1,KOTA TEXTILE,C-25-44,759.17,741.7,INV00429
DR00430,2025-06-10,RJ11GA5914,PLT-A1,NTPC KORBA,T-25-07,987.18,955.4,INV00430
DR00431,2025-06-12,RJ10GA2078,PLT-A1,NTPC KORBA,T-25-07,912.95,894.6,INV00431
DR00432,2025-06-19,RJ06GA5644,PLT-A1,NTPC MOUDA,T-25-11,1032.46,1007.6,INV00432
DR00433,2025-06-15,RJ15GA7215,PLT-A1,NTPC MOUDA,T-25-11,910.32,884.1,INV00433
DR00434,2025-06-13,RJ15GA3831,PLT-B2,NTPC NORTH KARANPURA,T-25-15,2024.73,1983.3,INV00434
DR00435,2025-06-25,RJ08GA8285,PLT-T1,NTPC DARLIPALI,T-25-19,1187.4,1155.2,INV00435
DR00436,2025-06-17,RJ26GA6528,PLT-T1,NTPC DARLIPALI,,1040.57,1019.8,INV00436
DR00437,2025-06-06,RJ10GA9438,PLT-B2,NTPC LARA,T-25-22,1886.2,1825.0,INV00437
DR00438,2025-06-02,RJ22GA2530,PLT-T1,NTPC GADARWARA,T-25-26,1197.56,1173.8,INV00438
DR00439,2025-06-14,RJ06GA3750,PLT-T1,NTPC GADARWARA,T-25-26,1091.56,1051.2,INV00439
DR00440,2025-06-22,RJ25GA3270,PLT-B2,SURATGARH STPS,T-25-29,1075.63,1039.4,INV00440
DR00441,2025-06-23,RJ14GA4148,PLT-B2,SURATGARH STPS,T-25-29,997.4,977.3,INV00441
DR00442,2025-06-14,RJ11GA5197,PLT-T1,JAIPUR BOTTLING,C-25-37,619.53,600.0,INV00442
DR00443,2025-06-16,RJ25GA9905,PLT-T1,NAGAUR CEMENT,C-25-33,734.03,708.3,INV00443
DR00444,2025-07-05,RJ09GA8860,PLT-A1,NTPC SIPAT,T-25-03,2026.9,1966.7,INV00444
DR00445,2025-07-26,RJ23GA6580,PLT-T1,KOTA TEXTILE,C-25-44,767.9,741.7,INV00445
DR00446,2025-07-06,RJ03GA9717,PLT-A1,NTPC KORBA,T-25-07,1902.1,1850.0,INV00446
DR00447,2025-07-21,RJ06GA7102,PLT-A1,NTPC MOUDA,T-25-11,948.56,913.3,INV00447
DR00448,2025-07-23,RJ18GA5676,PLT-A1,NTPC MOUDA,T-25-11,1006.4,978.4,INV00448
DR00449,2025-07-11,RJ05GA6035,PLT-B2,NTPC NORTH KARANPURA,,934.92,914.4,INV00449
DR00450,2025-07-02,RJ01GA8469,PLT-B2,NTPC NORTH KARANPURA,T-25-15,1106.48,1068.9,INV00450
DR00451,2025-07-15,RJ02GA5436,PLT-T1,NTPC DARLIPALI,T-25-19,1104.19,1063.4,INV00451
DR00452,2025-07-19,RJ11GA6359,PLT-T1,NTPC DARLIPALI,T-25-19,1134.96,1111.6,INV00452
DR00453,2025-07-19,RJ15GA9006,PLT-B2,NTPC LARA,T-25-22,896.54,877.0,INV00453
DR00454,2025-07-08,RJ22GA5575,PLT-B2,NTPC LARA,,974.66,948.0,INV00454
DR00455,2025-07-05,RJ06GA4298,PLT-T1,NTPC GADARWARA,T-25-26,1230.26,1191.3,INV00455
DR00456,2025-07-21,RJ27GA7868,PLT-T1,NTPC GADARWARA,T-25-26,1058.47,1033.7,INV00456
DR00457,2025-07-10,RJ10GA8952,PLT-B2,SURATGARH STPS,T-25-29,1030.9,994.5,INV00457
DR00458,2025-07-11,RJ07GA9538,PLT-B2,SURATGARH STPS,T-25-29,1045.25,1022.2,INV00458
DR00459,2025-07-20,RJ18GA5572,PLT-T1,JAIPUR BOTTLING,C-25-37,613.87,600.0,INV00459
DR00460,2025-07-05,RJ13GA9541,PLT-T1,NAGAUR CEMENT,C-25-33,726.84,708.3,INV00460
DR00461,2025-08-12,RJ19GA5828,PLT-A1,NTPC SIPAT,T-25-03,2030.76,1966.7,INV00461
DR00462,2025-08-03,RJ01GA1868,PLT-T1,KOTA TEXTILE,C-25-44,763.41,741.7,INV00462
DR00463,2025-08-24,RJ09GA7425,PLT-A1,NTPC KORBA,T-25-07,1907.3,1850.0,INV00463
DR00464,2025-08-15,RJ25GA8747,PLT-A1,NTPC MOUDA,T-25-11,894.51,867.7,INV00464
DR00465,2025-08-08,RJ25GA1288,PLT-A1,NTPC MOUDA,T-25-11,1048.6,1024.0,INV00465
DR00466,2025-08-04,RJ09GA4064,PLT-B2,NTPC NORTH KARANPURA,T-25-15,2052.23,1983.3,INV00466
DR00467,2025-08-05,RJ18GA7788,PLT-T1,NTPC DARLIPALI,T-25-19,1064.41,1033.4,INV00467
DR00468,2025-08-03,RJ10GA6712,PLT-T1,NTPC DARLIPALI,T-25-19,1178.94,1141.6,INV00468
DR00469,2025-08-09,RJ10GA2154,PLT-B2,NTPC LARA,,1867.47,1825.0,INV00469
DR00470,2025-08-03,RJ17GA3062,PLT-T1,NTPC GADARWARA,T-25-26,1109.61,1085.7,INV00470
DR00471,2025-08-13,RJ08GA9170,PLT-T1,NTPC GADARWARA,T-25-26,1184.35,1139.3,INV00471
DR00472,2025-08-15,RJ14GA1297,PLT-B2,SURATGARH STPS,,1005.99,970.1,INV00472
DR00473,2025-08-08,RJ09GA9420,PLT-B2,SURATGARH STPS,T-25-29,1074.14,1046.6,INV00473
DR00474,2025-08-16,RJ27GA4957,PLT-T1,JAIPUR BOTTLING,C-25-37,618.19,600.0,INV00474
DR00475,2025-08-18,RJ25GA3165,PLT-T1,NAGAUR CEMENT,C-25-33,727.3,708.3,INV00475
DR00476,2025-09-25,RJ07GA6192,PLT-A1,NTPC SIPAT,T-25-03,1052.95,1026.0,INV00476
