guid,voucher_type,vch_no,vch_date,ledger_name,amount,dr_cr,narration,entered_at
AV01413,Purchase,1413,21-Aug-2024,New Banas Biomass Co,734862.1,Dr,stalk purchase,21-Aug-2024
AV01414,Purchase,1414,23-Aug-2024,Salasar Banas Biomass Co,859303.5,Dr,stalk purchase,23-Aug-2024
AV01415,Purchase,1415,03-Aug-2024,Jai Rathore Agro Traders,723945.6,Dr,stalk purchase,03-Aug-2024
AV01416,Purchase,1416,24-Aug-2024,Salasar Marudhar Krishi Udyog,720275.8,Dr,stalk purchase,24-Aug-2024
AV01417,Purchase,1417,06-Aug-2024,Salasar Banas Biomass Co,829785.6,Dr,stalk purchase,06-Aug-2024
AV01418,Purchase,1418,15-Aug-2024,Sanwariya Govind Agro Industries,815153.4,Dr,stalk purchase,15-Aug-2024
AV01419,Purchase,1419,15-Aug-2024,Jai Sardar Agro Industries,771627.2,Dr,stalk purchase,15-Aug-2024
AV01420,Purchase,1420,11-Aug-2024,Maa Krishna Fuels,698392.8,Dr,stalk purchase,11-Aug-2024
AV01421,Purchase,1421,24-Aug-2024,Sanwariya Krishna Agri Residue Pvt Ltd,852744.8,Dr,stalk purchase,24-Aug-2024
AV01422,Purchase,1422,06-Aug-2024,Jai Rathore Agro Traders,687480.0,Dr,stalk purchase,06-Aug-2024
AV01423,Purchase,1423,16-Aug-2024,Salasar Marudhar Krishi Udyog,757272.0,Dr,stalk purchase,16-Aug-2024
AV01424,Purchase,1424,15-Aug-2024,Nakoda Banas Krishi Bhandar,858348.0,Dr,stalk purchase,15-Aug-2024
AV01425,Purchase,1425,20-Aug-2024,Salasar Marudhar Krishi Udyog,775717.2,Dr,stalk purchase,20-Aug-2024
AV01426,Purchase,1426,05-Aug-2024,Jai Rathore Krishi Bhandar,662926.5,Dr,stalk purchase,05-Aug-2024
AV01427,Purchase,1427,25-Aug-2024,Sanwariya Vijay Enterprises,701189.5,Dr,stalk purchase,25-Aug-2024
AV01428,Purchase,1428,04-Aug-2024,Khatu Shyam Enterprises,853062.4,Dr,stalk purchase,04-Aug-2024
AV01429,Purchase,1429,24-Aug-2024,Jai Rathore Agro Traders,730198.4,Dr,stalk purchase,24-Aug-2024
AV01430,Purchase,1430,09-Aug-2024,Sanwariya Vijay Enterprises,677758.6,Dr,stalk purchase,09-Aug-2024
AV01431,Purchase,1431,07-Aug-2024,Khatu Rathore Biomass Co,877204.1,Dr,stalk purchase,07-Aug-2024
AV01432,Purchase,1432,11-Aug-2024,Shri Bhagwati Trading Co,14148856.4,Dr,pellets purchase,11-Aug-2024
AV01433,Purchase,1433,04-Sep-2024,Khatu Jagdamba Agro Industries,752051.7,Dr,husk purchase,04-Sep-2024
AV01434,Purchase,1434,20-Sep-2024,Salasar Luni Agro Company,678048.3,Dr,husk purchase,20-Sep-2024
AV01435,Purchase,1435,02-Sep-2024,Khatu Shyam Enterprises,634064.7,Dr,husk purchase,02-Sep-2024
AV01436,Purchase,1436,17-Sep-2024,Maa Ganesh Biomass Co,773479.0,Dr,husk purchase,17-Sep-2024
AV01437,Purchase,1437,19-Sep-2024,Khatu Vijay Biomass Suppliers,676086.0,Dr,husk purchase,19-Sep-2024
AV01438,Purchase,1438,27-Sep-2024,Shree Ramdev Fuels,825277.2,Dr,husk purchase,27-Sep-2024
AV01439,Purchase,1439,24-Sep-2024,New Bhagwati Krishi Bhandar,627896.5,Dr,husk purchase,24-Sep-2024
AV01440,Purchase,1440,11-Sep-2024,Sanwariya Govind Agro Industries,782443.2,Dr,husk purchase,11-Sep-2024
AV01441,Purchase,1441,13-Sep-2024,New Bhairav Krishi Udyog,625328.0,Dr,husk purchase,13-Sep-2024
AV01442,Purchase,1442,15-Sep-2024,New Bhagwati Krishi Bhandar,747711.0,Dr,husk purchase,15-Sep-2024
AV01443,Purchase,1443,23-Sep-2024,Sanwariya Suraj Biomass Suppliers,739543.2,Dr,husk purchase,23-Sep-2024
AV01444,Purchase,1444,13-Sep-2024,Shree Laxmi Biomass Suppliers,766914.1,Dr,husk purchase,13-Sep-2024
AV01445,Purchase,1445,17-Sep-2024,Sanwariya Vijay Enterprises,622309.7,Dr,husk purchase,17-Sep-2024
AV01446,Purchase,1446,18-Sep-2024,Shri Bhagwati Trading Co,713798.4,Dr,husk purchase,18-Sep-2024
AV01447,Purchase,1447,24-Sep-2024,Salasar Deepak Agri Residue Pvt Ltd,738606.7,Dr,husk purchase,24-Sep-2024
AV01448,Purchase,1448,05-Sep-2024,Shree Ramdev Fuels,586748.8,Dr,husk purchase,05-Sep-2024
AV01449,Purchase,1449,20-Sep-2024,Salasar Luni Agro Company,800659.2,Dr,husk purchase,20-Sep-2024
AV01450,Purchase,1450,06-Sep-2024,Salasar Luni Agro Company,742716.0,Dr,husk purchase,06-Sep-2024
AV01451,Purchase,1451,19-Sep-2024,New Rajputana Agro Traders,694078.4,Dr,husk purchase,19-Sep-2024
AV01452,Purchase,1452,07-Sep-2024,Maa Vijay Biomass Co,647010.3,Dr,husk purchase,07-Sep-2024
AV01453,Purchase,1453,18-Sep-2024,Shri Bhagwati Trading Co,782380.8,Dr,husk purchase,18-Sep-2024
AV01454,Purchase,1454,13-Sep-2024,Khatu Marudhar Enterprises,605830.8,Dr,husk purchase,13-Sep-2024
AV01455,Purchase,1455,12-Sep-2024,Salasar Mahaveer Fuels,790336.0,Dr,husk purchase,12-Sep-2024
AV01456,Purchase,1456,02-Sep-2024,Nakoda Ramdev Trading Co,662478.0,Dr,husk purchase,02-Sep-2024
AV01457,Purchase,1457,23-Sep-2024,Khatu Shyam Enterprises,748840.8,Dr,husk purchase,23-Sep-2024
AV01458,Purchase,1458,17-Sep-2024,Salasar Mahaveer Fuels,700723.4,Dr,husk purchase,17-Sep-2024
AV01459,Purchase,1459,11-Sep-2024,Salasar Luni Agro Company,733491.2,Dr,husk purchase,11-Sep-2024
AV01460,Purchase,1460,11-Sep-2024,Salasar Deepak Agri Residue Pvt Ltd,695820.9,Dr,husk purchase,11-Sep-2024
AV01461,Purchase,1461,10-Sep-2024,New Bhairav Krishi Udyog,769920.0,Dr,husk purchase,10-Sep-2024
AV01462,Purchase,1462,27-Sep-2024,New Balaji Krishi Bhandar,794144.0,Dr,husk purchase,27-Sep-2024
AV01463,Purchase,1463,13-Sep-2024,New Rathore Krishi Bhandar,603623.8,Dr,husk purchase,13-Sep-2024
AV01464,Purchase,1464,19-Sep-2024,Shree Ramdev Fuels,754929.5,Dr,husk purchase,19-Sep-2024
AV01465,Purchase,1465,20-Sep-2024,Om Shyam Biomass Suppliers,718360.5,Dr,husk purchase,20-Sep-2024
AV01466,Purchase,1466,20-Sep-2024,Salasar Krishna Biomass Suppliers,751587.9,Dr,husk purchase,20-Sep-2024
AV01467,Purchase,1467,23-Sep-2024,Khatu Jagdamba Agro Industries,714843.8,Dr,husk purchase,23-Sep-2024
AV01468,Purchase,1468,25-Sep-2024,Shree Luni Trading Co,651655.0,Dr,husk purchase,25-Sep-2024
AV01469,Purchase,1469,06-Sep-2024,Shri Bhagwati Trading Co,627183.0,Dr,husk purchase,06-Sep-2024
AV01470,Purchase,1470,09-Sep-2024,New Balaji Krishi Bhandar,731139.0,Dr,husk purchase,09-Sep-2024
AV01471,Purchase,1471,03-Sep-2024,Salasar Saurashtra Biomass Suppliers,801164.6,Dr,husk purchase,03-Sep-2024
AV01472,Purchase,1472,19-Sep-2024,New Rathore Agro Industries,658027.8,Dr,husk purchase,19-Sep-2024
AV01473,Purchase,1473,16-Sep-2024,New Rajputana Agro Traders,719158.7,Dr,husk purchase,16-Sep-2024
AV01474,Purchase,1474,14-Sep-2024,Salasar Saurashtra Biomass Suppliers,701319.0,Dr,husk purchase,14-Sep-2024
AV01475,Purchase,1475,14-Sep-2024,Shree Vijay Agro Traders,619868.7,Dr,husk purchase,14-Sep-2024
AV01476,Purchase,1476,18-Sep-2024,Nakoda Ramdev Trading Co,777249.7,Dr,husk purchase,18-Sep-2024
AV01477,Purchase,1477,24-Sep-2024,Sanwariya Suraj Biomass Suppliers,672710.4,Dr,husk purchase,24-Sep-2024
AV01478,Purchase,1478,08-Sep-2024,New Balaji Krishi Bhandar,730542.0,Dr,husk purchase,08-Sep-2024
AV01479,Purchase,1479,20-Sep-2024,Shree Vijay Agro Traders,605516.4,Dr,husk purchase,20-Sep-2024
AV01480,Purchase,1480,25-Sep-2024,Nakoda Marudhar Agri Residue Pvt Ltd,961250.4,Dr,stalk purchase,25-Sep-2024
AV01481,Purchase,1481,21-Sep-2024,Sanwariya Govind Agro Industries,940010.2,Dr,stalk purchase,21-Sep-2024
AV01482,Purchase,1482,10-Sep-2024,Maa Krishna Fuels,920787.0,Dr,stalk purchase,10-Sep-2024
AV01483,Purchase,1483,04-Sep-2024,Salasar Marudhar Krishi Udyog,796928.0,Dr,stalk purchase,04-Sep-2024
AV01484,Purchase,1484,10-Sep-2024,Maa Krishna Fuels,913662.4,Dr,stalk purchase,10-Sep-2024
AV01485,Purchase,1485,22-Sep-2024,Khatu Rathore Biomass Co,955653.6,Dr,stalk purchase,22-Sep-2024
AV01486,Purchase,1486,12-Sep-2024,Nakoda Marudhar Agri Residue Pvt Ltd,931619.4,Dr,stalk purchase,12-Sep-2024
AV01487,Purchase,1487,11-Sep-2024,Maa Kathiawad Agri Residue Pvt Ltd,900354.0,Dr,stalk purchase,11-Sep-2024
AV01488,Purchase,1488,27-Sep-2024,Salasar Marudhar Krishi Udyog,705423.6,Dr,stalk purchase,27-Sep-2024
AV01489,Purchase,1489,25-Sep-2024,Khatu Rathore Biomass Co,775929.6,Dr,stalk purchase,25-Sep-2024
AV01490,Purchase,1490,13-Sep-2024,Khatu Shyam Enterprises,904571.7,Dr,stalk purchase,13-Sep-2024
AV01491,Purchase,1491,20-Sep-2024,Jai Thar Fuels,842618.1,Dr,stalk purchase,20-Sep-2024
AV01492,Purchase,1492,22-Sep-2024,Nakoda Banas Krishi Bhandar,787502.4,Dr,stalk purchase,22-Sep-2024
AV01493,Purchase,1493,27-Sep-2024,Jai Sardar Agro Industries,984891.6,Dr,stalk purchase,27-Sep-2024
AV01494,Purchase,1494,24-Sep-2024,Salasar Marudhar Krishi Udyog,865202.0,Dr,stalk purchase,24-Sep-2024
AV01495,Purchase,1495,04-Sep-2024,Shri Bhagwati Trading Co,789890.4,Dr,stalk purchase,04-Sep-2024
AV01496,Purchase,1496,05-Sep-2024,Sanwariya Rathore Agro Company,909766.2,Dr,stalk purchase,05-Sep-2024
AV01497,Purchase,1497,13-Sep-2024,Sanwariya Vijay Enterprises,13573086.8,Dr,pellets purchase,13-Sep-2024
AV01498,Purchase,1498,06-Oct-2024,Shree Rajputana Trading Co,694789.5,Dr,husk purchase,06-Oct-2024
AV01499,Purchase,1499,13-Oct-2024,Maa Ganesh Biomass Co,728075.1,Dr,husk purchase,13-Oct-2024
AV01500,Purchase,1500,21-Oct-2024,Shree Vijay Agro Traders,674954.4,Dr,husk purchase,21-Oct-2024
AV01501,Purchase,1501,07-Oct-2024,Salasar Krishna Biomass Suppliers,630015.0,Dr,husk purchase,07-Oct-2024
AV01502,Purchase,1502,26-Oct-2024,Sanwariya Govind Agro Industries,579545.6,Dr,husk purchase,26-Oct-2024
AV01503,Purchase,1503,07-Oct-2024,Khatu Marudhar Enterprises,756906.8,Dr,husk purchase,07-Oct-2024
AV01504,Purchase,1504,12-Oct-2024,New Bhairav Krishi Udyog,567154.2,Dr,husk purchase,12-Oct-2024
AV01505,Purchase,1505,16-Oct-2024,Khatu Shyam Enterprises,640012.8,Dr,husk purchase,16-Oct-2024
AV01506,Purchase,1506,15-Oct-2024,Maa Ganesh Biomass Co,687839.6,Dr,husk purchase,15-Oct-2024
AV01507,Purchase,1507,23-Oct-2024,Maa Balaji Trading Co,597359.0,Dr,husk purchase,23-Oct-2024
AV01508,Purchase,1508,02-Oct-2024,Salasar Marudhar Krishi Udyog,586606.8,Dr,husk purchase,02-Oct-2024
AV01509,Purchase,1509,19-Oct-2024,Khatu Jagdamba Agro Industries,686264.7,Dr,husk purchase,19-Oct-2024
AV01510,Purchase,1510,05-Oct-2024,Sanwariya Ganesh Agri Residue Pvt Ltd,662783.2,Dr,husk purchase,05-Oct-2024
AV01511,Purchase,1511,13-Oct-2024,New Bhairav Krishi Udyog,560880.0,Dr,husk purchase,13-Oct-2024
AV01512,Purchase,1512,15-Oct-2024,Shri Bhagwati Trading Co,622708.8,Dr,husk purchase,15-Oct-2024
AV01513,Purchase,1513,17-Oct-2024,Sanwariya Rathore Agro Company,660328.0,Dr,husk purchase,17-Oct-2024
AV01514,Purchase,1514,17-Oct-2024,Shree Luni Trading Co,556241.2,Dr,husk purchase,17-Oct-2024
AV01515,Purchase,1515,11-Oct-2024,Khatu Marudhar Enterprises,717605.2,Dr,husk purchase,11-Oct-2024
AV01516,Purchase,1516,12-Oct-2024,Salasar Saurashtra Biomass Suppliers,595775.2,Dr,husk purchase,12-Oct-2024
AV01517,Purchase,1517,22-Oct-2024,New Rajputana Agro Traders,698022.4,Dr,husk purchase,22-Oct-2024
AV01518,Purchase,1518,18-Oct-2024,Sanwariya Vijay Enterprises,726388.6,Dr,husk purchase,18-Oct-2024
AV01519,Purchase,1519,13-Oct-2024,Shri Bhagwati Trading Co,661122.0,Dr,husk purchase,13-Oct-2024
AV01520,Purchase,1520,14-Oct-2024,Khatu Thar Agro Company,634564.0,Dr,husk purchase,14-Oct-2024
AV01521,Purchase,1521,07-Oct-2024,Maa Balaji Trading Co,723370.8,Dr,husk purchase,07-Oct-2024
AV01522,Purchase,1522,06-Oct-2024,Shree Ramdev Fuels,631049.4,Dr,husk purchase,06-Oct-2024
AV01523,Purchase,1523,06-Oct-2024,Sanwariya Vijay Enterprises,700203.6,Dr,husk purchase,06-Oct-2024
AV01524,Purchase,1524,23-Oct-2024,New Rathore Krishi Bhandar,595595.2,Dr,husk purchase,23-Oct-2024
AV01525,Purchase,1525,08-Oct-2024,Sanwariya Govind Agro Industries,730354.6,Dr,husk purchase,08-Oct-2024
AV01526,Purchase,1526,06-Oct-2024,New Rajputana Agro Traders,599403.0,Dr,husk purchase,06-Oct-2024
AV01527,Purchase,1527,05-Oct-2024,New Rajputana Agro Traders,590755.0,Dr,husk purchase,05-Oct-2024
AV01528,Purchase,1528,21-Oct-2024,Salasar Krishna Biomass Suppliers,684747.6,Dr,husk purchase,21-Oct-2024
AV01529,Purchase,1529,25-Oct-2024,Salasar Mahaveer Krishi Udyog,716082.5,Dr,husk purchase,25-Oct-2024
AV01530,Purchase,1530,04-Oct-2024,Shree Laxmi Biomass Suppliers,648802.5,Dr,husk purchase,04-Oct-2024
AV01531,Purchase,1531,26-Oct-2024,Shree Vijay Agro Traders,696017.4,Dr,husk purchase,26-Oct-2024
AV01532,Purchase,1532,03-Oct-2024,Khatu Shyam Enterprises,760021.2,Dr,husk purchase,03-Oct-2024
AV01533,Purchase,1533,05-Oct-2024,Khatu Jagdamba Agro Industries,724326.4,Dr,husk purchase,05-Oct-2024
AV01534,Purchase,1534,17-Oct-2024,Shree Rajputana Trading Co,627297.4,Dr,husk purchase,17-Oct-2024
AV01535,Purchase,1535,02-Oct-2024,New Rajputana Agro Traders,643703.8,Dr,husk purchase,02-Oct-2024
AV01536,Purchase,1536,18-Oct-2024,Shree Vijay Agro Traders,584944.5,Dr,husk purchase,18-Oct-2024
AV01537,Purchase,1537,07-Oct-2024,Khatu Jagdamba Agro Industries,596565.0,Dr,husk purchase,07-Oct-2024
AV01538,Purchase,1538,06-Oct-2024,Sanwariya Ganesh Agri Residue Pvt Ltd,595175.7,Dr,husk purchase,06-Oct-2024
AV01539,Purchase,1539,07-Oct-2024,Khatu Vijay Biomass Suppliers,688636.0,Dr,husk purchase,07-Oct-2024
AV01540,Purchase,1540,08-Oct-2024,Sanwariya Vijay Enterprises,569764.8,Dr,husk purchase,08-Oct-2024
AV01541,Purchase,1541,24-Oct-2024,Salasar Saurashtra Biomass Suppliers,642167.0,Dr,husk purchase,24-Oct-2024
AV01542,Purchase,1542,07-Oct-2024,New Rathore Agro Industries,665359.2,Dr,husk purchase,07-Oct-2024
AV01543,Purchase,1543,12-Oct-2024,Khatu Marudhar Enterprises,732166.8,Dr,husk purchase,12-Oct-2024
AV01544,Purchase,1544,15-Oct-2024,Om Shyam Biomass Suppliers,558720.0,Dr,husk purchase,15-Oct-2024
AV01545,Purchase,1545,25-Oct-2024,Shree Luni Trading Co,714785.4,Dr,husk purchase,25-Oct-2024
AV01546,Purchase,1546,15-Oct-2024,Maa Balaji Krishi Bhandar,708552.0,Dr,husk purchase,15-Oct-2024
AV01547,Purchase,1547,08-Oct-2024,New Rajputana Agro Traders,683760.8,Dr,husk purchase,08-Oct-2024
AV01548,Purchase,1548,07-Oct-2024,Khatu Vijay Biomass Suppliers,599296.0,Dr,husk purchase,07-Oct-2024
AV01549,Purchase,1549,27-Oct-2024,Nakoda Ramdev Trading Co,552600.0,Dr,husk purchase,27-Oct-2024
AV01550,Purchase,1550,17-Oct-2024,Shree Vijay Agro Traders,703564.4,Dr,husk purchase,17-Oct-2024
AV01551,Purchase,1551,26-Oct-2024,Salasar Luni Agro Company,631359.0,Dr,husk purchase,26-Oct-2024
AV01552,Purchase,1552,26-Oct-2024,Salasar Mahaveer Krishi Udyog,661915.1,Dr,husk purchase,26-Oct-2024
AV01553,Purchase,1553,09-Oct-2024,Shri Bhagwati Trading Co,668997.0,Dr,husk purchase,09-Oct-2024
AV01554,Purchase,1554,07-Oct-2024,Salasar Mahaveer Fuels,547474.8,Dr,husk purchase,07-Oct-2024
AV01555,Purchase,1555,02-Oct-2024,Shree Ramdev Fuels,686083.2,Dr,husk purchase,02-Oct-2024
AV01556,Purchase,1556,20-Oct-2024,Khatu Thar Agro Company,562135.2,Dr,husk purchase,20-Oct-2024
AV01557,Purchase,1557,27-Oct-2024,Salasar Banas Biomass Co,765532.8,Dr,stalk purchase,27-Oct-2024
AV01558,Purchase,1558,04-Oct-2024,Jai Rathore Agro Traders,679581.0,Dr,stalk purchase,04-Oct-2024
AV01559,Purchase,1559,04-Oct-2024,Sanwariya Govind Agro Industries,729072.0,Dr,stalk purchase,04-Oct-2024
AV01560,Purchase,1560,23-Oct-2024,Khatu Rathore Biomass Co,747069.0,Dr,stalk purchase,23-Oct-2024
AV01561,Purchase,1561,26-Oct-2024,Sanwariya Govind Agro Industries,631570.8,Dr,stalk purchase,26-Oct-2024
AV01562,Purchase,1562,24-Oct-2024,Maa Kathiawad Agri Residue Pvt Ltd,620244.8,Dr,stalk purchase,24-Oct-2024
AV01563,Purchase,1563,27-Oct-2024,Sanwariya Rathore Agro Company,696422.2,Dr,stalk purchase,27-Oct-2024
AV01564,Purchase,1564,19-Oct-2024,Sanwariya Vijay Enterprises,729062.0,Dr,stalk purchase,19-Oct-2024
AV01565,Purchase,1565,08-Oct-2024,New Banas Biomass Co,643680.0,Dr,stalk purchase,08-Oct-2024
AV01566,Purchase,1566,14-Oct-2024,Maa Krishna Fuels,600715.5,Dr,stalk purchase,14-Oct-2024
AV01567,Purchase,1567,12-Oct-2024,Salasar Banas Biomass Co,593736.8,Dr,stalk purchase,12-Oct-2024
AV01568,Purchase,1568,24-Oct-2024,Khatu Rathore Biomass Co,667730.7,Dr,stalk purchase,24-Oct-2024
AV01569,Purchase,1569,12-Oct-2024,Sanwariya Vijay Enterprises,618382.8,Dr,stalk purchase,12-Oct-2024
AV01570,Purchase,1570,19-Oct-2024,Sanwariya Govind Agro Industries,653697.0,Dr,stalk purchase,19-Oct-2024
AV01571,Purchase,1571,22-Oct-2024,Salasar Banas Biomass Co,562262.4,Dr,stalk purchase,22-Oct-2024
AV01572,Purchase,1572,07-Oct-2024,Salasar Marudhar Krishi Udyog,709416.0,Dr,stalk purchase,07-Oct-2024
AV01573,Purchase,1573,09-Oct-2024,Sanwariya Krishna Agri Residue Pvt Ltd,730548.0,Dr,stalk purchase,09-Oct-2024
AV01574,Purchase,1574,27-Oct-2024,Jai Rathore Agro Traders,731313.0,Dr,stalk purchase,27-Oct-2024
AV01575,Purchase,1575,11-Oct-2024,Sanwariya Govind Agro Industries,695520.0,Dr,stalk purchase,11-Oct-2024
AV01576,Purchase,1576,26-Oct-2024,Shri Bhagwati Trading Co,635060.0,Dr,stalk purchase,26-Oct-2024
AV01577,Purchase,1577,27-Oct-2024,Shree Laxmi Biomass Suppliers,565243.5,Dr,stalk purchase,27-Oct-2024
AV01578,Purchase,1578,18-Oct-2024,Jai Thar Fuels,593258.4,Dr,stalk purchase,18-Oct-2024
AV01579,Purchase,1579,23-Oct-2024,Shree Laxmi Biomass Suppliers,610929.8,Dr,stalk purchase,23-Oct-2024
AV01580,Purchase,1580,07-Oct-2024,Jai Thar Fuels,739260.5,Dr,stalk purchase,07-Oct-2024
AV01581,Purchase,1581,04-Oct-2024,Maa Kathiawad Agri Residue Pvt Ltd,599993.1,Dr,stalk purchase,04-Oct-2024
AV01582,Purchase,1582,08-Oct-2024,Jai Rathore Agro Traders,718075.2,Dr,stalk purchase,08-Oct-2024
AV01583,Purchase,1583,06-Nov-2024,Maa Vijay Biomass Co,453582.0,Dr,husk purchase,06-Nov-2024
AV01584,Purchase,1584,08-Nov-2024,Sanwariya Govind Agro Industries,391285.7,Dr,husk purchase,08-Nov-2024
AV01585,Purchase,1585,03-Nov-2024,Shree Laxmi Biomass Suppliers,457732.0,Dr,husk purchase,03-Nov-2024
AV01586,Purchase,1586,06-Nov-2024,Maa Vijay Biomass Co,390558.0,Dr,husk purchase,06-Nov-2024
AV01587,Purchase,1587,13-Nov-2024,Shree Luni Trading Co,424772.4,Dr,husk purchase,13-Nov-2024
AV01588,Purchase,1588,06-Nov-2024,Khatu Jagdamba Agro Industries,404354.2,Dr,husk purchase,06-Nov-2024
AV01589,Purchase,1589,24-Nov-2024,Sanwariya Suraj Biomass Suppliers,434824.0,Dr,husk purchase,24-Nov-2024
AV01590,Purchase,1590,25-Nov-2024,Salasar Luni Agro Company,362307.2,Dr,husk purchase,25-Nov-2024
AV01591,Purchase,1591,13-Nov-2024,Sanwariya Vijay Enterprises,430207.2,Dr,husk purchase,13-Nov-2024
AV01592,Purchase,1592,08-Nov-2024,New Bhairav Krishi Udyog,454599.0,Dr,husk purchase,08-Nov-2024
AV01593,Purchase,1593,12-Nov-2024,Salasar Marudhar Krishi Udyog,433962.4,Dr,husk purchase,12-Nov-2024
AV01594,Purchase,1594,07-Nov-2024,Om Shyam Biomass Suppliers,435451.2,Dr,husk purchase,07-Nov-2024
AV01595,Purchase,1595,17-Nov-2024,Khatu Marudhar Enterprises,415478.7,Dr,husk purchase,17-Nov-2024
AV01596,Purchase,1596,23-Nov-2024,Khatu Thar Agro Company,367602.7,Dr,husk purchase,23-Nov-2024
AV01597,Purchase,1597,26-Nov-2024,Sanwariya Govind Agro Industries,456571.6,Dr,husk purchase,26-Nov-2024
AV01598,Purchase,1598,27-Nov-2024,New Rathore Krishi Bhandar,366000.8,Dr,husk purchase,27-Nov-2024
AV01599,Purchase,1599,18-Nov-2024,Khatu Jagdamba Agro Industries,451190.4,Dr,husk purchase,18-Nov-2024
AV01600,Purchase,1600,06-Nov-2024,Maa Ganesh Biomass Co,376396.8,Dr,husk purchase,06-Nov-2024
AV01601,Purchase,1601,14-Nov-2024,Maa Balaji Trading Co,379086.9,Dr,husk purchase,14-Nov-2024
AV01602,Purchase,1602,17-Nov-2024,Khatu Jagdamba Agro Industries,465010.0,Dr,husk purchase,17-Nov-2024
AV01603,Purchase,1603,04-Nov-2024,Shree Luni Trading Co,470327.5,Dr,husk purchase,04-Nov-2024
AV01604,Purchase,1604,13-Nov-2024,Salasar Deepak Agri Residue Pvt Ltd,350784.0,Dr,husk purchase,13-Nov-2024
AV01605,Purchase,1605,22-Nov-2024,Sanwariya Vijay Enterprises,478745.1,Dr,husk purchase,22-Nov-2024
AV01606,Purchase,1606,18-Nov-2024,Salasar Mahaveer Fuels,444820.0,Dr,husk purchase,18-Nov-2024
AV01607,Purchase,1607,19-Nov-2024,Shree Ramdev Fuels,368416.4,Dr,husk purchase,19-Nov-2024
AV01608,Purchase,1608,02-Nov-2024,Khatu Jagdamba Agro Industries,414742.9,Dr,husk purchase,02-Nov-2024
AV01609,Purchase,1609,24-Nov-2024,Khatu Vijay Biomass Suppliers,458889.2,Dr,husk purchase,24-Nov-2024
AV01610,Purchase,1610,16-Nov-2024,Maa Vijay Biomass Co,438508.8,Dr,husk purchase,16-Nov-2024
AV01611,Purchase,1611,22-Nov-2024,New Rathore Krishi Bhandar,426004.7,Dr,husk purchase,22-Nov-2024
AV01612,Purchase,1612,19-Nov-2024,Salasar Saurashtra Biomass Suppliers,377318.0,Dr,husk purchase,19-Nov-2024
AV01613,Purchase,1613,09-Nov-2024,Khatu Marudhar Enterprises,413983.7,Dr,husk purchase,09-Nov-2024
AV01614,Purchase,1614,26-Nov-2024,Salasar Mahaveer Krishi Udyog,453453.0,Dr,husk purchase,26-Nov-2024
AV01615,Purchase,1615,11-Nov-2024,New Bhairav Krishi Udyog,436120.3,Dr,husk purchase,11-Nov-2024
AV01616,Purchase,1616,11-Nov-2024,New Rajputana Agro Traders,453418.8,Dr,husk purchase,11-Nov-2024
AV01617,Purchase,1617,08-Nov-2024,Salasar Deepak Agri Residue Pvt Ltd,428544.0,Dr,husk purchase,08-Nov-2024
AV01618,Purchase,1618,18-Nov-2024,Sanwariya Vijay Enterprises,472664.6,Dr,husk purchase,18-Nov-2024
AV01619,Purchase,1619,07-Nov-2024,Maa Balaji Krishi Bhandar,401676.6,Dr,husk purchase,07-Nov-2024
AV01620,Purchase,1620,14-Nov-2024,Khatu Marudhar Enterprises,462862.4,Dr,husk purchase,14-Nov-2024
AV01621,Purchase,1621,02-Nov-2024,Salasar Marudhar Krishi Udyog,370600.0,Dr,husk purchase,02-Nov-2024
AV01622,Purchase,1622,04-Nov-2024,New Bhagwati Krishi Bhandar,447348.7,Dr,husk purchase,04-Nov-2024
AV01623,Purchase,1623,17-Nov-2024,Salasar Deepak Agri Residue Pvt Ltd,384909.6,Dr,husk purchase,17-Nov-2024
AV01624,Purchase,1624,07-Nov-2024,Nakoda Ramdev Trading Co,382284.0,Dr,husk purchase,07-Nov-2024
AV01625,Purchase,1625,14-Nov-2024,Maa Balaji Krishi Bhandar,398804.9,Dr,husk purchase,14-Nov-2024
AV01626,Purchase,1626,08-Nov-2024,New Rathore Krishi Bhandar,358020.0,Dr,husk purchase,08-Nov-2024
AV01627,Purchase,1627,02-Nov-2024,New Rathore Agro Industries,363121.8,Dr,husk purchase,02-Nov-2024
AV01628,Purchase,1628,21-Nov-2024,Maa Ganesh Biomass Co,396881.1,Dr,husk purchase,21-Nov-2024
AV01629,Purchase,1629,02-Nov-2024,Sanwariya Rathore Agro Company,409205.0,Dr,husk purchase,02-Nov-2024
AV01630,Purchase,1630,03-Nov-2024,New Rathore Agro Industries,376243.2,Dr,husk purchase,03-Nov-2024
AV01631,Purchase,1631,05-Nov-2024,Shree Luni Trading Co,456335.6,Dr,husk purchase,05-Nov-2024
AV01632,Purchase,1632,24-Nov-2024,Maa Vijay Biomass Co,338883.2,Dr,husk purchase,24-Nov-2024
AV01633,Purchase,1633,05-Nov-2024,Shree Vijay Agro Traders,395068.0,Dr,husk purchase,05-Nov-2024
AV01634,Purchase,1634,15-Nov-2024,New Balaji Krishi Bhandar,374372.7,Dr,husk purchase,15-Nov-2024
AV01635,Purchase,1635,05-Nov-2024,Salasar Krishna Biomass Suppliers,463743.8,Dr,husk purchase,05-Nov-2024
AV01636,Purchase,1636,15-Nov-2024,New Rathore Agro Industries,358230.3,Dr,husk purchase,15-Nov-2024
