grn_no,received_date,vendor_name,qty_qtl,rate
GRN00375,2024-12-25,Khatu Bhairav Biomass Suppliers,1465.0,2458
GRN00376,2024-12-13,Khatu Rathore Biomass Co,3525.0,2473
GRN00377,2024-12-13,Sanwariya Vijay Enterprises,1999.0,2131
GRN00378,2025-01-28,Khatu Bhairav Biomass Suppliers,2233.0,2476
GRN00379,2025-01-16,Maa Balaji Krishi Bhandar,2173.0,2144
GRN00380,2025-01-18,Sanwariya Govind Agro Industries,2340.0,2175
GRN00381,2025-01-14,Salasar Marudhar Krishi Udyog,2061.0,2121
GRN00382,2025-02-17,Khatu Thar Agro Company,3474.0,2127
GRN00383,2025-01-20,Maa Ganesh Biomass Co,2226.0,2090
GRN00384,2025-01-27,Maa Vijay Biomass Co,1691.0,2159
GRN00385,2025-01-28,Sanwariya Rathore Agro Company,3797.0,2155
GRN00386,2025-02-12,New Banas Biomass Co,1232.0,2448
GRN00387,2025-01-18,Sanwariya Rathore Agro Company,3505.0,2105
GRN00388,2025-01-15,Khatu Vijay Biomass Suppliers,848.0,2117
GRN00389,2025-02-09,Maa Krishna Fuels,2329.0,2526
GRN00390,2025-01-15,Nakoda Marudhar Agri Residue Pvt Ltd,2314.0,2510
GRN00391,2025-01-18,Maa Ganesh Biomass Co,3005.0,2168
GRN00392,2025-01-22,Sanwariya Ganesh Agri Residue Pvt Ltd,2417.0,2187
GRN00393,2025-02-07,Khatu Shyam Enterprises,3568.0,2098
GRN00394,2025-02-20,Shree Laxmi Biomass Suppliers,3940.0,2100
GRN00395,2025-02-13,Salasar Mahaveer Fuels,3632.0,2212
GRN00396,2025-02-26,Shree Laxmi Biomass Suppliers,3529.0,2202
GRN00397,2025-03-09,Salasar Saurashtra Biomass Suppliers,2442.0,2182
GRN00398,2025-03-22,Salasar Saurashtra Biomass Suppliers,2428.0,2107
GRN00399,2025-02-21,Jai Sardar Agro Industries,2870.0,2538
GRN00400,2025-02-11,Khatu Rathore Biomass Co,2402.0,2554
GRN00401,2025-02-13,Salasar Deepak Agri Residue Pvt Ltd,2514.0,2146
GRN00402,2025-02-19,Nakoda Ramdev Trading Co,3129.0,2210
GRN00403,2025-03-12,Salasar Saurashtra Biomass Suppliers,1287.0,2121
GRN00404,2025-02-22,Khatu Bhairav Biomass Suppliers,2976.0,2416
GRN00405,2025-02-20,Sanwariya Suraj Biomass Suppliers,3692.0,2163
GRN00406,2025-02-14,Khatu Jagdamba Agro Industries,3181.0,2113
GRN00407,2025-02-27,Shree Ramdev Fuels,3873.0,2156
GRN00408,2025-02-22,Jai Rathore Krishi Bhandar,4110.0,2462
GRN00409,2025-02-25,Maa Ganesh Biomass Co,1269.0,2141
GRN00410,2025-03-12,Salasar Saurashtra Biomass Suppliers,2580.0,2168
GRN00411,2025-02-17,Khatu Rathore Biomass Co,2518.0,2520
GRN00412,2025-03-03,New Banas Biomass Co,2617.0,2460
GRN00413,2025-02-18,Khatu Bhairav Biomass Suppliers,3935.0,2436
GRN00414,2025-02-15,New Bhairav Krishi Udyog,1775.0,2130
GRN00415,2025-02-10,Maa Kathiawad Agri Residue Pvt Ltd,2240.0,2534
GRN00416,2025-03-23,New Rathore Krishi Bhandar,1625.0,2135
GRN00417,2025-03-26,Jai Thar Fuels,2841.0,2376
GRN00418,2025-04-13,Maa Krishna Fuels,2105.0,2407
GRN00419,2025-03-12,Nakoda Ramdev Trading Co,1486.0,2123
GRN00420,2025-03-18,Nakoda Ramdev Trading Co,2697.0,2131
GRN00421,2025-03-13,Jai Sardar Agro Industries,2546.0,2400
GRN00422,2025-03-25,Khatu Jagdamba Agro Industries,2439.0,2019
GRN00423,2025-03-23,Jai Rathore Krishi Bhandar,1292.0,2449
GRN00424,2025-03-16,New Balaji Krishi Bhandar,1540.0,2033
GRN00425,2025-04-15,Khatu Shyam Enterprises,3185.0,2120
GRN00426,2025-03-27,Khatu Vijay Biomass Suppliers,2915.0,2077
GRN00427,2025-03-25,Salasar Banas Biomass Co,1563.0,2403
GRN00428,2025-03-21,Shree Laxmi Biomass Suppliers,3812.0,2088
GRN00429,2025-03-11,New Rathore Krishi Bhandar,1319.0,2115
GRN00430,2025-03-11,Maa Vijay Biomass Co,2427.0,2046
GRN00431,2025-03-27,New Bhairav Krishi Udyog,3082.0,2025
GRN00432,2025-03-10,Salasar Banas Biomass Co,2090.0,2460
GRN00433,2025-04-16,Shri Bhagwati Trading Co,3087.0,2144
GRN00434,2025-04-16,Salasar Marudhar Krishi Udyog,2685.0,2192
GRN00435,2025-04-14,Nakoda Marudhar Agri Residue Pvt Ltd,1429.0,2575
GRN00436,2025-04-11,Shri Bhagwati Trading Co,1210.0,2166
GRN00437,2025-04-25,Maa Balaji Krishi Bhandar,3684.0,2208
GRN00438,2025-04-23,Salasar Mahaveer Krishi Udyog,2421.0,2118
GRN00439,2025-04-23,Sanwariya Vijay Enterprises,1156.0,2145
GRN00440,2025-04-17,New Balaji Krishi Bhandar,3730.0,2218
GRN00441,2025-04-14,Khatu Marudhar Enterprises,3766.0,2127
GRN00442,2025-04-17,Sanwariya Krishna Agri Residue Pvt Ltd,3686.0,2468
GRN00443,2025-04-10,New Bhagwati Krishi Bhandar,2847.0,2130
GRN00444,2025-04-28,Khatu Vijay Biomass Suppliers,1593.0,2193
GRN00445,2025-04-10,Shree Luni Trading Co,4070.0,2207
GRN00446,2025-04-19,Maa Balaji Krishi Bhandar,2216.0,2150
GRN00447,2025-04-24,Maa Bhairav Krishi Udyog,2080.0,2466
GRN00448,2025-04-14,Maa Balaji Trading Co,2642.0,2176
GRN00449,2025-05-11,Shree Laxmi Biomass Suppliers,2745.0,2289
GRN00450,2025-05-25,New Bhagwati Krishi Bhandar,4048.0,2241
GRN00451,2025-05-22,Shree Laxmi Biomass Suppliers,2754.0,2223
GRN00452,2025-05-23,Maa Balaji Trading Co,2857.0,2221
GRN00453,2025-05-15,Khatu Marudhar Enterprises,2912.0,2267
GRN00454,2025-05-28,New Balaji Krishi Bhandar,1456.0,2273
GRN00455,2025-05-10,Shree Vijay Agro Traders,3549.0,2301
GRN00456,2025-05-18,Sanwariya Krishna Agri Residue Pvt Ltd,3704.0,2507
GRN00457,2025-05-27,New Bhairav Krishi Udyog,3705.0,2269
GRN00458,2025-05-12,Maa Balaji Trading Co,1449.0,2181
GRN00459,2025-05-22,New Balaji Krishi Bhandar,2046.0,2211
GRN00460,2025-05-16,New Rajputana Agro Traders,2813.0,2212
GRN00461,2025-05-31,Khatu Thar Agro Company,4067.0,2191
GRN00462,2025-05-13,Sanwariya Vijay Enterprises,4131.0,2207
GRN00463,2025-05-15,Maa Balaji Trading Co,2688.0,2250
GRN00464,2025-05-25,Sanwariya Suraj Biomass Suppliers,3493.0,2223
GRN00465,2025-05-21,Salasar Marudhar Krishi Udyog,4004.0,2226
GRN00466,2025-05-24,Salasar Krishna Biomass Suppliers,3246.0,2307
GRN00467,2025-05-20,Jai Sardar Agro Industries,2518.0,2512
GRN00468,2025-05-16,Nakoda Banas Krishi Bhandar,2082.0,2531
GRN00469,2025-05-20,Sanwariya Vijay Enterprises,1972.0,2223
GRN00470,2025-06-20,Maa Balaji Trading Co,2483.0,2294
GRN00471,2025-06-21,Shree Luni Trading Co,2720.0,2338
GRN00472,2025-06-26,Sanwariya Rathore Agro Company,2806.0,2356
GRN00473,2025-06-18,Sanwariya Krishna Agri Residue Pvt Ltd,2039.0,2716
GRN00474,2025-06-20,Jai Rathore Krishi Bhandar,3677.0,2727
GRN00475,2025-06-10,Maa Vijay Biomass Co,3999.0,2333
GRN00476,2025-06-21,Shree Ramdev Fuels,2087.0,2372
GRN00477,2025-07-15,Khatu Thar Agro Company,3423.0,2249
GRN00478,2025-06-25,New Rathore Agro Industries,2643.0,2326
GRN00479,2025-06-16,Maa Balaji Trading Co,4062.0,2318
GRN00480,2025-06-28,Jai Rathore Agro Traders,2341.0,2702
GRN00481,2025-06-27,Salasar Marudhar Krishi Udyog,3709.0,2380
GRN00482,2025-06-21,Salasar Mahaveer Fuels,1503.0,2378
GRN00483,2025-06-14,Khatu Marudhar Enterprises,3252.0,2244
GRN00484,2025-06-22,Shree Laxmi Biomass Suppliers,2948.0,2363
GRN00485,2025-06-14,Sanwariya Govind Agro Industries,2582.0,2342
GRN00486,2025-06-27,Sanwariya Rathore Agro Company,1910.0,2374
GRN00487,2025-07-12,Maa Bhairav Krishi Udyog,3831.0,2725
GRN00488,2025-07-21,Shri Bhagwati Trading Co,4004.0,2375
GRN00489,2025-07-13,Maa Ganesh Biomass Co,1873.0,2333
GRN00490,2025-07-24,Maa Vijay Biomass Co,4118.0,2400
GRN00491,2025-07-11,Nakoda Banas Krishi Bhandar,1205.0,2782
GRN00492,2025-08-11,Salasar Saurashtra Biomass Suppliers,3864.0,2356
GRN00493,2025-07-20,Sanwariya Krishna Agri Residue Pvt Ltd,4176.0,2726
GRN00494,2025-07-20,New Bhairav Krishi Udyog,2505.0,2423
GRN00495,2025-07-24,Shri Bhagwati Trading Co,2058.0,2457
GRN00496,2025-07-18,Sanwariya Govind Agro Industries,1382.0,2462
GRN00497,2025-07-20,Khatu Rajputana Enterprises,3419.0,2756
GRN00498,2025-07-20,Khatu Rajputana Enterprises,1487.0,2780
GRN00499,2025-07-21,Jai Rathore Krishi Bhandar,2787.0,2769
GRN00500,2025-07-20,Khatu Rajputana Enterprises,2564.0,2796
GRN00501,2025-07-26,New Balaji Krishi Bhandar,1526.0,2354
GRN00502,2025-07-22,New Bhairav Krishi Udyog,1448.0,2365
GRN00503,2025-07-22,Sanwariya Govind Agro Industries,4087.0,2413
GRN00504,2025-08-22,Salasar Mahaveer Fuels,2770.0,2515
GRN00505,2025-08-18,Salasar Krishna Biomass Suppliers,2651.0,2492
GRN00506,2025-08-14,Salasar Banas Biomass Co,2535.0,2884
GRN00507,2025-08-23,Jai Sardar Agro Industries,1630.0,2780
GRN00508,2025-08-18,Maa Balaji Krishi Bhandar,1573.0,2464
GRN00509,2025-08-17,Khatu Rathore Biomass Co,1562.0,2784
GRN00510,2025-08-27,Nakoda Marudhar Agri Residue Pvt Ltd,3219.0,2827
GRN00511,2025-08-28,Maa Vijay Biomass Co,3822.0,2477
GRN00512,2025-08-27,Jai Sardar Agro Industries,3849.0,2851
GRN00513,2025-08-10,Maa Ganesh Biomass Co,3542.0,2534
GRN00514,2025-08-13,Salasar Mahaveer Krishi Udyog,1939.0,2480
GRN00515,2025-08-19,Salasar Krishna Biomass Suppliers,2209.0,2535
GRN00516,2025-08-24,Sanwariya Vijay Enterprises,2922.0,2448
GRN00517,2025-08-19,Salasar Marudhar Krishi Udyog,1994.0,2411
GRN00518,2025-08-21,Jai Thar Fuels,2438.0,2890
GRN00519,2025-08-19,New Rathore Agro Industries,4078.0,2487
GRN00520,2025-08-13,Khatu Marudhar Enterprises,1708.0,2500
GRN00521,2025-09-10,Salasar Saurashtra Biomass Suppliers,1627.0,2534
GRN00522,2025-08-13,New Bhairav Krishi Udyog,2625.0,2437
GRN00523,2025-08-16,Nakoda Marudhar Agri Residue Pvt Ltd,2295.0,2855
GRN00524,2025-09-12,Salasar Saurashtra Biomass Suppliers,3747.0,2423
GRN00525,2025-08-20,Sanwariya Krishna Agri Residue Pvt Ltd,1321.0,2832
GRN00526,2025-09-28,Maa Bhairav Krishi Udyog,4193.0,2845
GRN00527,2025-09-24,Jai Sardar Agro Industries,3140.0,2969
GRN00528,2025-09-18,Jai Rathore Agro Traders,2059.0,2870
GRN00529,2025-09-10,Sanwariya Rathore Agro Company,1445.0,2496
GRN00530,2025-09-15,Salasar Mahaveer Krishi Udyog,2992.0,2478
GRN00531,2025-09-15,Maa Balaji Krishi Bhandar,3764.0,2512
GRN00532,2025-09-13,Shree Laxmi Biomass Suppliers,3343.0,2551
GRN00533,2025-09-10,Maa Balaji Krishi Bhandar,3263.0,2468
GRN00534,2025-09-18,Shree Ramdev Fuels,4062.0,2565
GRN00535,2025-09-14,Maa Bhairav Krishi Udyog,3885.0,2901
GRN00536,2025-09-23,Sanwariya Ganesh Agri Residue Pvt Ltd,3795.0,2552
GRN00537,2025-09-28,Salasar Banas Biomass Co,1240.0,2904
GRN00538,2025-09-19,Maa Ganesh Biomass Co,3137.0,2490
GRN00539,2025-09-22,Sanwariya Rathore Agro Company,3860.0,2500
GRN00540,2025-09-11,Shree Luni Trading Co,1528.0,2587
GRN00541,2025-10-01,Khatu Shyam Enterprises,3245.0,2487
GRN00542,2025-09-18,Shree Luni Trading Co,2369.0,2500
GRN00543,2025-09-11,Nakoda Marudhar Agri Residue Pvt Ltd,1069.0,2912
GRN00544,2025-09-26,Jai Rathore Krishi Bhandar,2576.0,2863
GRN00545,2025-11-05,Khatu Shyam Enterprises,3387.0,2524
GRN00546,2025-10-23,Maa Balaji Trading Co,3436.0,2482
GRN00547,2025-10-22,Shree Rajputana Trading Co,1838.0,2551
GRN00548,2025-10-10,Sanwariya Rathore Agro Company,3534.0,2554
GRN00549,2025-10-27,Jai Rathore Krishi Bhandar,2795.0,3005
GRN00550,2025-11-14,Maa Krishna Fuels,1743.0,2889
GRN00551,2025-10-10,Sanwariya Krishna Agri Residue Pvt Ltd,2648.0,2867
GRN00552,2025-10-13,Sanwariya Ganesh Agri Residue Pvt Ltd,3372.0,2532
GRN00553,2025-10-22,Jai Rathore Krishi Bhandar,2592.0,2966
GRN00554,2025-10-14,Khatu Jagdamba Agro Industries,3980.0,2605
GRN00555,2025-10-25,Sanwariya Ganesh Agri Residue Pvt Ltd,3862.0,2492
GRN00556,2025-10-14,Sanwariya Govind Agro Industries,1552.0,2564
GRN00557,2025-11-02,Maa Krishna Fuels,2821.0,2887
GRN00558,2025-10-19,Shree Vijay Agro Traders,1286.0,2548
GRN00559,2025-10-25,Sanwariya Rathore Agro Company,3737.0,2596
GRN00560,2025-10-13,Salasar Mahaveer Krishi Udyog,1592.0,2589
GRN00561,2025-10-19,Sanwariya Govind Agro Industries,3757.0,2610
GRN00562,2025-11-17,Salasar Mahaveer Krishi Udyog,3128.0,2441
GRN00563,2025-11-24,Sanwariya Govind Agro Industries,1825.0,2422
GRN00564,2025-12-06,Maa Krishna Fuels,2810.0,2809
GRN00565,2025-12-08,Salasar Saurashtra Biomass Suppliers,3541.0,2346
GRN00566,2025-11-19,New Bhairav Krishi Udyog,2924.0,2355
GRN00567,2025-11-20,Shree Vijay Agro Traders,1753.0,2320
GRN00568,2025-11-10,Sanwariya Rathore Agro Company,3234.0,2433
GRN00569,2025-11-28,New Balaji Krishi Bhandar,4106.0,2382
GRN00570,2025-12-12,Khatu Shyam Enterprises,1841.0,2308
GRN00571,2025-11-14,Sanwariya Ganesh Agri Residue Pvt Ltd,3476.0,2436
GRN00572,2025-11-24,Khatu Bhairav Biomass Suppliers,3846.0,2808
GRN00573,2025-11-20,New Balaji Krishi Bhandar,4000.0,2354
GRN00574,2025-11-12,Shree Rajputana Trading Co,1410.0,2393
GRN00575,2025-11-26,New Rathore Krishi Bhandar,3355.0,2440
GRN00576,2025-11-26,Maa Vijay Biomass Co,2386.0,2416
GRN00577,2025-11-17,Maa Ganesh Biomass Co,4168.0,2419
GRN00578,2025-11-27,Jai Rathore Agro Traders,2798.0,2769
GRN00579,2025-11-22,Salasar Krishna Biomass Suppliers,2175.0,2441
GRN00580,2025-11-23,Salasar Krishna Biomass Suppliers,1691.0,2415
GRN00581,2025-11-12,Khatu Jagdamba Agro Industries,3493.0,2391
GRN00582,2025-11-24,Maa Bhairav Krishi Udyog,832.0,2759
GRN00583,2025-12-10,Maa Ganesh Biomass Co,2325.0,2276
GRN00584,2025-12-20,Sanwariya Suraj Biomass Suppliers,2103.0,2272
GRN00585,2025-12-25,Shri Bhagwati Trading Co,3139.0,2247
GRN00586,2025-12-20,Khatu Rathore Biomass Co,2848.0,2704
GRN00587,2026-01-03,Salasar Saurashtra Biomass Suppliers,3243.0,2261
GRN00588,2025-12-22,Maa Balaji Krishi Bhandar,3013.0,2286
GRN00589,2025-12-21,Sanwariya Govind Agro Industries,2023.0,2232
GRN00590,2025-12-27,Shree Rajputana Trading Co,4056.0,2293
GRN00591,2025-12-19,Shree Laxmi Biomass Suppliers,2735.0,2283
GRN00592,2025-12-12,Sanwariya Ganesh Agri Residue Pvt Ltd,2515.0,2357
GRN00593,2025-12-31,Salasar Saurashtra Biomass Suppliers,4119.0,2238
GRN00594,2025-12-21,Sanwariya Vijay Enterprises,2084.0,2308
GRN00595,2025-12-18,Nakoda Ramdev Trading Co,3076.0,2304
GRN00596,2025-12-11,Sanwariya Govind Agro Industries,3206.0,2229
GRN00597,2025-12-28,Sanwariya Govind Agro Industries,3338.0,2311
GRN00598,2025-12-12,Shree Vijay Agro Traders,2189.0,2260
GRN00599,2025-12-11,New Rathore Agro Industries,2569.0,2284
GRN00600,2025-12-26,Om Shyam Biomass Suppliers,738.0,2326
GRN00601,2026-01-18,Maa Kathiawad Agri Residue Pvt Ltd,1938.0,2619
GRN00602,2026-01-26,Salasar Krishna Biomass Suppliers,3184.0,2282
GRN00603,2026-01-19,Khatu Jagdamba Agro Industries,3208.0,2304
GRN00604,2026-01-12,New Rathore Agro Industries,1668.0,2252
GRN00605,2026-01-23,New Rathore Krishi Bhandar,3781.0,2206
GRN00606,2026-01-14,Om Shyam Biomass Suppliers,2008.0,2267
GRN00607,2026-01-27,Khatu Marudhar Enterprises,1588.0,2232
GRN00608,2026-02-18,Khatu Shyam Enterprises,1642.0,2306
GRN00609,2026-01-21,Nakoda Marudhar Agri Residue Pvt Ltd,3925.0,2615
GRN00610,2026-01-25,Jai Rathore Agro Traders,3196.0,2618
GRN00611,2026-02-04,Khatu Thar Agro Company,4069.0,2245
GRN00612,2026-01-24,Sanwariya Govind Agro Industries,1605.0,2223
GRN00613,2026-01-27,Sanwariya Govind Agro Industries,2758.0,2261
GRN00614,2026-01-12,Sanwariya Krishna Agri Residue Pvt Ltd,1635.0,2563
GRN00615,2026-01-14,Nakoda Marudhar Agri Residue Pvt Ltd,3073.0,2599
GRN00616,2026-01-28,Salasar Banas Biomass Co,3075.0,2639
GRN00617,2026-01-24,Shri Bhagwati Trading Co,2280.0,2226
GRN00618,2026-01-16,Jai Rathore Krishi Bhandar,3827.0,2617
GRN00619,2026-01-25,Sanwariya Govind Agro Industries,2553.0,2221
GRN00620,2026-01-26,Salasar Mahaveer Krishi Udyog,2598.0,2302
GRN00621,2026-02-23,Shree Rajputana Trading Co,3112.0,2277
GRN00622,2026-03-17,Salasar Saurashtra Biomass Suppliers,2876.0,2286
GRN00623,2026-02-10,Salasar Marudhar Krishi Udyog,1913.0,2260
GRN00624,2026-02-26,Maa Bhairav Krishi Udyog,1484.0,2598
GRN00625,2026-02-24,Shree Ramdev Fuels,1869.0,2229
GRN00626,2026-02-21,Maa Ganesh Biomass Co,3573.0,2279
GRN00627,2026-02-13,Shree Vijay Agro Traders,3745.0,2334
GRN00628,2026-02-16,Maa Kathiawad Agri Residue Pvt Ltd,2400.0,2564
GRN00629,2026-02-14,Jai Rathore Krishi Bhandar,3598.0,2578
GRN00630,2026-02-18,Khatu Rathore Biomass Co,3017.0,2580
GRN00631,2026-02-22,Sanwariya Krishna Agri Residue Pvt Ltd,2909.0,2639
GRN00632,2026-02-26,Shree Vijay Agro Traders,1931.0,2319
GRN00633,2026-02-20,Shree Vijay Agro Traders,2637.0,2281
GRN00634,2026-02-11,Khatu Bhairav Biomass Suppliers,2003.0,2694
GRN00635,2026-03-13,Maa Krishna Fuels,3732.0,2653
GRN00636,2026-02-15,Maa Ganesh Biomass Co,1622.0,2252
GRN00637,2026-03-13,Khatu Shyam Enterprises,2319.0,2276
GRN00638,2026-02-20,Jai Rathore Agro Traders,2754.0,2696
GRN00639,2026-02-13,Om Shyam Biomass Suppliers,1298.0,2235
GRN00640,2026-02-18,Shri Bhagwati Trading Co,3471.0,2353
GRN00641,2026-02-15,Sanwariya Suraj Biomass Suppliers,3842.0,2264
GRN00642,2026-02-13,New Bhagwati Krishi Bhandar,3955.0,2245
GRN00643,2026-03-27,New Rajputana Agro Traders,3122.0,2250
GRN00644,2026-03-16,Salasar Banas Biomass Co,2883.0,2588
GRN00645,2026-04-01,Khatu Thar Agro Company,2799.0,2150
GRN00646,2026-03-24,Om Shyam Biomass Suppliers,3884.0,2211
GRN00647,2026-04-08,New Banas Biomass Co,3103.0,2469
GRN00648,2026-04-04,Khatu Shyam Enterprises,3089.0,2151
GRN00649,2026-03-14,Sanwariya Ganesh Agri Residue Pvt Ltd,3635.0,2149
GRN00650,2026-03-26,Salasar Deepak Agri Residue Pvt Ltd,1458.0,2234
GRN00651,2026-03-21,Maa Bhairav Krishi Udyog,1707.0,2520
GRN00652,2026-03-17,New Bhairav Krishi Udyog,2398.0,2238
GRN00653,2026-03-28,Salasar Banas Biomass Co,1301.0,2554
GRN00654,2026-03-22,Sanwariya Krishna Agri Residue Pvt Ltd,3007.0,2488
GRN00655,2026-03-16,Salasar Mahaveer Fuels,1228.0,2243
GRN00656,2026-03-10,New Bhairav Krishi Udyog,2441.0,2136
GRN00657,2026-03-23,Khatu Rajputana Enterprises,1966.0,2542
GRN00658,2026-04-19,Maa Krishna Fuels,1494.0,2476
GRN00659,2026-03-18,Salasar Mahaveer Krishi Udyog,2741.0,2205
GRN00660,2026-04-14,Khatu Thar Agro Company,3046.0,2170
GRN00661,2026-04-07,Khatu Shyam Enterprises,1796.0,2152
GRN00662,2026-04-22,Salasar Mahaveer Fuels,3105.0,2231
GRN00663,2026-04-10,New Balaji Krishi Bhandar,1854.0,2285
GRN00664,2026-04-21,Maa Balaji Krishi Bhandar,4179.0,2327
GRN00665,2026-05-25,Maa Krishna Fuels,2367.0,2693
GRN00666,2026-04-22,Sanwariya Rathore Agro Company,3086.0,2281
GRN00667,2026-04-12,Salasar Mahaveer Krishi Udyog,3696.0,2296
GRN00668,2026-04-15,New Rajputana Agro Traders,1488.0,2347
GRN00669,2026-04-26,New Bhairav Krishi Udyog,1782.0,2274
GRN00670,2026-05-11,Maa Krishna Fuels,2938.0,2667
GRN00671,2026-04-26,Maa Balaji Krishi Bhandar,3615.0,2320
GRN00672,2026-04-26,Khatu Jagdamba Agro Industries,3829.0,2285
GRN00673,2026-04-12,Khatu Vijay Biomass Suppliers,646.0,2263
GRN00674,2026-04-17,Maa Balaji Trading Co,4077.0,2311
GRN00675,2026-04-28,Jai Sardar Agro Industries,2241.0,2656
GRN00676,2026-04-21,Jai Rathore Agro Traders,1521.0,2683
GRN00677,2026-04-28,Salasar Mahaveer Fuels,1266.0,2227
GRN00678,2026-04-24,New Rathore Krishi Bhandar,1499.0,2335
GRN00679,2026-04-15,New Rathore Krishi Bhandar,3230.0,2300
GRN00680,2026-05-04,Khatu Shyam Enterprises,3561.0,2292
GRN00681,2026-04-17,New Rathore Krishi Bhandar,2180.0,2227
GRN00682,2026-05-22,Maa Balaji Krishi Bhandar,3540.0,2376
GRN00683,2026-05-28,Shri Bhagwati Trading Co,2109.0,2305
GRN00684,2026-05-19,Khatu Jagdamba Agro Industries,2310.0,2386
GRN00685,2026-05-15,Maa Balaji Krishi Bhandar,3158.0,2296
GRN00686,2026-05-12,Nakoda Marudhar Agri Residue Pvt Ltd,3660.0,2680
GRN00687,2026-05-25,Salasar Mahaveer Fuels,1600.0,2344
GRN00688,2026-05-19,Shree Luni Trading Co,1942.0,2357
GRN00689,2026-05-10,Jai Sardar Agro Industries,1973.0,2711
GRN00690,2026-05-17,Khatu Rajputana Enterprises,3530.0,2776
GRN00691,2026-05-11,Khatu Rathore Biomass Co,2090.0,2748
GRN00692,2026-05-25,Om Shyam Biomass Suppliers,3793.0,2312
GRN00693,2026-05-10,Shree Luni Trading Co,2143.0,2381
GRN00694,2026-05-26,Shree Vijay Agro Traders,3456.0,2366
GRN00695,2026-05-22,Khatu Vijay Biomass Suppliers,2208.0,2424
GRN00696,2026-05-11,Maa Kathiawad Agri Residue Pvt Ltd,1242.0,2712
GRN00697,2026-05-19,Nakoda Banas Krishi Bhandar,3425.0,2743
GRN00698,2026-07-10,Maa Krishna Fuels,2808.0,2796
GRN00699,2026-06-20,Salasar Deepak Agri Residue Pvt Ltd,1261.0,2434
GRN00700,2026-06-28,Jai Thar Fuels,2595.0,2776
GRN00701,2026-06-19,New Rathore Krishi Bhandar,2189.0,2500
GRN00702,2026-06-27,Salasar Mahaveer Krishi Udyog,3258.0,2422
GRN00703,2026-06-28,Sanwariya Govind Agro Industries,3437.0,2409
GRN00704,2026-06-20,Shree Ramdev Fuels,1970.0,2379
GRN00705,2026-06-24,New Balaji Krishi Bhandar,1400.0,2401
GRN00706,2026-06-23,Khatu Bhairav Biomass Suppliers,3408.0,2733
GRN00707,2026-07-03,Khatu Shyam Enterprises,3535.0,2412
GRN00708,2026-06-12,Salasar Mahaveer Fuels,4010.0,2364
GRN00709,2026-06-10,Jai Rathore Agro Traders,4195.0,2810
GRN00710,2026-07-08,Salasar Saurashtra Biomass Suppliers,3553.0,2450
GRN00711,2026-06-18,Sanwariya Vijay Enterprises,2494.0,2422
GRN00712,2026-06-16,Shree Rajputana Trading Co,2032.0,2435
GRN00713,2026-06-20,New Rathore Krishi Bhandar,1218.0,2403
GRN00714,2026-07-05,New Banas Biomass Co,2740.0,2738
GRN00715,2026-07-24,Jai Thar Fuels,2591.0,2962
GRN00716,2026-07-18,Khatu Vijay Biomass Suppliers,2844.0,2506
GRN00717,2026-07-22,Sanwariya Suraj Biomass Suppliers,3009.0,2570
GRN00718,2026-07-15,New Rathore Agro Industries,4034.0,2455
GRN00719,2026-07-17,Maa Balaji Krishi Bhandar,2008.0,2574
GRN00720,2026-07-20,Salasar Krishna Biomass Suppliers,3670.0,2560
GRN00721,2026-07-24,Sanwariya Govind Agro Industries,1652.0,2484
GRN00722,2026-07-11,Nakoda Banas Krishi Bhandar,2276.0,2829
GRN00723,2026-07-17,New Rajputana Agro Traders,3254.0,2446
GRN00724,2026-07-23,Salasar Banas Biomass Co,2935.0,2826
GRN00725,2026-07-12,Om Shyam Biomass Suppliers,2275.0,2560
GRN00726,2026-07-12,Salasar Marudhar Krishi Udyog,1844.0,2461
GRN00727,2026-07-12,Shree Rajputana Trading Co,3192.0,2542
GRN00728,2026-07-10,Maa Bhairav Krishi Udyog,2477.0,2950
GRN00729,2026-07-10,Maa Balaji Trading Co,2427.0,2586
GRN00730,2026-07-14,Shree Laxmi Biomass Suppliers,3456.0,2477
GRN00731,2026-07-23,Nakoda Banas Krishi Bhandar,3863.0,2819
GRN00732,2026-08-13,Sanwariya Govind Agro Industries,2480.0,2611
GRN00733,2026-08-11,Nakoda Banas Krishi Bhandar,2194.0,2914
GRN00734,2026-08-15,Shree Ramdev Fuels,1315.0,2655
GRN00735,2026-08-18,Sanwariya Ganesh Agri Residue Pvt Ltd,3531.0,2577
GRN00736,2026-08-11,Salasar Krishna Biomass Suppliers,1969.0,2622
GRN00737,2026-08-25,Jai Rathore Krishi Bhandar,3757.0,2894
GRN00738,2026-08-24,Sanwariya Krishna Agri Residue Pvt Ltd,3672.0,2994
GRN00739,2026-08-10,Nakoda Ramdev Trading Co,2576.0,2534
GRN00740,2026-08-19,Jai Thar Fuels,3461.0,2908
GRN00741,2026-08-24,Sanwariya Vijay Enterprises,4022.0,2551
GRN00742,2026-08-16,New Bhagwati Krishi Bhandar,3375.0,2573
GRN00743,2026-08-15,New Bhagwati Krishi Bhandar,2700.0,2527
GRN00744,2026-08-23,Salasar Marudhar Krishi Udyog,2849.0,2601
GRN00745,2026-08-15,Nakoda Marudhar Agri Residue Pvt Ltd,2800.0,2996
GRN00746,2026-08-28,Khatu Vijay Biomass Suppliers,1696.0,2571
GRN00747,2026-08-11,Salasar Deepak Agri Residue Pvt Ltd,953.0,2582
